# MgO, SESAME 7460
# Ariadne hugoniot_rhottab, bilinear interpolation
#rho v/v0 up us e p T s csqv cv gamma alphavol uc phi st
#g/cc - km/s km/s MJ/kg GPa K MJ/kg.K (km/s)^2 MJ/kg.K - 1/K km/s deg g/cc K
15.2823771014087 0.23458575692845185 92.2909481519402 120.57647082916013 4241.571108454138 39894.61048866582 928388.0 NaN 4452.585928963221 0.00625607124086936 0.5389558928789929 4.9550916190009936E-8 209.29591259032512 26.621211540000886 15.2823771014087 928388.0
15.62824200158463 0.2293941954339135 106.83963001778672 138.64368706377195 5680.272579430326 53103.73008933912 1160480.0 NaN 5610.718914338317 0.006811350566865534 0.5387151689628789 4.1846948835707595E-8 240.94908508734147 26.0655674002018 15.62824200158463 1160480.0
16.095032908928964 0.22274126559947272 138.90675504546138 178.7136623850169 9598.808890404782 88996.65290037205 1740730.0 NaN 8790.960621654049 0.007468695398181286 0.5465156006797854 2.8848225730692674E-8 310.56934776448924 25.408072763381146 16.095032908928964 1740730.0
16.382135545840534 0.2188376472632866 191.3999962165994 245.01948352484132 18227.933586447656 168126.0838859903 2901210.0 NaN 15981.32508048426 0.007850820448982736 0.564197137193651 1.691852987140894E-8 425.4895386253239 25.043812669123348 16.382135545840534 2901210.0
16.370645508297667 0.2189912424762288 253.18117697566365 324.17200772291943 31896.32839993601 294238.48608057754 4641940.0 NaN 28146.927733898483 0.00785971119051055 0.5870042891065931 1.0012696680217323E-8 561.9621291258869 25.122803435717636 16.370645508297667 4641940.0
16.187076961611652 0.22147469913821058 317.5723531198697 407.9152633425434 50181.23966129017 464413.88434397656 6962910.0 NaN 45966.77228703727 0.00761514690101316 0.6143154049190397 6.287199637126587E-9 704.97735979469 25.485042656647558 16.187076961611652 6962910.0
15.816795688939102 0.22665956306858404 414.7912998480471 536.3631332843818 85620.08781090724 797592.5885809541 1.16048E7 NaN 83007.9554380712 0.0073391275820302035 0.6368199613797474 3.5597777473082153E-9 927.9025291543905 25.965781918589283 15.816795688939102 1.16048E7
15.494158338451633 0.2313793315964177 507.60611533579265 660.4117430124351 128279.37335237298 1201805.4927460307 1.74073E7 NaN 130686.76633463902 0.007139940085545617 0.6517074819487572 2.297987555597192E-9 1143.9495084205294 26.38554375261645 15.494158338451633 1.74073E7
15.133679717017664 0.23689070120657266 651.0580660560274 853.1648966739533 211208.8647434687 1991339.2502317503 2.90121E7 NaN 225951.21060133268 0.006996715464049729 0.661976059849604 1.354494623063603E-9 1484.2317586457714 26.76106698609582 15.133679717017664 2.90121E7
14.717642020989338 0.24358711775210107 996.4095636113115 1317.2826468134615 495455.7760064873 4705539.354336919 6.9629104E7 NaN 556840.7127956991 0.006945977095675846 0.6652398093565743 5.638224459382568E-10 2311.019543564747 27.086881356828773 14.717642020989338 6.9629104E7
14.57673243839811 0.24594181275882507 1279.8029279560274 1697.2203864510263 817895.7370996394 7787066.636704083 1.16048E8 NaN 935084.82216596 0.006925151701107557 0.6661628327716367 3.3845310276374723E-10 2986.293730997973 27.200345094733073 14.57673243839811 1.16048E8
14.463077784648155 0.2478744879464958 1801.5005160787348 2395.2126170539746 1621556.0997451225 1.5469312524641205E7 2.32096992E8 NaN 1878365.711838304 0.0069077801774821155 0.666554024987426 1.6948567222315827E-10 4225.831968977365 27.28111458273626 14.463077784648155 2.32096992E8
14.3907408078838 0.24912046209851713 2838.2063328634185 3779.842424252873 4026450.8442223356 3.846008253342498E7 5.80241984E8 NaN 4702731.808266226 0.00689465366069605 0.6666481914961296 6.791657822442967E-11 6680.741948981291 27.330513481781 14.3907408078838 5.80241984E8
14.365767585230675 0.24955352916092957 4007.081477015703 5339.596670413288 8026976.860321171 7.670597219588062E7 1.16048E9 NaN 9401710.92490315 0.006894637809049639 0.6666478403478208 3.4030803506542274E-11 9443.576631081076 27.347180696408852 14.365767585230675 1.16048E9
