# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
0.9789124597889057 0.9919642867855599 0.020095309963411148 -0.004509666208851299  -0.05621115745510256 -0.05621115745510256 -0.05621115745510256 0.0 0.0 0.0 296.0308920757389 NaN 6.32536051931275 0.0010663452988896132 0.05621115745510256 1.2705449353284048 2.1880575880672536E-4 0.9789124597889057 296.0308920757389
0.9797864886548613 0.9910793945864055 0.022342259187202475 -0.00437189202990477  -0.062443974294243136 -0.062443974294243136 -0.062443974294243136 0.0 0.0 0.0 296.3666091498804 NaN 6.352350309377573 0.0010662637345776997 0.062443974294243136 1.2694454233034944 2.17476726095568E-4 0.9797864886548613 296.3666091498804
0.98066051752092 0.9901960797348865 0.02459197906962062 -0.004234396255540948  -0.06867646862589404 -0.06867646862589404 -0.06867646862589404 0.0 0.0 0.0 296.70211646672277 NaN 6.379339452461452 0.0010661821702657767 0.06867646862589404 1.2683478763734637 2.1616003354085384E-4 0.98066051752092 296.70211646672277
0.9815345463870816 0.9893143380172527 0.026844454459126685 -0.004097178835552711  -0.07490864049021861 -0.07490864049021861 -0.07490864049021861 0.0 0.0 0.0 297.0374140252163 NaN 6.406327948827487 0.001066100605953844 0.07490864049021861 1.2672522892899163 2.1485552095252256E-4 0.9815345463870816 297.0374140252163
0.9824085752533461 0.9884341652347487 0.029099670309249287 -0.003960239718679421  -0.08114048992869219 -0.08114048992869219 -0.08114048992869219 0.0 0.0 0.0 297.3725018252994 NaN 6.433315798740497 0.0010660190416419016 0.08114048992869219 1.2661586568231333 2.1356303085306815E-4 0.9824085752533461 297.3725018252994
0.9832826041197129 0.9875555572035492 0.03135761167752967 -0.0038235788526135186  -0.08737201698408766 -0.08737201698408766 -0.08737201698408766 0.0 0.0 0.0 297.70737986789237 NaN 6.460303002466991 0.0010659374773299497 0.08737201698408766 1.265066973761992 2.1228240842062954E-4 0.9832826041197129 297.70737986789237
0.9841566329861818 0.9866785097546907 0.03361826372448688 -0.003687196184007156  -0.09360322170047594 -0.09360322170047594 -0.09360322170047594 0.0 0.0 0.0 298.0420481548919 NaN 6.487289560275181 0.0010658559130179884 0.09360322170047594 1.2639772349138814 2.110135014335041E-4 0.9841566329861818 298.0420481548919
0.985030661852753 0.9858030187340062 0.03588166004906991 -0.003432294439890651  -0.100024935386406 -0.100024935386406 -0.100024935386406 0.0 0.0 0.0 298.40881659351294 NaN 6.514831387648732 0.0013942764060994037 0.100024935386406 1.384945169219028 3.0090439331940906E-4 0.985030661852753 298.40881659351294
0.9859046907194254 0.9849290800020608 0.03814785219549608 -0.0031411092674804423  -0.10651036985846742 -0.10651036985846742 -0.10651036985846742 0.0 0.0 0.0 298.775444192147 NaN 6.542582226054943 0.0013948646485613214 0.10651036985846742 1.3838661996466555 2.9925543539685123E-4 0.9859046907194254 298.775444192147
0.9867787195861993 0.9840566894340843 0.04041684265707125 -0.0028497171705335438  -0.11299623661957094 -0.11299623661957094 -0.11299623661957094 0.0 0.0 0.0 299.1419109775557 NaN 6.5703272331672915 0.0013954528910233074 0.11299623661957094 1.3827890160905518 2.976215168602492E-4 0.9867787195861993 299.1419109775557
0.9876527484530745 0.9831858429199081 0.04268861532188597 -0.0025581186271044424  -0.11948253491872712 -0.11948253491872712 -0.11948253491872712 0.0 0.0 0.0 299.5082168105862 NaN 6.598066411925195 0.0013960411334853614 0.11948253491872712 1.381713613967403 2.9600244078810346E-4 0.9876527484530745 299.5082168105862
0.9885267773200503 0.9823165363638998 0.04496315419167062 -0.0022663141139256564  -0.1259692640066348 -0.1259692640066348 -0.1259692640066348 0.0 0.0 0.0 299.8743615532665 NaN 6.625799765276349 0.0013966293759474834 0.1259692640066348 1.3806399887098388 2.9439801364918006E-4 0.9885267773200503 299.8743615532665
0.9894008061871269 0.9814487656848994 0.047240443380641865 -0.0019743041064121066  -0.13245642313568243 -0.13245642313568243 -0.13245642313568243 0.0 0.0 0.0 300.2403450688002 NaN 6.653527296176701 0.0013972176184096727 0.13245642313568243 1.3795681357663616 2.928080452300319E-4 0.9894008061871269 300.2403450688002
0.9902748350543036 0.9805825268161549 0.049520467114360145 -0.0016820890786651646  -0.1389440115599358 -0.1389440115599358 -0.1389440115599358 0.0 0.0 0.0 300.60616722156067 NaN 6.681249007590348 0.0013978058608719297 0.1389440115599358 1.3784980506012783 2.912323485643747E-4 0.9902748350543036 300.60616722156067
0.9911488639215802 0.9797178157052594 0.051803209728608524 -0.0013896695034766753  -0.1454320285351404 -0.1454320285351404 -0.1454320285351404 0.0 0.0 0.0 300.97182787708607 NaN 6.708964902489504 0.001398394103334254 0.1454320285351404 1.3774297286946293 2.896707398642534E-4 0.9911488639215802 300.97182787708607
0.9920228927889568 0.9788546283140872 0.054088655668284934 -0.0010970458523330002  -0.1519204733187167 -0.1519204733187167 -0.1519204733187167 0.0 0.0 0.0 301.3373269020739 NaN 6.73667498385444 0.0013989823457966457 0.1519204733187167 1.376363165542123 2.8812303845295533E-4 0.9920228927889568 301.3373269020739
0.9928969216564327 0.9779929606187321 0.056376789486306714 -8.042185954194976E-4  -0.15840934516974678 -0.15840934516974678 -0.15840934516974678 0.0 0.0 0.0 301.7026641643753 NaN 6.764379254673384 0.001399570588259104 0.15840934516974678 1.375298356655065 2.86589066699613E-4 0.9928969216564327 301.7026641643753
0.9937709505240079 0.9771328086094433 0.05866759584253786 -5.111882016238351E-4  -0.16489864334898274 -0.16489864334898274 -0.16489864334898274 0.0 0.0 0.0 302.0678395329902 NaN 6.79207771794251 0.0014001588307216292 0.16489864334898274 1.374235297560289 2.850686499554467E-4 0.9937709505240079 302.0678395329902
0.9946449793916822 0.9762741682905642 0.06096105950272454 -2.179551385406695E-4  -0.17138836711883518 -0.17138836711883518 -0.17138836711883518 0.0 0.0 0.0 302.4328528780619 NaN 6.81977037666586 0.001400747073184221 0.17138836711883518 1.373173983800092 2.835616164916033E-4 0.9946449793916822 302.4328528780619
0.9955190082594549 0.9754170356804711 0.0632571653374464 7.548012752434575E-5  -0.1778785157433656 -0.1778785157433656 -0.1778785157433656 0.0 0.0 0.0 302.79770407087136 NaN 6.847457233855256 0.0014013353156468792 0.1778785157433656 1.3721144109321655 2.8206779743854347E-4 0.9955190082594549 302.79770407087136
0.9963930371273262 0.9745614068115098 0.06555589832108659 3.691171315512111E-4  -0.18436908848829198 -0.18436908848829198 -0.18436908848829198 0.0 0.0 0.0 303.1623929838328 NaN 6.875138292530291 0.0014019235581096035 0.18436908848829198 1.371056574529528 2.8058702672692704E-4 0.9963930371273262 303.1623929838328
0.9972670659952959 0.9737072777299359 0.06785724353081103 6.629554098007277E-4  -0.1908600846209782 -0.1908600846209782 -0.1908600846209782 0.0 0.0 0.0 303.5269194904876 NaN 6.902813555718242 0.0014025118005723944 0.1908600846209782 1.3700004701804591 2.791191410299626E-4 0.9972670659952959 303.5269194904876
0.9981410948633633 0.9728546444958541 0.07016118614556116 9.569944998109768E-4  -0.1973515034104251 -0.1973515034104251 -0.1973515034104251 0.0 0.0 0.0 303.8912834654996 NaN 6.930483026453989 0.0014031000430352507 0.1973515034104251 1.368946093488434 2.776639797071739E-4 0.9981410948633633 303.8912834654996
0.9990151237315286 0.9720035031831562 0.07246771144506683 0.0012512339403933448  -0.20384334412727798 -0.20384334412727798 -0.20384334412727798 0.0 0.0 0.0 304.25548478464987 NaN 6.958146707780007 0.0014036882854981732 0.20384334412727798 1.367893440072055 2.762213847495396E-4 0.9990151237315286 304.25548478464987
0.9998891525997912 0.971153849879462 0.07477680480886433 0.0015456732716284303  -0.2103356060438118 -0.2103356060438118 -0.2103356060438118 0.0 0.0 0.0 304.61952332483133 NaN 6.985804602746267 0.001404276527961161 0.2103356060438118 1.3668425055649895 2.747912007259766E-4 0.9998891525997912 304.61952332483133
1.0007631814681508 0.9703056806860589 0.07708845171533313 0.0018403120348620353  -0.21682828843393162 -0.21682828843393162 -0.21682828843393162 0.0 0.0 0.0 304.9833989640438 NaN 7.01345671441019 0.001404864770424214 0.21682828843393162 1.365793285615902 2.733732747311191E-4 1.0007631814681508 304.9833989640438
1.0016372103366076 0.9694589917178423 0.07940263774074473 0.0021351497727014764  -0.22332139057317102 -0.22332139057317102 -0.22332139057317102 0.0 0.0 0.0 305.34711158138884 NaN 7.041103045836612 0.0014054530128873326 0.22332139057317102 1.3647457758883894 2.719674563343617E-4 1.0016372103366076 305.34711158138884
1.0025112392051607 0.968613779103257 0.0817193485583197 0.002430186029011308  -0.229814911738678 -0.229814911738678 -0.229814911738678 0.0 0.0 0.0 305.71066105706456 NaN 7.068743600097674 0.001406041255350516 0.229814911738678 1.3636999720609184 2.7057359753013423E-4 1.0025112392051607 305.71066105706456
1.0033852680738102 0.9677700389842365 0.08403856993730517 0.002725420348909838  -0.23630885120922304 -0.23630885120922304 -0.23630885120922304 0.0 0.0 0.0 306.07404727236076 NaN 7.096378380272823 0.0014066294978137641 0.23630885120922304 1.362655869826759 2.6919155268936314E-4 1.0033852680738102 306.07404727236076
1.0042592969425563 0.9669277675161456 0.08636028774205877 0.0030208522787650246  -0.24280320826519058 -0.24280320826519058 -0.24280320826519058 0.0 0.0 0.0 306.43727010965387 NaN 7.124007389448734 0.0014072177402770774 0.24280320826519058 1.361613464893921 2.6782117851209867E-4 1.0042592969425563 306.43727010965387
1.0051333258113981 0.9660869608677225 0.0886844879311424 0.003316481366190313  -0.2492979821885654 -0.2492979821885654 -0.2492979821885654 0.0 0.0 0.0 306.8003294524014 NaN 7.151630630719216 0.001407805982740455 0.2492979821885654 1.360572752985093 2.6646233398126975E-4 1.0051333258113981 306.8003294524014
1.0060073546803354 0.9652476152210194 0.09101115655643621 0.003612307160041229  -0.255793172262941 -0.255793172262941 -0.255793172262941 0.0 0.0 0.0 307.1632251851376 NaN 7.1792481071852094 0.0014083942252038969 0.255793172262941 1.359533729837576 2.6511488031753165E-4 1.0060073546803354 307.1632251851376
1.0068813835493684 0.9644097267713447 0.09334027976225885 0.003908329210411302  -0.26228877777351417 -0.26228877777351417 -0.26228877777351417 0.0 0.0 0.0 307.5259571934683 NaN 7.20685982195472 0.0014089824676674033 0.26228877777351417 1.3584963912032206 2.6377868093518296E-4 1.0068813835493684 307.5259571934683
1.0077554124184964 0.9635732917272073 0.09567184378449627 0.004204547068628256  -0.268784798007071 -0.268784798007071 -0.268784798007071 0.0 0.0 0.0 307.88852536406563 NaN 7.234465778142727 0.0014095707101309735 0.268784798007071 1.3574607328483677 2.624536013991212E-4 1.0077554124184964 307.88852536406563
1.0086294412877195 0.9627383063102571 0.09800583494974935 0.004500960287249945  -0.27528123225199347 -0.27528123225199347 -0.27528123225199347 0.0 0.0 0.0 308.25092958466337 NaN 7.262065978871174 0.0014101589525946077 0.27528123225199347 1.3564267505537828 2.611395093828041E-4 1.0086294412877195 308.25092958466337
1.0095034701570373 0.9619047667552297 0.10034223967448616 0.0047975684200609655  -0.28177807979825 -0.28177807979825 -0.28177807979825 0.0 0.0 0.0 308.613169744052 NaN 7.2896604272688865 0.0014107471950583058 0.28177807979825 1.3553944401145943 2.598362746271939E-4 1.0095034701570373 308.613169744052
1.0103774990264491 0.9610726693098898 0.10268104446420626 0.005094371022068407  -0.28827533993738674 -0.28827533993738674 -0.28827533993738674 0.0 0.0 0.0 308.9752457320736 NaN 7.3172491264714985 0.001411335437522067 0.28827533993738674 1.3543637973402365 2.5854376890065904E-4 1.0103774990264491 308.9752457320736
1.0112515278959555 0.9602420102349728 0.10502223591262272 0.0053913676494985446  -0.2947730119625408 -0.2947730119625408 -0.2947730119625408 0.0 0.0 0.0 309.3371574396174 NaN 7.344832079621476 0.0014119236799858919 0.2947730119625408 1.35333481805438 2.572618659597968E-4 1.0112515278959555 309.3371574396174
1.0121255567655556 0.9594127858041321 0.10736580070084055 0.005688557859792419  -0.3012710951684126 -0.3012710951684126 -0.3012710951684126 0.0 0.0 0.0 309.6989047586143 NaN 7.37240928986796 0.00141251192244978 0.3012710951684126 1.3523074980948788 2.5599044151117164E-4 1.0121255567655556 309.6989047586143
1.0129995856352494 0.9585849923038808 0.1097117255965602 0.0059859412116027265  -0.3077695888512799 -0.3077695888512799 -0.3077695888512799 0.0 0.0 0.0 310.06048758203264 NaN 7.39998076036679 0.001413100164913731 0.3077695888512799 1.3512818333137049 2.5472937317392273E-4 1.0129995856352494 310.06048758203264
1.0138736145050367 0.9577586260335371 0.11205999745328174 0.006283517264789718  -0.31426849230898607 -0.31426849230898607 -0.31426849230898607 0.0 0.0 0.0 310.42190580387313 NaN 7.427546494280414 0.001413688407377745 0.31426849230898607 1.3502578195768895 2.5347854044323407E-4 1.0138736145050367 310.42190580387313
1.0147476433749172 0.9569336833051694 0.11441060320952261 0.006581285580417305  -0.3207678048409364 -0.3207678048409364 -0.3207678048409364 0.0 0.0 0.0 310.7831593191639 NaN 7.455106494777849 0.0014142766498418217 0.3207678048409364 1.349235452764463 2.5223782465463526E-4 1.0147476433749172 310.7831593191639
1.0156216722448905 0.9561101604435412 0.11676352988804402 0.0068792457207496474  -0.3272675257480939 -0.3272675257480939 -0.3272675257480939 0.0 0.0 0.0 311.1442480239558 NaN 7.482660765034608 0.001414864892305961 0.3272675257480939 1.3482147287703954 2.5100710894911555E-4 1.0156216722448905 311.1442480239558
1.0164957011149567 0.9552880537860565 0.1191187645950894 0.0071773972492472264  -0.3337676543329787 -0.3337676543329787 -0.3337676543329787 0.0 0.0 0.0 311.50517181531796 NaN 7.510209308232683 0.0014154531347701626 0.3337676543329787 1.3471956435025356 2.4978627823902513E-4 1.0164957011149567 311.50517181531796
1.0173697299851154 0.9544673596827054 0.12147629451962877 0.007475739730563169  -0.34026818989966007 -0.34026818989966007 -0.34026818989966007 0.0 0.0 0.0 311.8659305913326 NaN 7.537752127560459 0.0014160413772344267 0.34026818989966007 1.3461781928825536 2.485752191747487E-4 1.0173697299851154 311.8659305913326
1.0182437588553663 0.9536480744960103 0.1238361069326143 0.007774272730539779  -0.3467691317537524 -0.3467691317537524 -0.3467691317537524 0.0 0.0 0.0 312.2265242510906 NaN 7.56528922621267 0.0014166296196987526 0.3467691317537524 1.3451623728458815 2.4737382011212616E-4 1.0182437588553663 312.2265242510906
1.0191177877257094 0.9528301946009722 0.12619903269686375 0.008282992368899303  -0.35389633389938907 -0.35389633389938907 -0.35389633389938907 0.0 0.0 0.0 312.5869539388355 NaN 7.603660359871507 0.0014171879734214531 0.35389633389938907 1.344164047949488 2.4582873253153176E-4 1.0191177877257094 312.5869539388355
1.019991816596144 0.9520137163850173 0.1285662455957211 0.00887896975925962  -0.3612834800646343 -0.3612834800646343 -0.3612834800646343 0.0 0.0 0.0 312.94722433049225 NaN 7.6465236235837635 0.0014177339321798054 0.3612834800646343 1.343173885824478 2.441553535952754E-4 1.019991816596144 312.94722433049225
1.02086584546667 0.9511986362479432 0.1309380691640707 0.009475114468100296  -0.36867102379084066 -0.36867102379084066 -0.36867102379084066 0.0 0.0 0.0 313.30733532689743 NaN 7.689384174323307 0.0014182798909382146 0.36867102379084066 1.3421852948368789 2.4250136526430594E-4 1.02086584546667 313.30733532689743
1.0217398743372876 0.9503849506018661 0.13331447658066295 0.010071426093571601  -0.3760589644156822 -0.3760589644156822 -0.3760589644156822 0.0 0.0 0.0 313.6672868288281 NaN 7.7322420131940435 0.001418825849696681 0.3760589644156822 1.3411982710981079 2.4086644128224507E-4 1.0217398743372876 313.6672868288281
1.0226139032079962 0.9495726558711695 0.13569544125069347 0.010667904234958751  -0.38344730127828797 -0.38344730127828797 -0.38344730127828797 0.0 0.0 0.0 314.0270787380136 NaN 7.775097141304254 0.0014193718084552043 0.38344730127828797 1.3402128107326572 2.392502626353564E-4 1.0226139032079962 314.0270787380136
1.0234879320787957 0.9487617484924499 0.13808093680285288 0.01126454849267996  -0.390836033719256 -0.390836033719256 -0.390836033719256 0.0 0.0 0.0 314.3867109571323 NaN 7.817949559766672 0.0014199177672137844 0.390836033719256 1.3392289098780352 2.3765251735285308E-4 1.0234879320787957 314.3867109571323
1.0243619609496857 0.9479522249144661 0.1404709370864199 0.011861358468281014  -0.3982251610806331 -0.3982251610806331 -0.3982251610806331 0.0 0.0 0.0 314.74618338980616 NaN 7.860799269698359 0.0014204637259724211 0.3982251610806331 1.338246564684716 2.3607290031378377E-4 1.0243619609496857 314.74618338980616
1.025235989820666 0.9471440815980866 0.1428654161684175 0.012458333764433067  -0.4056146827059238 -0.4056146827059238 -0.4056146827059238 0.0 0.0 0.0 315.105495940597 NaN 7.903646272220752 0.001421009684731114 0.4056146827059238 1.3372657713160807 2.345111130602301E-4 1.025235989820666 315.105495940597
1.0261100186917367 0.9463373150162381 0.14526434833081528 0.013055473984928598  -0.41300459794008143 -0.41300459794008143 -0.41300459794008143 0.0 0.0 0.0 315.4646485150021 NaN 7.9464905684596 0.0014215556434898635 0.41300459794008143 1.3362865259483645 2.3296686361658689E-4 1.0261100186917367 315.4646485150021
1.026984047562897 0.9455319216538549 0.14766770806778243 0.013652778734677105  -0.4203949061294979 -0.4203949061294979 -0.4203949061294979 0.0 0.0 0.0 315.8236410194495 NaN 7.989332159544902 0.001422101602248669 0.4203949061294979 1.3353088247706026 2.3143986631469216E-4 1.026984047562897 315.8236410194495
1.0278580764341472 0.9447278980078267 0.15007547008299618 0.01425024761970276  -0.4277856066220118 -0.4277856066220118 -0.4277856066220118 0.0 0.0 0.0 316.18247336129417 NaN 8.032171046610948 0.0014226475610075306 0.4277856066220118 1.3343326639845756 2.2992984162458272E-4 1.0278580764341472 316.18247336129417
1.0287321053054868 0.9439252405869488 0.15248760928699243 0.014847880247140162  -0.4351766987668969 -0.4351766987668969 -0.4351766987668969 0.0 0.0 0.0 316.5411454488136 NaN 8.075007230796244 0.001423193519766448 0.4351766987668969 1.3333580398047558 2.284365159906729E-4 1.0287321053054868 316.5411454488136
1.0296061341769156 0.943123945911871 0.1549041007945669 0.015445676225230756  -0.44256818191486014 -0.44256818191486014 -0.44256818191486014 0.0 0.0 0.0 316.8996571912034 NaN 8.117840713243494 0.0014237394785254214 0.44256818191486014 1.3323849484582535 2.2695962167314986E-4 1.0296061341769156 316.8996571912034
1.0304801630484335 0.9423240105150475 0.157324919922222 0.016043635163319407  -0.44996005541803763 -0.44996005541803763 -0.44996005541803763 0.0 0.0 0.0 317.2580084985731 NaN 8.160671495099573 0.00142428543728445 0.44996005541803763 1.3314133861847668 2.2549889659439376E-4 1.0304801630484335 317.2580084985731
1.0313541919200402 0.9415254309406871 0.15975004218565866 0.0166417566718512  -0.4573523186299918 -0.4573523186299918 -0.4573523186299918 0.0 0.0 0.0 317.6161992819421 NaN 8.203499577515498 0.0014248313960435342 0.4573523186299918 1.3304433492365224 2.240540841902382E-4 1.0313541919200402 317.6161992819421
1.0322282207917353 0.9407282037447031 0.16217944329731201 0.01724004036236714  -0.4647449709057045 -0.4647449709057045 -0.4647449709057045 0.0 0.0 0.0 317.9742294532352 NaN 8.246324961646392 0.0014253773548026738 0.4647449709057045 1.3294748338782294 2.2262493326589467E-4 1.0322282207917353 317.9742294532352
1.033102249663519 0.9399323254946637 0.16461309916393305 0.017838485847501934  -0.4721380116015818 -0.4721380116015818 -0.4721380116015818 0.0 0.0 0.0 318.33209892527884 NaN 8.289147648651502 0.0014259233135618685 0.4721380116015818 1.3285078363870233 2.2121119785636854E-4 1.033102249663519 318.33209892527884
1.0339762785353903 0.9391377927697435 0.16705098588420517 0.018437092740978798  -0.47953144007543486 -0.47953144007543486 -0.47953144007543486 0.0 0.0 0.0 318.68980761179625 NaN 8.331967639694073 0.0014264692723211182 0.47953144007543486 1.3275423530524146 2.1981263709121022E-4 1.0339762785353903 318.68980761179625
1.0348503074073496 0.9383446021606733 0.16949307974641292 0.019035860657607675  -0.4869252556864945 -0.4869252556864945 -0.4869252556864945 0.0 0.0 0.0 319.04735542740406 NaN 8.374784935941442 0.0014270152310804228 0.4869252556864945 1.3265783801762374 2.1842901506343487E-4 1.0348503074073496 319.04735542740406
1.0357243362793969 0.9375527502696921 0.17193935722614126 0.019634789213280972  -0.49431945779539704 -0.49431945779539704 -0.49431945779539704 0.0 0.0 0.0 319.4047422876078 NaN 8.417599538564936 0.0014275611898397823 0.49431945779539704 1.3256159140725978 2.1706010070247358E-4 1.0357243362793969 319.4047422876078
1.0365983651515311 0.9367622337104992 0.17438979498401594 0.020233878024969558  -0.5017140457641748 -0.5017140457641748 -0.5017140457641748 0.0 0.0 0.0 319.7619681087975 NaN 8.460411448739825 0.001428107148599196 0.5017140457641748 1.3246549510678223 2.1570566765100445E-4 1.0365983651515311 319.7619681087975
1.0374723940237527 0.9359730491082041 0.17684436986348986 0.020833126710720573  -0.5091090189562684 -0.5091090189562684 -0.5091090189562684 0.0 0.0 0.0 320.1190328082441 NaN 8.50322066764537 0.0014286531073586645 0.5091090189562684 1.3236954875004054 2.1436549414552495E-4 1.0374723940237527 320.1190328082441
1.0383464228960615 0.93518519309928 0.17930305888865766 0.02143253488965326  -0.5165043767365132 -0.5165043767365132 -0.5165043767365132 0.0 0.0 0.0 320.4759363040954 NaN 8.546027196464761 0.0014291990661181875 0.5165043767365132 1.3227375197209619 2.1303936290054042E-4 1.0383464228960615 320.4759363040954
1.0392204517684571 0.9343986623315159 0.1817658392621104 0.022032102181955372  -0.5239001184711326 -0.5239001184711326 -0.5239001184711326 0.0 0.0 0.0 320.8326785153713 NaN 8.588831036385056 0.0014297450248777644 0.5239001184711326 1.3217810440921738 2.1172706099623678E-4 1.0392204517684571 320.8326785153713
1.0400944806409391 0.9336134534639685 0.18423268836282783 0.02263182820888025  -0.5312962435277394 -0.5312962435277394 -0.5312962435277394 0.0 0.0 0.0 321.1892593619605 NaN 8.631632188597182 0.0014302909836373956 0.5312962435277394 1.320826056988741 2.104283797695158E-4 1.0400944806409391 321.1892593619605
1.0409685095135077 0.932829563166915 0.18670358374410673 0.02323171259274345  -0.5386927512753359 -0.5386927512753359 -0.5386927512753359 0.0 0.0 0.0 321.54567876461635 NaN 8.674430654295946 0.0014308369423970807 0.5386927512753359 1.3198725547973307 2.0914311470827645E-4 1.0409685095135077 321.54567876461635
1.0418425383861623 0.9320469881218064 0.18917850313151732 0.023831754956918597  -0.5460896410842988 -0.5460896410842988 -0.5460896410842988 0.0 0.0 0.0 321.90193664495223 NaN 8.717226434679931 0.0014313829011568194 0.5460896410842988 1.3189205339165282 2.078710653488338E-4 1.0418425383861623 321.90193664495223
1.0427165672589027 0.9312657250212202 0.19165742442090217 0.024431954925835216  -0.5534869123263881 -0.5534869123263881 -0.5534869123263881 0.0 0.0 0.0 322.2580329254385 NaN 8.760019530951542 0.001431928859916612 0.5534869123263881 1.3179699907567866 2.0661203517636007E-4 1.0427165672589027 322.2580329254385
1.0435905961317287 0.9304857705688144 0.19414032567640047 0.02503231212497417  -0.5608845643747342 -0.5608845643747342 -0.5608845643747342 0.0 0.0 0.0 322.61396752939766 NaN 8.802809944316927 0.0014324748186764578 0.5608845643747342 1.317020921740379 2.0536583152825245E-4 1.0435905961317287 322.61396752939766
1.04446462500464 0.9297071214792804 0.1966271851285103 0.025632826180865393  -0.5682825966038412 -0.5682825966038412 -0.5682825966038412 0.0 0.0 0.0 322.9697403810011 NaN 8.845597675985998 0.0014330207774363572 0.5682825966038412 1.3160733233013464 2.041322655003205E-4 1.04446462500464 322.9697403810011
1.045338653877637 0.928929774478297 0.19911798117217872 0.02623349672108406  -0.5756810083895807 -0.5756810083895807 -0.5756810083895807 0.0 0.0 0.0 323.3253514052648 NaN 8.88838272717238 0.0014335667361963097 0.5756810083895807 1.315127191885453 2.0291115185570415E-4 1.045338653877637 323.3253514052648
1.0462126827507188 0.9281537263024857 0.20161269236492194 0.026834323374246637  -0.5830797991091815 -0.5830797991091815 -0.5830797991091815 0.0 0.0 0.0 323.6808005280452 NaN 8.931165099093349 0.0014341126949563153 0.5830797991091815 1.3141825239501344 2.0170230893642595E-4 1.0462126827507188 323.6808005280452
1.0470867116238853 0.9273789736993633 0.20411129742498166 0.027435305770008914  -0.5904789681412381 -0.5904789681412381 -0.5904789681412381 0.0 0.0 0.0 324.03608767603583 NaN 8.973944792969885 0.0014346586537163741 0.5904789681412381 1.3132393159644504 2.0050555857748843E-4 1.0470867116238853 324.03608767603583
1.047960740497137 0.926605513427297 0.20661377522950586 0.028036443539061942  -0.5978785148657025 -0.5978785148657025 -0.5978785148657025 0.0 0.0 0.0 324.39121277676315 NaN 9.01672181002661 0.0014352046124764858 0.5978785148657025 1.3122975644090369 1.9932072602343515E-4 1.047960740497137 324.39121277676315
