# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
18.321161459157434 0.3976378178654241 NaN 6.887065135870351  -388.1169611168479 -388.1169611168479 -388.1169611168479 0.0 0.0 0.0 1153.3253935564865 4.2828498887197115E-4 95.94857606938645 2.181440010269349E-4 388.1169611168479 1.2754861877533918 1.5828053092587504E-7 18.321161459157434 1153.3253935564865
18.327718782374387 0.39749555031287226 NaN 6.89465888948736  -388.5716322811721 -388.5716322811721 -388.5716322811721 0.0 0.0 0.0 1153.851873869579 4.282848569741903E-4 95.96557263578596 2.181392510573104E-4 388.5716322811721 1.275248490000443 1.581629526917858E-7 18.327718782374387 1153.851873869579
18.334276105591393 0.3973533845253761 NaN 6.902252628015033  -389.02630401325325 -389.02630401325325 -389.02630401325325 0.0 0.0 0.0 1154.3783079365858 4.282846217268585E-4 95.98254914272299 2.181345010876859E-4 389.02630401325325 1.2750109717933864 1.580455367090655E-7 18.334276105591393 1154.3783079365858
18.340833428808452 0.39721132039378476 NaN 6.9098463514532895  -389.48097631296804 -389.48097631296804 -389.48097631296804 0.0 0.0 0.0 1154.9046957541275 4.282842832831219E-4 95.99950562095256 2.1812975111806134E-4 389.48097631296804 1.2747736329402677 1.579282826482847E-7 18.340833428808452 1154.9046957541275
18.347390752025557 0.39706935780910346 NaN 6.917440059802054  -389.9356491801933 -389.9356491801933 -389.9356491801933 0.0 0.0 0.0 1155.4310373188607 4.282838417958322E-4 96.01644210117276 2.1812500114843676E-4 389.9356491801933 1.2745364732494058 1.578111901808998E-7 18.347390752025557 1155.4310373188607
18.353948075242716 0.39692749666249294 NaN 6.925035622679482  -390.39049583784714 -390.39049583784714 -390.39049583784714 0.0 0.0 0.0 1155.9573326274788 4.2828332541816556E-4 96.28474474984222 2.1812025112428915E-4 390.39049583784714 1.274299494213141 1.5728254127377097E-7 18.353948075242716 1155.9573326274788
18.36050539845992 0.3967857368452697 NaN 6.932647091603308  -390.846818180823 -390.846818180823 -390.846818180823 0.0 0.0 0.0 1156.4835816807129 4.2828294474758923E-4 96.30175604536963 2.181155006358396E-4 390.846818180823 1.2740627082895368 1.5716596244410378E-7 18.36050539845992 1156.4835816807129
18.367062721677176 0.39664407824890524 NaN 6.940258545438379  -391.3031410910301 -391.3031410910301 -391.3031410910301 0.0 0.0 0.0 1157.009784477942 4.282824614910857E-4 96.31874731085635 2.1811075014739E-4 391.3031410910301 1.2738261009450886 1.570495441329864E-7 18.367062721677176 1157.009784477942
18.37362004489448 0.396502520765026 NaN 6.947869984184656  -391.75946456834623 -391.75946456834623 -391.75946456834623 0.0 0.0 0.0 1157.5359410159667 4.2828187580032796E-4 96.33571857695321 2.1810599965894036E-4 391.75946456834623 1.2735896719892188 1.5693328601522647E-7 18.37362004489448 1157.5359410159667
18.380177368111838 0.3963610642854131 NaN 6.955481407842112  -392.2157886126497 -392.2157886126497 -392.2157886126497 0.0 0.0 0.0 1158.0620512916228 4.2828118782669357E-4 96.35266987425439 2.1810124917049067E-4 392.2157886126497 1.2733534212316215 1.5681718776650395E-7 18.380177368111838 1158.0620512916228
18.386734691329245 0.3962197087020022 NaN 6.963092816410722  -392.67211322381837 -392.67211322381837 -392.67211322381837 0.0 0.0 0.0 1158.5881153017815 4.2828039772127644E-4 96.36960123329729 2.1809649868204095E-4 392.67211322381837 1.2731173484822642 1.5670124906336913E-7 18.386734691329245 1158.5881153017815
18.393292014546702 0.3960784539068828 NaN 6.970718530682719  -393.1297757267187 -393.1297757267187 -393.1297757267187 0.0 0.0 0.0 1159.1141330451449 4.282797172880048E-4 96.63889530765088 2.180917477441108E-4 393.1297757267187 1.2728814649418245 1.5617653126215453E-7 18.393292014546702 1159.1141330451449
18.399849337764206 0.3959372997922985 NaN 6.978347624697106  -393.5877558173054 -393.5877558173054 -393.5877558173054 0.0 0.0 0.0 1159.6401045226826 4.2827898519851726E-4 96.65590156104216 2.1808699669962855E-4 393.5877558173054 1.2726457617230211 1.5606110021836991E-7 18.399849337764206 1159.6401045226826
18.40640666098176 0.39579624625064624 NaN 6.985976703623311  -394.04573647446796 -394.04573647446796 -394.04573647446796 0.0 0.0 0.0 1160.166029731373 4.28278151429409E-4 96.67288784394268 2.180822456551463E-4 394.04573647446796 1.2724102359356704 1.5594582766172185E-7 18.40640666098176 1160.166029731373
18.412963984199365 0.39565529317447623 NaN 6.993605836240338  -394.50371870288615 -394.50371870288615 -394.50371870288615 0.0 0.0 0.0 1160.691908668229 4.2827805863159744E-4 96.6742426831753 2.184099069614975E-4 394.50371870288615 1.2714462312414319 1.5600404181516994E-7 18.412963984199365 1160.691908668229
18.419521307417018 0.39551444045649187 NaN 7.001234994060372  -394.96170150893374 -394.96170150893374 -394.96170150893374 0.0 0.0 0.0 1161.2174401386071 4.282791045712392E-4 96.69118544675453 2.184052360813372E-4 394.96170150893374 1.2712114583717822 1.5588905366579202E-7 18.419521307417018 1161.2174401386071
18.42607863063472 0.3953736879895492 NaN 7.008873162878476  -395.4205344217937 -395.4205344217937 -395.4205344217937 0.0 0.0 0.0 1161.7429253306689 4.282801788727736E-4 96.96137714510985 2.1840056561347733E-4 395.4205344217937 1.2709768694237118 1.5536733284343928E-7 18.42607863063472 1161.7429253306689
18.43263595385247 0.39523303566665674 NaN 7.016519931582781  -395.88017874700364 -395.88017874700364 -395.88017874700364 0.0 0.0 0.0 1162.2683642475527 4.28281275694759E-4 96.97839496275155 2.1839589553913848E-4 395.88017874700364 1.2707424638589346 1.5525284846446787E-7 18.43263595385247 1162.2683642475527
18.439193277070267 0.3950924833809751 NaN 7.024166685272758  -396.33982364163876 -396.33982364163876 -396.33982364163876 0.0 0.0 0.0 1162.7937568864356 4.282822695602237E-4 96.99539285149929 2.1839122546479963E-4 396.33982364163876 1.270508234321112 1.5513852087500537E-7 18.439193277070267 1162.7937568864356
18.445750600288115 0.3949520310258169 NaN 7.031813423948442  -396.79946910557817 -396.79946910557817 -396.79946910557817 0.0 0.0 0.0 1163.3191032445284 4.2828316062055945E-4 97.01237084170427 2.1838655539046072E-4 396.79946910557817 1.270274180623112 1.5502434975910298E-7 18.445750600288115 1163.3191032445284
18.452307923506012 0.3948116784946464 NaN 7.039460147609884  -397.2591151387014 -397.2591151387014 -397.2591151387014 0.0 0.0 0.0 1163.844403319076 4.282839490268749E-4 97.02932896366164 2.183818853161218E-4 397.2591151387014 1.270040302578069 1.5491033480165564E-7 18.452307923506012 1163.844403319076
18.458865246723956 0.3946714256810793 NaN 7.047110631918918  -397.7191199158778 -397.7191199158778 -397.7191199158778 0.0 0.0 0.0 1164.3696571073583 4.282846892490834E-4 97.30042667892376 2.1837721540412204E-4 397.7191199158778 1.2698066027476558 1.543921306932922E-7 18.458865246723956 1164.3696571073583
18.465422569941953 0.3945312724788823 NaN 7.054774892182875  -398.18043353065497 -398.18043353065497 -398.18043353065497 0.0 0.0 0.0 1164.8948646104702 4.282855255255041E-4 97.31745999775 2.1837254608508177E-4 398.18043353065497 1.2695730882294947 1.5427861438491933E-7 18.465422569941953 1164.8948646104702
18.471979893159997 0.3943912187819731 NaN 7.062439137434719  -398.64174771435455 -398.64174771435455 -398.64174771435455 0.0 0.0 0.0 1165.420025827267 4.2828625960121384E-4 97.33447341567644 2.1836787676604143E-4 398.64174771435455 1.269339748795255 1.5416525320190594E-7 18.471979893159997 1165.420025827267
18.47853721637809 0.39425126448441977 NaN 7.0701033676745295  -399.10306246685695 -399.10306246685695 -399.10306246685695 0.0 0.0 0.0 1165.9451407551308 4.282868916261591E-4 97.35146696295357 2.1836320744700113E-4 399.10306246685695 1.26910658425914 1.5405204683233866E-7 18.47853721637809 1165.9451407551308
18.485094539596236 0.39411140948044077 NaN 7.077767582902395  -399.56437778804263 -399.56437778804263 -399.56437778804263 0.0 0.0 0.0 1166.4702093914777 4.2828742175000017E-4 97.36844066977585 2.1835853812796074E-4 399.56437778804263 1.2688735944356184 1.5393899496513535E-7 18.485094539596236 1166.4702093914777
18.49165186281443 0.3939716536644048 NaN 7.085431783118399  -400.0256936777914 -400.0256936777914 -400.0256936777914 0.0 0.0 0.0 1166.995231733757 4.282878501221086E-4 97.38539456628234 2.1835386880892033E-4 400.0256936777914 1.2686407791394214 1.5382609729004197E-7 18.49165186281443 1166.995231733757
18.498209186032668 0.39383199693083015 NaN 7.093112030442221  -400.4885458846239 -400.4885458846239 -400.4885458846239 0.0 0.0 0.0 1167.5202077813349 4.282884048300766E-4 97.65749813389826 2.1834920013746035E-4 400.4885458846239 1.2684081481731253 1.533117172635479E-7 18.498209186032668 1167.5202077813349
18.504766509250956 0.3936924391743846 NaN 7.100793693397214  -400.95153544786496 -400.95153544786496 -400.95153544786496 0.0 0.0 0.0 1168.045137534349 4.2828887838797003E-4 97.67452730679717 2.1834453152367987E-4 400.95153544786496 1.2681756922456986 1.5319931246931132E-7 18.504766509250956 1168.045137534349
18.511323832469294 0.3935529802898853 NaN 7.108475341342392  -401.41452557939823 -401.41452557939823 -401.41452557939823 0.0 0.0 0.0 1168.57002099035 4.2828925064205165E-4 97.69153663653228 2.1833986290989936E-4 401.41452557939823 1.2679434102827274 1.5308706084973986E-7 18.511323832469294 1168.57002099035
18.51788115568768 0.39341362017229825 NaN 7.116156974277874  -401.8775162791044 -401.8775162791044 -401.8775162791044 0.0 0.0 0.0 1169.0948581469222 4.282895217405507E-4 97.70852615319846 2.183351942961188E-4 401.8775162791044 1.2677113021000015 1.5297496209771348E-7 18.51788115568768 1169.0948581469222
18.524438478906113 0.39327435871673827 NaN 7.123838592203788  -402.34050754686507 -402.34050754686507 -402.34050754686507 0.0 0.0 0.0 1169.6196490016837 4.2828969183141414E-4 97.72549588683565 2.1833052568233821E-4 402.34050754686507 1.267479367513569 1.5286301590692692E-7 18.524438478906113 1169.6196490016837
18.530995802124593 0.3931351958184686 NaN 7.131531021160785  -402.8045426638417 -402.8045426638417 -402.8045426638417 0.0 0.0 0.0 1170.1443935527361 4.282899125823997E-4 97.99851498317182 2.1832585747616614E-4 402.8045426638417 1.2672476119048333 1.5235208554716494E-7 18.530995802124593 1170.1443935527361
18.537553125343127 0.3929961313729006 NaN 7.139230028373481  -403.26921372675275 -403.26921372675275 -403.26921372675275 0.0 0.0 0.0 1170.6690918010222 4.2829012490053377E-4 98.01556013531265 2.1832118951823528E-4 403.26921372675275 1.2670160329086375 1.52240627249407E-7 18.537553125343127 1170.6690918010222
18.544110448561707 0.3928571652755938 NaN 7.1469290205785345  -403.7338853574358 -403.7338853574358 -403.7338853574358 0.0 0.0 0.0 1171.1937437442598 4.282902366544796E-4 98.03258547136976 2.1831652156030444E-4 403.7338853574358 1.2667846269511964 1.5212932050854386E-7 18.544110448561707 1171.1937437442598
18.550667771780333 0.3927182974222551 NaN 7.154627997776103  -404.1985575557727 -404.1985575557727 -404.1985575557727 0.0 0.0 0.0 1171.7183493802 4.282902479910579E-4 98.0495910213397 2.1831185360237352E-4 404.1985575557727 1.266553393849607 1.5201816502135663E-7 18.550667771780333 1171.7183493802
18.557225094999012 0.392579527708739 NaN 7.16232695996636  -404.663230321646 -404.663230321646 -404.663230321646 0.0 0.0 0.0 1172.2429087066273 4.282901590568103E-4 98.06657681516386 2.183071856444426E-4 404.663230321646 1.266322333421223 1.5190716048543014E-7 18.557225094999012 1172.2429087066273
18.563782418217734 0.3924408560310472 NaN 7.1700315408361135  -405.1284508451276 -405.1284508451276 -405.1284508451276 0.0 0.0 0.0 1172.767421721359 4.2829004774962365E-4 98.34051617702303 2.183025178836061E-4 405.1284508451276 1.266091447761705 1.5139964855571398E-7 18.563782418217734 1172.767421721359
18.570339741436506 0.39230228228532815 NaN 7.177747819271424  -405.594809557668 -405.594809557668 -405.594809557668 0.0 0.0 0.0 1173.291888424642 4.282899981121746E-4 98.35757753118365 2.182978505325338E-4 405.594809557668 1.265860739143111 1.5128912698557467E-7 18.570339741436506 1173.291888424642
18.576897064655327 0.39216380636787684 NaN 7.185464082701228  -406.0611688374513 -406.0611688374513 -406.0611688374513 0.0 0.0 0.0 1173.8163088148688 4.282898486429242E-4 98.37461909593786 2.1829318318146142E-4 406.0611688374513 1.2656302026454815 1.5117875537525335E-7 18.576897064655327 1173.8163088148688
18.583454387874195 0.39202542817513497 NaN 7.193180331125713  -406.52752868436005 -406.52752868436005 -406.52752868436005 0.0 0.0 0.0 1174.3406828899554 4.282895994872987E-4 98.39164090118453 2.1828851583038906E-4 406.52752868436005 1.2653998380872056 1.5106853342537377E-7 18.583454387874195 1174.3406828899554
18.590011711093112 0.39188714760369 NaN 7.200896564545086  -406.9938890982771 -406.9938890982771 -406.9938890982771 0.0 0.0 0.0 1174.8650106478506 4.2828925079044884E-4 98.40864297676794 2.1828384847931664E-4 406.9938890982771 1.2651696452869303 1.509584608373512E-7 18.590011711093112 1174.8650106478506
18.596569034312076 0.39174896455027547 NaN 7.208613267651956  -407.4602975278663 -407.4602975278663 -407.4602975278663 0.0 0.0 0.0 1175.3892920865358 4.2828880929244553E-4 98.6835073668667 2.1827918114391642E-4 407.4602975278663 1.264939624205443 1.5045433646892708E-7 18.596569034312076 1175.3892920865358
18.60312635753109 0.39161087891177043 NaN 7.216346744682304  -407.92835007000986 -407.92835007000986 -407.92835007000986 0.0 0.0 0.0 1175.9135272051317 4.28288496989725E-4 98.70058514434172 2.1827451435137615E-4 407.92835007000986 1.2647097794323872 1.5034474197929773E-7 18.60312635753109 1175.9135272051317
18.60968368075015 0.3914728905851993 NaN 7.224080206709224  -408.39640317885716 -408.39640317885716 -408.39640317885716 0.0 0.0 0.0 1176.4377160026738 4.2828808558043426E-4 98.71764315868705 2.1826984755883585E-4 408.39640317885716 1.2644801058703532 1.5023529587279178E-7 18.60968368075015 1176.4377160026738
18.616241003969257 0.39133499946773154 NaN 7.2318136537329485  -408.864456854292 -408.864456854292 -408.864456854292 0.0 0.0 0.0 1176.9618584772415 4.282875752086229E-4 98.7346814397051 2.1826518076629553E-4 408.864456854292 1.264250603339013 1.5012599785381746E-7 18.616241003969257 1176.9618584772415
18.622798327188413 0.3911972054566816 NaN 7.239547085753709  -409.3325110961977 -409.3325110961977 -409.3325110961977 0.0 0.0 0.0 1177.485954626946 4.282869660180642E-4 98.75170001714378 2.1826051397375515E-4 409.3325110961977 1.2640212716582933 1.5001684762756302E-7 18.622798327188413 1177.485954626946
18.629355650407618 0.3910595084495082 NaN 7.247280502771755  -409.8005659044584 -409.8005659044584 -409.8005659044584 0.0 0.0 0.0 1178.0100044499313 4.28286258152263E-4 98.7686989206967 2.1825584718121474E-4 409.8005659044584 1.2637921106483716 1.4990784489999383E-7 18.629355650407618 1178.0100044499313
18.635912973626866 0.39092190834381485 NaN 7.2550264848698065  -410.26986251662 -410.26986251662 -410.26986251662 0.0 0.0 0.0 1178.5340079446682 4.2828562049412286E-4 99.04458864472988 2.1825118076210996E-4 410.26986251662 1.2635631223809 1.4940740337803513E-7 18.635912973626866 1178.5340079446682
18.642470296846163 0.3907844050373486 NaN 7.262777073270846  -410.739615664691 -410.739615664691 -410.739615664691 0.0 0.0 0.0 1179.0579651103465 4.282849464341672E-4 99.06166332804908 2.182465144801871E-4 410.739615664691 1.2633343052496975 1.4929887326792368E-7 18.642470296846163 1179.0579651103465
18.64902762006551 0.39064699842800066 NaN 7.270527646670756  -411.2093693788016 -411.2093693788016 -411.2093693788016 0.0 0.0 0.0 1179.5818759452065 4.282841741284876E-4 99.07871830382405 2.1824184819826413E-4 411.2093693788016 1.2631056582483093 1.4919048969245357E-7 18.64902762006551 1179.5818759452065
18.655584943284904 0.3905096884138056 NaN 7.278278205069803  -411.67912365883615 -411.67912365883615 -411.67912365883615 0.0 0.0 0.0 1180.1057404475202 4.282833037195013E-4 99.09575360170741 2.1823718191634118E-4 411.67912365883615 1.2628771811979271 1.490822523605289E-7 18.655584943284904 1180.1057404475202
18.662142266504343 0.39037247489294163 NaN 7.286028748468269  -412.1488785046791 -412.1488785046791 -412.1488785046791 0.0 0.0 0.0 1180.629558615592 4.2828233534935786E-4 99.11276925129772 2.182325156344182E-4 412.1488785046791 1.2626488739199955 1.489741609818199E-7 18.662142266504343 1180.629558615592
18.668699589723833 0.3902353577637296 NaN 7.2937867217592425  -412.61937427448134 -412.61937427448134 -412.61937427448134 0.0 0.0 0.0 1181.153330447758 4.282813675809929E-4 99.38959372258664 2.1822784955383498E-4 412.61937427448134 1.2624207367077844 1.4847704316159547E-7 18.668699589723833 1181.153330447758
18.675256912943368 0.3900983369246334 NaN 7.301554364713213  -413.0908337023162 -413.0908337023162 -413.0908337023162 0.0 0.0 0.0 1181.6770559428066 4.282804301659705E-4 99.40668529280794 2.182231837351639E-4 413.0908337023162 1.2621927695239434 1.4836941965826168E-7 18.675256912943368 1181.6770559428066
18.68181423616295 0.38996141227425957 NaN 7.309321992668061  -413.5622936956326 -413.5622936956326 -413.5622936956326 0.0 0.0 0.0 1182.200735099167 4.28279395215048E-4 99.42375718087311 2.1821851791649282E-4 413.5622936956326 1.2619649715767587 1.4826194115639942E-7 18.68181423616295 1182.200735099167
18.688371559382585 0.3898245837113566 NaN 7.317089605624103  -414.0337542543165 -414.0337542543165 -414.0337542543165 0.0 0.0 0.0 1182.7243679152707 4.2827826286930215E-4 99.44080941634063 2.182138520978217E-4 414.0337542543165 1.2617373426886767 1.481546073685725E-7 18.688371559382585 1182.7243679152707
18.69492888260226 0.3896878511348155 NaN 7.324857203581632  -414.50521537825205 -414.50521537825205 -414.50521537825205 0.0 0.0 0.0 1183.2479543895795 4.2827703326953873E-4 99.4578420287149 2.1820918627915055E-4 414.50521537825205 1.2615098826823927 1.4804741800810016E-7 18.69492888260226 1183.2479543895795
18.701486205821986 0.38955121444366864 NaN 7.332627165773972  -414.9769132553829 -414.9769132553829 -414.9769132553829 0.0 0.0 0.0 1183.7714945205887 4.282760529285592E-4 99.71981972268225 2.1855411931333762E-4 414.9769132553829 1.2605711545459901 1.4773001963413167E-7 18.701486205821986 1183.7714945205887
18.708043529041756 0.38941467353709036 NaN 7.34041191037644  -415.4500865091803 -415.4500865091803 -415.4500865091803 0.0 0.0 0.0 1184.2946930086373 4.2827694759289695E-4 99.73692427595233 2.1854952417747992E-4 415.4500865091803 1.2603443912501637 1.476232476649491E-7 18.708043529041756 1184.2946930086373
18.714600852261572 0.38927822831439607 NaN 7.348196640040088  -415.9232603308948 -415.9232603308948 -415.9232603308948 0.0 0.0 0.0 1184.817845142214 4.282777434049703E-4 99.75400918456634 2.1854492904162218E-4 415.9232603308948 1.2601177959047196 1.4751661919843055E-7 18.714600852261572 1184.817845142214
18.72115817548144 0.3891418786750422 NaN 7.3559813547652615  -416.3964347204121 -416.3964347204121 -416.3964347204121 0.0 0.0 0.0 1185.3409509199341 4.282784405073838E-4 99.77107447795453 2.1854033390576437E-4 416.3964347204121 1.259891368333748 1.4741013395079115E-7 18.72115817548144 1185.3409509199341
18.72771549870135 0.3890056245186261 NaN 7.363766054552296  -416.8696096776179 -416.8696096776179 -416.8696096776179 0.0 0.0 0.0 1185.864010340443 4.2827903904247037E-4 99.78812018549384 2.1853573876990656E-4 416.8696096776179 1.259665108361585 1.473037916389893E-7 18.72771549870135 1185.864010340443
18.73427282192131 0.38886946574488573 NaN 7.371550739401545  -417.34278520239803 -417.34278520239803 -417.34278520239803 0.0 0.0 0.0 1186.3870234024175 4.282795391522984E-4 99.80514633650765 2.185311436340487E-4 417.34278520239803 1.2594390158128128 1.4719759198072457E-7 18.73427282192131 1186.3870234024175
18.740830145141317 0.38873340225369923 NaN 7.379349698606783  -417.81740479380426 -417.81740479380426 -417.81740479380426 0.0 0.0 0.0 1186.9099901041477 4.2828012437798465E-4 100.08394651134941 2.1852654880952232E-4 417.81740479380426 1.2592130880301944 1.4670678144910882E-7 18.740830145141317 1186.9099901041477
18.74738746836137 0.388597433945085 NaN 7.387151340668803  -418.2922974826797 -418.2922974826797 -418.2922974826797 0.0 0.0 0.0 1187.4329104435647 4.2828064608719705E-4 100.10104876018556 2.185219540437747E-4 418.2922974826797 1.2589873268533747 1.4660103984947678E-7 18.74738746836137 1187.4329104435647
18.75394479158147 0.3884615607192011 NaN 7.394952967794245  -418.7671907387785 -418.7671907387785 -418.7671907387785 0.0 0.0 0.0 1187.9557844194376 4.2828106979573004E-4 100.11813141824746 2.185173592780271E-4 418.7671907387785 1.2587617325763756 1.464954399777817E-7 18.75394479158147 1187.9557844194376
18.76050211480162 0.38832578247634536 NaN 7.402754579983489  -419.24208456198744 -419.24208456198744 -419.24208456198744 0.0 0.0 0.0 1188.478612030567 4.282813956445825E-4 100.13519451482 2.1851276451227944E-4 419.24208456198744 1.2585363050247582 1.4638998155452114E-7 18.76050211480162 1188.478612030567
18.767059438021814 0.3881900991169549 NaN 7.410556177236912  -419.7169789521928 -419.7169789521928 -419.7169789521928 0.0 0.0 0.0 1189.0013932757834 4.282816237744921E-4 100.15223807913499 2.1850816974653173E-4 419.7169789521928 1.258311044024327 1.462846643009231E-7 18.767059438021814 1189.0013932757834
18.773616761242053 0.3880545105416058 NaN 7.41836697000263  -420.19281168034786 -420.19281168034786 -420.19281168034786 0.0 0.0 0.0 1189.5241281538563 4.2828187077197365E-4 100.43198773813636 2.1850357515734974E-4 420.19281168034786 1.258085946681443 1.4579708872494301E-7 18.773616761242053 1189.5241281538563
18.78017408446234 0.3879190166510131 NaN 7.42618545383033  -420.66942956916387 -420.66942956916387 -420.66942956916387 0.0 0.0 0.0 1190.046816661695 4.2828211775648104E-4 100.44910754012257 2.1849898071589285E-4 420.66942956916387 1.2578610132686754 1.456922249637305E-7 18.78017408446234 1190.046816661695
18.786731407682673 0.38778361734603056 NaN 7.434003922723287  -421.14604802461315 -421.14604802461315 -421.14604802461315 0.0 0.0 0.0 1190.569458798221 4.2828226744243646E-4 100.46620777539937 2.184943862744359E-4 421.14604802461315 1.2576362458886061 1.4558750145830897E-7 18.786731407682673 1190.569458798221
18.79328873090305 0.3876483125276502 NaN 7.441822376681914  -421.62266704658344 -421.62266704658344 -421.62266704658344 0.0 0.0 0.0 1191.0920545623876 4.282823199695223E-4 100.4832884731606 2.1848979183297895E-4 421.62266704658344 1.2574116443680066 1.4548291793266242E-7 18.79328873090305 1191.0920545623876
18.799846054123478 0.387513102097002 NaN 7.44964081570663  -422.09928663496237 -422.09928663496237 -422.09928663496237 0.0 0.0 0.0 1191.6146039531784 4.282822754771578E-4 100.50034966254734 2.1848519739152194E-4 422.09928663496237 1.2571872085338918 1.4537847411149444E-7 18.799846054123478 1191.6146039531784
18.806403377343948 0.38737798595535433 NaN 7.457463413418456  -422.5763350805017 -422.5763350805017 -422.5763350805017 0.0 0.0 0.0 1192.1371069696065 4.282821860717525E-4 100.78105372787134 2.1848060301918112E-4 422.5763350805017 1.2569629364647745 1.4489410477725322E-7 18.806403377343948 1192.1371069696065
18.812960700564467 0.3872429640041126 NaN 7.465298668769872  -423.0546845331687 -423.0546845331687 -423.0546845331687 0.0 0.0 0.0 1192.6595636085226 4.28282157715357E-4 100.79819129447709 2.1847600885670118E-4 423.0546845331687 1.256738824429642 1.4479010993651418E-7 18.812960700564467 1192.6595636085226
18.81951802378503 0.38710803614482026 NaN 7.473133909188314  -423.53303455186887 -423.53303455186887 -423.53303455186887 0.0 0.0 0.0 1193.1819738682595 4.282820327557617E-4 100.81530931805372 2.1847141469422119E-4 423.53303455186887 1.2565148775675576 1.4468625389793822E-7 18.81951802378503 1193.1819738682595
18.82607534700564 0.3869732022791574 NaN 7.480969134674231  -424.01138513649056 -424.01138513649056 -424.01138513649056 0.0 0.0 0.0 1193.7043377479217 4.282818113313454E-4 100.83240782770503 2.1846682053174116E-4 424.01138513649056 1.2562910957064946 1.4458253638894393E-7 18.82607534700564 1193.7043377479217
18.8326326702263 0.38683846230894126 NaN 7.488804345228068  -424.48973628692187 -424.48973628692187 -424.48973628692187 0.0 0.0 0.0 1194.2266552466426 4.282814935802313E-4 100.84948685248214 2.1846222636926114E-4 424.48973628692187 1.2560674786746644 1.4447895713765906E-7 18.8326326702263 1194.2266552466426
18.839189993447 0.3867038161361259 NaN 7.496639540850282  -424.96808800305087 -424.96808800305087 -424.96808800305087 0.0 0.0 0.0 1194.7489263635862 4.282810796402854E-4 100.86654642138393 2.184576322067811E-4 424.96808800305087 1.2558440263005197 1.443755158729182E-7 18.839189993447 1194.7489263635862
18.84574731666775 0.3865692636628016 NaN 7.50449067633569  -425.44809044559986 -425.44809044559986 -425.44809044559986 0.0 0.0 0.0 1195.2711510962326 4.2828076526012606E-4 101.1483058148525 2.1845303826696164E-4 425.44809044559986 1.255620729722538 1.4389463093375455E-7 18.84574731666775 1195.2711510962326
18.852304639888548 0.3864348047911951 NaN 7.51234261842559  -425.9281784227728 -425.9281784227728 -425.9281784227728 0.0 0.0 0.0 1195.7933294417185 4.2828036503773324E-4 101.16544183637555 2.1844844433860724E-4 425.9281784227728 1.2553975970177687 1.4379163357123144E-7 18.852304639888548 1195.7933294417185
18.858861963109387 0.38630043942366893 NaN 7.520194545584688  -426.4082669652565 -426.4082669652565 -426.4082669652565 0.0 0.0 0.0 1196.3154613992963 4.282798690378879E-4 101.18255836718188 2.1844385041025287E-4 426.4082669652565 1.2551746284629794 1.436887733062909E-7 18.858861963109387 1196.3154613992963
18.865419286330273 0.3861661674627215 NaN 7.52804645781347  -426.88835607294004 -426.88835607294004 -426.88835607294004 0.0 0.0 0.0 1196.8375469682494 4.282792773974308E-4 101.19965543623381 2.1843925648189845E-4 426.88835607294004 1.2549518238875692 1.4358604987043397E-7 18.865419286330273 1196.8375469682494
18.871976609551204 0.3860319888109866 NaN 7.5358983551124235  -427.3684457457127 -427.3684457457127 -427.3684457457127 0.0 0.0 0.0 1197.3595861478905 4.28278590252943E-4 101.21673307244149 2.18434662553544E-4 427.3684457457127 1.2547291831211733 1.434834629958581E-7 18.871976609551204 1197.3595861478905
18.878533932772182 0.3858979033712335 NaN 7.543761168968691  -427.84967550617125 -427.84967550617125 -427.84967550617125 0.0 0.0 0.0 1197.8815789368405 4.282779396813172E-4 101.49945691476356 2.184300687493743E-4 427.84967550617125 1.2545066986412765 1.4300572488077242E-7 18.878533932772182 1197.8815789368405
18.885091255993206 0.3857639110463662 NaN 7.551629743261323  -428.3315078685529 -428.3315078685529 -428.3315078685529 0.0 0.0 0.0 1198.4035253305165 4.2827726358460723E-4 101.51661114246133 2.184254750108144E-4 428.3315078685529 1.2542843737516904 1.4290357751063836E-7 18.885091255993206 1198.4035253305165
18.891648579214277 0.38563001173942385 NaN 7.559498302624812  -428.8133407956239 -428.8133407956239 -428.8133407956239 0.0 0.0 0.0 1198.925425328319 4.2827649239120827E-4 101.53374590227153 2.1842088127225443E-4 428.8133407956239 1.254062212168399 1.4280156582401405E-7 18.891648579214277 1198.925425328319
18.898205902435393 0.38549620535358 NaN 7.567366847059671  -429.2951742872744 -429.2951742872744 -429.2951742872744 0.0 0.0 0.0 1199.4472789296785 4.2827562623669026E-4 101.55086122306848 2.1841628753369445E-4 429.2951742872744 1.2538402137219744 1.4269968955572387E-7 18.898205902435393 1199.4472789296785
18.904763225656556 0.3853624917921425 NaN 7.5752353765664235  -429.777008343394 -429.777008343394 -429.777008343394 0.0 0.0 0.0 1199.9690861340546 4.2827466525637177E-4 101.56795713367462 2.1841169379513444E-4 429.777008343394 1.2536183782432255 1.4259794844127866E-7 18.904763225656556 1199.9690861340546
18.91132054887776 0.38522887095855346 NaN 7.583109840692001  -430.2594680441382 -430.2594680441382 -430.2594680441382 0.0 0.0 0.0 1200.4908469409356 4.2827368026397163E-4 101.85165042988133 2.184071001087642E-4 430.2594680441382 1.2533967007873408 1.4212332945162932E-7 18.91132054887776 1200.4908469409356
