# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
12.033761650399375 0.8127134543732152 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.0056395401480863055 NaN 0.5961197337877372 NaN 12.033761650399375 NaN
12.051369164019894 0.8115260487745071 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639536195321918 NaN 0.5961205693981666 NaN 12.051369164019894 NaN
12.068976677649543 0.8103421078036811 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.00563953224255753 NaN 0.5961214037907374 NaN 12.068976677649543 NaN
12.086584191288285 0.8091616163191239 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639528289793139 NaN 0.5961222369707746 NaN 12.086584191288285 NaN
12.10419170493608 0.8079845592673258 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639524337028745 NaN 0.5961230689435723 NaN 12.10419170493608 NaN
12.121799218592884 0.8068109216822416 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639520384264351 NaN 0.5961238997143934 NaN 12.121799218592884 NaN
12.139406732258664 0.8056406886846543 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639516431499954 NaN 0.596124729288471 NaN 12.139406732258664 NaN
12.15701424593338 0.8044738454815489 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639512478735555 NaN 0.5961255576710075 NaN 12.15701424593338 NaN
12.174621759616995 0.8033103773654872 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.0056395085259711535 NaN 0.5961263848671752 NaN 12.174621759616995 NaN
12.192229273309465 0.8021502697139906 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.00563950457320675 NaN 0.5961272108821165 NaN 12.192229273309465 NaN
12.209836787010756 0.8009935079889273 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639500620442346 NaN 0.5961280357209442 NaN 12.209836787010756 NaN
12.22744430072083 0.7998400777359052 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639496667677939 NaN 0.5961288593887416 NaN 12.22744430072083 NaN
12.245051814439647 0.7986899645836695 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.00563949271491353 NaN 0.5961296818905629 NaN 12.245051814439647 NaN
12.262659328167166 0.7975431542435065 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639488762149119 NaN 0.5961305032314332 NaN 12.262659328167166 NaN
12.280266841903355 0.7963996325086506 NaN NaN  NaN NaN NaN 0.0 0.0 0.0 NaN 0.0 NaN 0.005639484809384707 NaN 0.5961313234163486 NaN 12.280266841903355 NaN
