#rho T p e s c^2 cv gamma alpha
7.292203513585745 0.0 -0.7857947768397194 -0.05561966889575064 0.0 6.85740223600569 1.6084298891697228E-4 1.986185628473864 6.388568631648116E-6
7.292203513585745 145.060625 -0.4478620171413525 -0.032287684396586566 3.5827223866162435E-4 6.957007782158349 2.1098447123866983E-4 1.9681100942346947 8.184998625265512E-6
7.292203513585745 298.151806 0.015701057323118457 1.2177478001933911E-5 5.100172823164771E-4 7.125397877489681 2.391314849519424E-4 2.076890742592119 9.558340788412644E-6
7.292203513585745 580.2425 1.0373412049345574 0.06746894402534591 6.652245145229108E-4 7.064885770105488 2.4820429460548326E-4 2.0643531180713777 9.945562579409902E-6
7.292203513585745 1160.485 3.205352774712595 0.21148762443796804 8.453486370953966E-4 8.54046574781542 2.056494797377434E-4 1.5434625162621203 5.096633050243348E-6
7.292203513585745 2901.2125 7.234501263370466 0.5694673291781508 0.0010347869272490679 10.316893583219247 2.1944976312462253E-4 1.2022912439742697 3.5070105240484915E-6
7.292203513585745 5802.425 12.81641500829816 1.2061377250773446 0.0011853644390755994 11.885571444119229 2.5826390662665765E-4 1.0415266226038764 3.103524970772792E-6
7.292203513585745 8703.6375 18.507203075125556 1.955416199281437 0.0012894200021998457 13.302573539367572 2.9805050871392993E-4 0.9347207332281363 2.871952775068265E-6
7.292203513585745 11604.85 24.40120215844825 2.8201240607936495 0.0013746385235915114 14.596794119855693 3.570268991332321E-4 0.8252868927803579 2.7681500165658993E-6
7.292203513585745 17407.275 36.86855359866177 4.891745865996794 0.001517231990241947 17.44806278185552 4.325277574701122E-4 0.7268873635829954 2.471013435104032E-6
7.292203513585745 23209.7 50.1715483217678 7.401455739135309 0.001639057894134183 20.436183719611975 5.036985485421989E-4 0.6574496443905661 2.2221563644959376E-6
7.292203513585745 29012.125 64.18359290385283 10.324128789660277 0.0017480895876983674 23.56875152706199 5.708784145716366E-4 0.6052332244910239 2.010346992328788E-6
7.292203513585745 34814.55 78.80316627617945 13.636607974331106 0.0018480622297221722 26.646329283382578 6.65107903610598E-4 0.5474815199310942 1.873981943313972E-6
7.292203513585745 46419.4 109.61800398999334 21.355085429546556 0.002028733927536834 33.50045354656062 7.820415753045388E-4 0.4936862294435847 1.580415891372105E-6
7.292203513585745 58024.25 142.2902632962318 30.43056060471943 0.002191069530551841 41.64763236667233 8.413222533767569E-4 0.5045730685807585 1.3977752461080272E-6
7.292203513585745 92838.8 250.06227993009878 59.720816261017205 0.00261020879496452 64.88773916827428 0.001120250357074339 0.4180006022925384 9.89624811685426E-7
7.292203513585745 116048.5 329.3161185308958 85.72149097360548 0.002853132344405774 81.9011411939454 0.0013271058328765569 0.3945679416784586 8.767557453511099E-7
7.292203513585745 174072.75 550.8783193900069 162.72581159689304 0.003383967955293431 129.20402035430965 0.0015903412440212079 0.3748650138124122 6.327474790661692E-7
7.292203513585745 232097.0 803.1296977056733 255.0041695252906 0.0038438024639233866 180.4038505963631 0.0018731573540783602 0.3537989110466884 5.037628878676831E-7
7.292203513585745 290121.25 1083.5432956465818 363.6927201276719 0.004256730620316139 237.27344983081278 0.002072585855173379 0.3496736497863565 4.1885867171102807E-7
7.292203513585745 348145.5 1390.1938490067264 483.95295993471586 0.004635368007432865 297.45473073336126 0.0023729860806510072 0.34166451960577643 3.737794419735711E-7
7.292203513585745 464194.0 2076.3032723824526 759.3344351151443 0.005317931787438443 429.7751843012745 0.002750244479219306 0.3332029361189719 2.9240177550442165E-7
7.292203513585745 580242.5 2851.797256509165 1078.496181561826 0.005927843927025864 577.1876740384018 0.0033360869019672247 0.33025599416731305 2.617653963946928E-7
7.292203513585745 928388.0 5648.894920453091 2239.939824090656 0.007481182754906191 1097.8161025127745 0.003962016860151429 0.32960701797091024 1.63126452676267E-7
7.292203513585745 1160485.0 7859.143280403023 3159.5120512812227 0.008363948458330696 1503.0054416585529 0.004666091856438466 0.3330693892202097 1.4179753171892443E-7
7.292203513585745 1740727.5 14435.060249231528 5866.976855290719 0.010242641801958705 2650.9946561428974 0.00577125693661758 0.34250075243391803 1.0225023306151328E-7
7.292203513585745 2901212.5 31162.529930102366 12564.433961381372 0.013163746926660155 5584.2855745753095 0.006947333160036388 0.35682237233700076 6.087567673388141E-8
7.292203513585745 4641940.0 62629.85113699504 24657.847844718613 0.016408927727778088 11218.479873676977 0.007819120737754565 0.37516490760176463 3.5858104937690535E-8
7.292203513585745 6962910.0 112278.6144393248 42805.792503424826 0.019570196064302325 20517.458948983538 0.008265086286717566 0.4042441298813124 2.233103027183339E-8
7.292203513585745 1.160485E7 225375.18013765046 81171.82714119057 0.023788695787641298 42744.606233969454 0.008063701573878599 0.44430357223622474 1.1494078278572929E-8
7.292203513585745 1.7407275E7 376969.3740455293 127960.8507460031 0.027064562378383557 75096.71694157402 0.0073266131008570155 0.49910839725628814 6.677569291169085E-9
7.292203513585745 2.9012125E7 686423.6206368369 212985.09678948362 0.03082727841986029 146516.57530969538 0.006202966359922995 0.5841868396997204 3.3916080357247964E-9
7.292203513585745 6.96291E7 1759714.7779977834 464930.8263563169 0.036325212247056315 392066.13856548304 0.005664360750848347 0.6339473073452981 1.255989331292453E-9
7.292203513585745 1.160485E8 2975235.5072359196 727867.0537942466 0.03922412398262476 672751.1521922046 0.005474458751329398 0.6537418076043072 7.295149838579091E-10
7.292203513585745 2.32097E8 6003862.294646892 1363169.7801978963 0.043024141124150136 1367490.7972474927 0.005391971992712469 0.66309830513386 3.5854391193606764E-10
