# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
47.50510879076884 0.45170328112430497 6.757400804738276 9.449686968538554  -1584.30096172891 -1584.30096172891 -1584.30096172891 0.0 0.0 0.0 1559.2193606434143 2.11131057109965E-4 180.09715329186494 1.3193217749390352E-4 1584.30096172891 1.540372174904003 2.3753588584548978E-8 47.50510879076884 1559.2193606434143
47.52227879447605 0.45154007878619723 6.762251285353488 9.460056829894205  -1586.0310218887369 -1586.0310218887369 -1586.0310218887369 0.0 0.0 0.0 1560.087430866085 2.1111857466630745E-4 180.2294834209039 1.3192645742377964E-4 1586.0310218887369 1.5400140387905068 2.3721026832993614E-8 47.52227879447605 1560.087430866085
47.53944879818339 0.45137699433690787 6.767101794148915 9.470426677041432  -1587.7610831683692 -1587.7610831683692 -1587.7610831683692 0.0 0.0 0.0 1560.9554686628007 2.111060017019734E-4 180.36181236956486 1.3192073735365572E-4 1587.7610831683692 1.5396561785753746 2.3688528654492756E-8 47.53944879818339 1560.9554686628007
47.55661880189087 0.4512140276487478 6.771952330435339 9.480796509972405  -1589.4911455671136 -1589.4911455671136 -1589.4911455671136 0.0 0.0 0.0 1561.8234739699756 2.1109333836745814E-4 180.4941401379688 1.3191501728353173E-4 1589.4911455671136 1.5392985939620096 2.365609388653292E-8 47.55661880189087 1561.8234739699756
47.57378880559849 0.4510511785942124 6.776802893525027 9.49116632867932  -1591.2212090842772 -1591.2212090842772 -1591.2212090842772 0.0 0.0 0.0 1562.691446724162 2.1108058481293028E-4 180.62646672623669 1.319092972134077E-4 1591.2212090842772 1.5389412846542418 2.3623722367118606E-8 47.57378880559849 1562.691446724162
47.59095880930625 0.450888447045981 6.781653482731724 9.501536133154383  -1592.9512737191685 -1592.9512737191685 -1592.9512737191685 0.0 0.0 0.0 1563.5593868620497 2.1106774118824427E-4 180.75879213448957 1.3190357714328366E-4 1592.9512737191685 1.538584250356331 2.3591413934770276E-8 47.59095880930625 1563.5593868620497
47.60812881301413 0.45072583287691703 6.786504097370645 9.511905923389808  -1594.6813394710941 -1594.6813394710941 -1594.6813394710941 0.0 0.0 0.0 1564.427294320465 2.1105480764292654E-4 180.8911163628483 1.3189785707315956E-4 1594.6813394710941 1.538227490772964 2.3559168428522435E-8 47.60812881301413 1564.427294320465
47.62529881672215 0.45056333596006665 6.791354736758488 9.522275699377854  -1596.4114063393656 -1596.4114063393656 -1596.4114063393656 0.0 0.0 0.0 1565.295169036374 2.1104178432619763E-4 181.02343941143414 1.3189213700303543E-4 1596.4114063393656 1.5378710056092522 2.3526985687921502E-8 47.62529881672215 1565.295169036374
47.6424688204303 0.4504009561686593 6.796205400213417 9.532645461110784  -1598.1414743232945 -1598.1414743232945 -1598.1414743232945 0.0 0.0 0.0 1566.163010946879 2.1102867138694616E-4 181.15576128036832 1.3188641693291121E-4 1598.1414743232945 1.5375147945707344 2.3494865553023983E-8 47.6424688204303 1566.163010946879
47.65963882413859 0.45023869337610717 6.801056087055061 9.543015208580881  -1599.8715434221926 -1599.8715434221926 -1599.8715434221926 0.0 0.0 0.0 1567.0308199892195 2.1101546897375016E-4 181.2880819697721 1.3188069686278698E-4 1599.8715434221926 1.5371588573633723 2.346280786439448E-8 47.65963882413859 1567.0308199892195
47.67680882784702 0.45007654745600456 6.805906796604515 9.553384941780465  -1601.6016136353746 -1601.6016136353746 -1601.6016136353746 0.0 0.0 0.0 1567.8985961007716 2.1100217723487563E-4 181.42040147976678 1.3187497679266268E-4 1601.6016136353746 1.5368031936935536 2.343081246310373E-8 47.67680882784702 1567.8985961007716
47.69397883155557 0.44991451828212825 6.810757528184325 9.563754660701838  -1603.3316849621533 -1603.3316849621533 -1603.3316849621533 0.0 0.0 0.0 1568.7663392190473 2.1098879631826627E-4 181.5527198104736 1.3186925672253836E-4 1603.3316849621533 1.5364478032680868 2.339887919072671E-8 47.69397883155557 1568.7663392190473
47.711148835264254 0.4497526057284363 6.815608281118502 9.574124365337354  -1605.061757401845 -1605.061757401845 -1605.061757401845 0.0 0.0 0.0 1569.634049281696 2.109753263715509E-4 181.68503696201415 1.31863536652414E-4 1605.061757401845 1.536092685794205 2.3367007889340624E-8 47.711148835264254 1569.634049281696
47.72831883897307 0.4495908096690683 6.8204590547325035 9.584494055679382  -1606.7918309537667 -1606.7918309537667 -1606.7918309537667 0.0 0.0 0.0 1570.5017262265028 2.1096176754205136E-4 181.81735293450978 1.318578165822896E-4 1606.7918309537667 1.535737840979562 2.3335198401523085E-8 47.72831883897307 1570.5017262265028
47.74548884268203 0.44942912997834467 6.8253098483532435 9.594863731720308  -1608.521905617238 -1608.521905617238 -1608.521905617238 0.0 0.0 0.0 1571.3693699913895 2.1094811997677084E-4 181.94966772808232 1.3185209651216513E-4 1608.521905617238 1.535383268532232 2.3303450570350077E-8 47.74548884268203 1571.3693699913895
47.76265884639112 0.44926756653076694 6.830160661309071 9.605233393452524  -1610.251981391576 -1610.251981391576 -1610.251981391576 0.0 0.0 0.0 1572.2369805144115 2.1093438382240186E-4 182.08198134285308 1.3184637644204062E-4 1610.251981391576 1.5350289681607108 2.3271764239394228E-8 47.76265884639112 1572.2369805144115
47.779828850100344 0.4491061192010168 6.835011492929783 9.615603040868457  -1611.9820582761013 -1611.9820582761013 -1611.9820582761013 0.0 0.0 0.0 1573.1045577337607 2.1092055922532568E-4 182.21429377894384 1.3184065637191609E-4 1611.9820582761013 1.5346749395739119 2.324013925272276E-8 47.779828850100344 1573.1045577337607
47.79699885380969 0.44894478786395614 6.839862342546611 9.625972673960542  -1613.7121362701344 -1613.7121362701344 -1613.7121362701344 0.0 0.0 0.0 1573.972101587764 2.1090664633161335E-4 182.34660503647623 1.3183493630179147E-4 1613.7121362701344 1.5343211824811698 2.3208575454895692E-8 47.79699885380969 1573.972101587764
47.81416885751917 0.4487835723946264 6.844713209492229 9.636342292721238  -1615.442215372998 -1615.442215372998 -1615.442215372998 0.0 0.0 0.0 1574.8396120148836 2.1089264528702316E-4 182.47891511557208 1.3182921623166685E-4 1615.442215372998 1.5339676965922333 2.3177072690963887E-8 47.81416885751917 1574.8396120148836
47.831338861228794 0.4486224726682485 6.849564093100742 9.64671189714304  -1617.1722955840178 -1617.1722955840178 -1617.1722955840178 0.0 0.0 0.0 1575.7070889537167 2.108785562370082E-4 182.61122401635333 1.3182349616154218E-4 1617.1722955840178 1.5336144816172717 2.3145630806467238E-8 47.831338861228794 1575.7070889537167
47.848508864938545 0.4484614885602226 6.854414992707676 9.65708148721843  -1618.9023769025155 -1618.9023769025155 -1618.9023769025155 0.0 0.0 0.0 1576.5745323429935 2.1086437932671203E-4 182.74353173894178 1.3181777609141745E-4 1618.9023769025155 1.5332615372668699 2.3114249647432824E-8 47.848508864938545 1576.5745323429935
47.86567886864842 0.4483006199461276 6.859265907649989 9.667451062939929  -1620.6324593278175 -1620.6324593278175 -1620.6324593278175 0.0 0.0 0.0 1577.441942121579 2.1085011470097135E-4 182.87583828345933 1.3181205602129267E-4 1620.6324593278175 1.532908863252027 2.308292906037302E-8 47.86567886864842 1577.441942121579
47.88284887235844 0.4481398667017207 6.864116837266058 9.677820624300077  -1622.3625428592513 -1622.3625428592513 -1622.3625428592513 0.0 0.0 0.0 1578.3093182284729 2.1083576250431586E-4 183.00814365002802 1.3180633595116786E-4 1622.3625428592513 1.5325564592841583 2.3051668892283658E-8 47.88284887235844 1578.3093182284729
47.900018876068586 0.4479792287029374 6.868967780895683 9.68819017129143  -1624.0926274961444 -1624.0926274961444 -1624.0926274961444 0.0 0.0 0.0 1579.176660602808 2.10821322880967E-4 183.14044783877 1.31800615881043E-4 1624.0926274961444 1.5322043250750936 2.3020468990642176E-8 47.900018876068586 1579.176660602808
47.91718887977886 0.447818705825891 6.873818737880073 9.698559703906557  -1625.8227132378252 -1625.8227132378252 -1625.8227132378252 0.0 0.0 0.0 1580.0439691838505 2.1080679597484445E-4 183.27275084980727 1.3179489581091809E-4 1625.8227132378252 1.5318524603370751 2.2989329203405864E-8 47.91718887977886 1580.0439691838505
47.934358883489274 0.4476582979468723 6.878669707561854 9.708929222138057  -1627.5528000836246 -1627.5528000836246 -1627.5528000836246 0.0 0.0 0.0 1580.9112439110004 2.107921819295646E-4 183.40505268326206 1.3178917574079314E-4 1627.5528000836246 1.5315008647827577 2.2958249379009934E-8 47.934358883489274 1580.9112439110004
47.95152888719981 0.44749800494234937 6.883520689285056 9.719298725978529  -1629.2828880328718 -1629.2828880328718 -1629.2828880328718 0.0 0.0 0.0 1581.7784847237897 2.1077748088843266E-4 183.53735333925644 1.3178345567066817E-4 1629.2828880328718 1.531149538125209 2.2927229366365835E-8 47.95152888719981 1581.7784847237897
47.96869889091048 0.44733782668896677 6.888371682395122 9.729668215420624  -1631.0129770849019 -1631.0129770849019 -1631.0129770849019 0.0 0.0 0.0 1582.6456915618846 2.107626929944634E-4 183.669652817913 1.3177773560054315E-4 1631.0129770849019 1.5307984800779078 2.2896269014859292E-8 47.96869889091048 1582.6456915618846
47.985868894621284 0.4471777630635462 6.8932226862388895 9.74003769045698  -1632.7430672390462 -1632.7430672390462 -1632.7430672390462 0.0 0.0 0.0 1583.5128643650833 2.1074781839035766E-4 183.8019511193538 1.3177201553041807E-4 1632.7430672390462 1.5304476903547422 2.286536817434868E-8 47.985868894621284 1583.5128643650833
48.00303889833223 0.447017813943085 6.898073700164602 9.750407151080276  -1634.4731584946405 -1634.4731584946405 -1634.4731584946405 0.0 0.0 0.0 1584.3800030733162 2.1073285721852434E-4 183.93424824370146 1.3176629546029294E-4 1634.4731584946405 1.5300971686700118 2.2834526695163096E-8 48.00303889833223 1584.3800030733162
48.0202089020433 0.4468579792047569 6.90292472352189 9.76077659728319  -1636.2032508510192 -1636.2032508510192 -1636.2032508510192 0.0 0.0 0.0 1585.2471076266454 2.1071780962106571E-4 184.06654419107824 1.3176057539016778E-4 1636.2032508510192 1.5297469147384233 2.2803744428100707E-8 48.0202089020433 1585.2471076266454
48.037378905754494 0.4466982587259111 6.907775755661779 9.771146029058423  -1637.9333443075175 -1637.9333443075175 -1637.9333443075175 0.0 0.0 0.0 1586.1141779652653 2.1070267573978705E-4 184.19883896160664 1.3175485532004256E-4 1637.9333443075175 1.5293969282750937 2.2773021224426883E-8 48.037378905754494 1586.1141779652653
48.054548909465815 0.4465386523840721 6.912626795936689 9.781515446398709  -1639.6634388634743 -1639.6634388634743 -1639.6634388634743 0.0 0.0 0.0 1586.981214029502 2.1068745571619648E-4 184.33113255540923 1.3174913524991732E-4 1639.6634388634743 1.5290472089955456 2.2742356935872463E-8 48.054548909465815 1586.981214029502
48.07171891317727 0.4463791600569392 6.917477843700424 9.79188484929679  -1641.3935345182292 -1641.3935345182292 -1641.3935345182292 0.0 0.0 0.0 1587.848215759814 2.1067214969149674E-4 184.46342497260866 1.3174341517979202E-4 1641.3935345182292 1.52869775661571 2.2711751414631977E-8 48.07171891317727 1587.848215759814
48.08888891688887 0.44621978162238635 6.922328898308171 9.802254237745437  -1643.1236312711221 -1643.1236312711221 -1643.1236312711221 0.0 0.0 0.0 1588.7151830967898 2.1065675780660524E-4 184.5957162133277 1.3173769510966667E-4 1643.1236312711221 1.5283485708519224 2.268120451336192E-8 48.08888891688887 1588.7151830967898
48.106058920600596 0.44606051695846227 6.927179959116491 9.81262361173742  -1644.853729121492 -1644.853729121492 -1644.853729121492 0.0 0.0 0.0 1589.582115981149 2.1064128020213026E-4 184.72800627768888 1.317319750395413E-4 1644.853729121492 1.5279996514209253 2.2650716085179083E-8 48.106058920600596 1589.582115981149
48.123228924312436 0.4459013659433895 6.932031025483321 9.822992971265531  -1646.58382806868 -1646.58382806868 -1646.58382806868 0.0 0.0 0.0 1590.4490143537412 2.1062571701839196E-4 184.8602951658149 1.317262549694159E-4 1646.58382806868 1.5276509980398651 2.262028598365872E-8 48.123228924312436 1590.4490143537412
48.1403989280244 0.4457423284555642 6.936882096767978 9.833362316322601  -1648.313928112031 -1648.313928112031 -1648.313928112031 0.0 0.0 0.0 1591.3158781555483 2.1061006839541847E-4 184.99258287782868 1.317205348992904E-4 1648.313928112031 1.5273026104262923 2.258991406283282E-8 48.1403989280244 1591.3158781555483
48.15756893173651 0.445583404373556 6.941733172331151 9.843731646901468  -1650.0440292508897 -1650.0440292508897 -1650.0440292508897 0.0 0.0 0.0 1592.182707327682 2.1059433447292905E-4 185.12486941385316 1.317148148291649E-4 1650.0440292508897 1.5269544882981598 2.2559600177188417E-8 48.15756893173651 1592.182707327682
48.17473893544876 0.44542459357610753 6.9465842515348895 9.854100962994986  -1651.7741314846005 -1651.7741314846005 -1651.7741314846005 0.0 0.0 0.0 1593.0495018113838 2.1057851539036626E-4 185.25715477401127 1.3170909475903936E-4 1651.7741314846005 1.5266066313738231 2.252934418166592E-8 48.17473893544876 1593.0495018113838
48.191908939161124 0.44526589594213467 6.95143540985995 9.866916430550559  -1654.1153028014162 -1654.1153028014162 -1654.1153028014162 0.0 0.0 0.0 1593.91626065346 2.1057811994598528E-4 185.40107269735356 1.3170293111544075E-4 1654.1153028014162 1.5262494440654661 2.2497516921534152E-8 48.191908939161124 1593.91626065346
48.20907894287362 0.4451073113507254 6.9562867737177 9.88137422606092  -1656.8667431577198 -1656.8667431577198 -1656.8667431577198 0.0 0.0 0.0 1594.7829755815224 2.1058805074645014E-4 185.5528005526411 1.3169646965864693E-4 1656.8667431577198 1.5258860887920245 2.246466253992984E-8 48.20907894287362 1594.7829755815224
48.22624894658624 0.44494883968113996 6.9611383932270146 9.895832004579855  -1659.6181842476776 -1659.6181842476776 -1659.6181842476776 0.0 0.0 0.0 1595.649646534698 2.105978952842345E-4 185.70452756722247 1.3169000820185302E-4 1659.6181842476776 1.525523009929357 2.2431876821821586E-8 48.22624894658624 1595.649646534698
48.24341895029899 0.44479048081281064 6.9659902673848615 9.910289766100348  -1662.3696260706222 -1662.3696260706222 -1662.3696260706222 0.0 0.0 0.0 1596.5162734532457 2.1060765370130614E-4 185.85625374121628 1.316835467450591E-4 1662.3696260706222 1.5251602071849382 2.239915957782296E-8 48.24341895029899 1596.5162734532457
48.26058895401187 0.44463223462534096 6.970842395190289 9.924747510615408  -1665.121068625889 -1665.121068625889 -1665.121068625889 0.0 0.0 0.0 1597.382856277563 2.1061732613933382E-4 186.0079790747411 1.316770852882651E-4 1665.121068625889 1.5247976802666594 2.236651061920384E-8 48.26058895401187 1597.382856277563
48.27775895772489 0.4444741009985061 6.975694775644414 9.93920523811806  -1667.872511912813 -1667.872511912813 -1667.872511912813 0.0 0.0 0.0 1598.2493949481848 2.1062691273968925E-4 186.1597035679154 1.3167062383147106E-4 1667.872511912813 1.5244354288828288 2.2333929757887746E-8 48.27775895772489 1598.2493949481848
48.29492896143803 0.44431607981225213 6.980547407750421 9.953662948601337  -1670.6239559307285 -1670.6239559307285 -1670.6239559307285 0.0 0.0 0.0 1599.1158894057824 2.1063641364344132E-4 186.31142722085758 1.3166416237467697E-4 1670.6239559307285 1.52407345274217 2.2301416806449047E-8 48.29492896143803 1599.1158894057824
48.3120989651513 0.4441581709466956 6.9854002905135575 9.968120642058313  -1673.3754006789743 -1673.3754006789743 -1673.3754006789743 0.0 0.0 0.0 1599.9823395911658 2.1064582899136563E-4 186.46315003368625 1.3165770091788285E-4 1673.3754006789743 1.5237117515538197 2.2268971578110184E-8 48.3120989651513 1599.9823395911658
48.329268968864696 0.4440003742821236 6.990253422941131 9.982578318482066  -1676.126846156889 -1676.126846156889 -1676.126846156889 0.0 0.0 0.0 1600.8487454452816 2.106551589239366E-4 186.6148720065199 1.3165123946108867E-4 1676.126846156889 1.5233503250273301 2.2236593886739E-8 48.329268968864696 1600.8487454452816
48.34643897257823 0.44384268969899315 6.995106804042502 9.997035977865709  -1678.8782923638137 -1678.8782923638137 -1678.8782923638137 0.0 0.0 0.0 1601.7151069092129 2.106644035813372E-4 186.7665931394771 1.3164477800429444E-4 1678.8782923638137 1.5229891728726659 2.2204283546846015E-8 48.34643897257823 1601.7151069092129
48.363608976291886 0.4436851170779311 6.999960432829074 10.011493620202359  -1681.6297392990884 -1681.6297392990884 -1681.6297392990884 0.0 0.0 0.0 1602.581423924179 2.106735631034542E-4 186.9183134326763 1.3163831654750016E-4 1681.6297392990884 1.5226282948002037 2.2172040373581742E-8 48.363608976291886 1602.581423924179
48.380778980005665 0.44352765629973395 7.004814308314294 10.025951245485148  -1684.3811869620545 -1684.3811869620545 -1684.3811869620545 0.0 0.0 0.0 1603.4476964315356 2.1068263762987242E-4 187.07003288623605 1.3163185509070582E-4 1684.3811869620545 1.5222676905207329 2.2139864182734022E-8 48.380778980005665 1603.4476964315356
48.397948983719566 0.4433703072453671 7.009668429513649 10.040408853707241  -1687.132635352055 -1687.132635352055 -1687.132635352055 0.0 0.0 0.0 1604.3139243727746 2.1069162729989643E-4 187.22175150027473 1.3162539363391148E-4 1687.132635352055 1.5219073597454515 2.2107754790725323E-8 48.397948983719566 1604.3139243727746
48.4151189874336 0.44321306979596475 7.014522795444663 10.054866444861831  -1689.884084468437 -1689.884084468437 -1689.884084468437 0.0 0.0 0.0 1605.180107689524 2.1070053225252601E-4 187.37346927491112 1.3161893217711703E-4 1689.884084468437 1.5215473021859713 2.2075712014610074E-8 48.4151189874336 1605.180107689524
48.43228899114777 0.44305594383282976 7.0193774051268845 10.069324018942117  -1692.635534310546 -1692.635534310546 -1692.635534310546 0.0 0.0 0.0 1606.0462463235472 2.1070935262647365E-4 187.52518621026366 1.3161247072032258E-4 1692.635534310546 1.5211875175543101 2.2043735672072082E-8 48.43228899114777 1606.0462463235472
48.44945899486207 0.4428989292374334 7.024232257581881 10.083781575941314  -1695.3869848777283 -1695.3869848777283 -1695.3869848777283 0.0 0.0 0.0 1606.9123402167425 2.1071808856015979E-4 187.6769023064508 1.3160600926352805E-4 1695.3869848777283 1.5208280055628969 2.2011825581421894E-8 48.44945899486207 1606.9123402167425
48.46662899857649 0.44274202589141476 7.02908735183324 10.098239115852653  -1698.1384361693301 -1698.1384361693301 -1698.1384361693301 0.0 0.0 0.0 1607.7783893111427 2.1072674019171147E-4 187.82861756359105 1.315995478067335E-4 1698.1384361693301 1.5204687659245675 2.1979981561594163E-8 48.46662899857649 1607.7783893111427
48.483799002291036 0.44258523367658065 7.033942686906568 10.112696638669401  -1700.8898881847024 -1700.8898881847024 -1700.8898881847024 0.0 0.0 0.0 1608.644393548917 2.1073530765897182E-4 187.980331981803 1.3159308634993886E-4 1700.8898881847024 1.5201097983525647 2.1948203432145E-8 48.483799002291036 1608.644393548917
48.500969006005704 0.4424285524749052 7.038798261829473 10.12715414438483  -1703.641340923194 -1703.641340923194 -1703.641340923194 0.0 0.0 0.0 1609.5103528723675 2.1074379109948895E-4 188.13204556120505 1.315866248931442E-4 1703.641340923194 1.519751102560539 2.1916491013249515E-8 48.500969006005704 1609.5103528723675
48.51813900972051 0.4422719821685296 7.043654075631574 10.141611632992241  -1706.3927943841588 -1706.3927943841588 -1706.3927943841588 0.0 0.0 0.0 1610.3762672239327 2.1075219065051982E-4 188.2837583019159 1.315801634363495E-4 1706.3927943841588 1.5193926782625449 2.1884844125699054E-8 48.51813900972051 1610.3762672239327
48.535309013435445 0.44211552263976167 7.048510127344486 10.156069104484956  -1709.1442485669493 -1709.1442485669493 -1709.1442485669493 0.0 0.0 0.0 1611.242136546184 2.107605064490446E-4 188.43547020405407 1.3157370197955476E-4 1709.1442485669493 1.5190345251730446 2.185326259089883E-8 48.535309013435445 1611.242136546184
48.552479017150496 0.4419591737710762 7.053366416001813 10.170526558856295  -1711.8957034709163 -1711.8957034709163 -1711.8957034709163 0.0 0.0 0.0 1612.107960781825 2.1076873863174752E-4 188.5871812677379 1.3156724052275993E-4 1711.8957034709163 1.5186766430069036 2.1821746230865292E-8 48.552479017150496 1612.107960781825
48.56964902086567 0.44180293544511373 7.058222940639154 10.184983996099609  -1714.6471590954156 -1714.6471590954156 -1714.6471590954156 0.0 0.0 0.0 1612.973739873696 2.107768873350252E-4 188.73889149308584 1.315607790659651E-4 1714.6471590954156 1.5183190314793897 2.1790294868223554E-8 48.56964902086567 1612.973739873696
48.58681902458097 0.4416468075446808 7.063079700294093 10.199441416208282  -1717.3986154398042 -1717.3986154398042 -1717.3986154398042 0.0 0.0 0.0 1613.8394737647693 2.107849526949942E-4 188.89060088021668 1.315543176091702E-4 1717.3986154398042 1.5179616903061763 2.1758908326204852E-8 48.58681902458097 1613.8394737647693
48.60398902829641 0.4414907899527494 7.067936694006199 10.21389881917572  -1720.1500725034423 -1720.1500725034423 -1720.1500725034423 0.0 0.0 0.0 1614.7051623981513 2.1079293484748413E-4 189.04230942924897 1.3154785615237524E-4 1720.1500725034423 1.517604619203336 2.1727586428644095E-8 48.60398902829641 1614.7051623981513
48.62115903201196 0.4413348825524573 7.0727939208169985 10.228356204995297  -1722.9015302856817 -1722.9015302856817 -1722.9015302856817 0.0 0.0 0.0 1615.5708057170789 2.1080083392803644E-4 189.1940171403009 1.3154139469558025E-4 1722.9015302856817 1.517247817887346 2.169632899997745E-8 48.62115903201196 1615.5708057170789
48.63832903572765 0.4411790852271067 7.077651379770011 10.242813573660479  -1725.6529887858883 -1725.6529887858883 -1725.6529887858883 0.0 0.0 0.0 1616.436403664925 2.1080865007191678E-4 189.34572401349132 1.315349332387852E-4 1725.6529887858883 1.5168912860750818 2.1665135865239585E-8 48.63832903572765 1616.436403664925
48.655499039443455 0.441023397860165 7.082509069910704 10.257270925164688  -1728.4044480034179 -1728.4044480034179 -1728.4044480034179 0.0 0.0 0.0 1617.301956185192 2.1081638341409996E-4 189.49743004893847 1.3152847178199013E-4 1728.4044480034179 1.5165350234838217 2.1634006850061503E-8 48.655499039443455 1617.301956185192
48.672669043159395 0.44086782033526367 7.087366990286519 10.27172825950141  -1731.1559079376354 -1731.1559079376354 -1731.1559079376354 0.0 0.0 0.0 1618.167463221517 2.1082403408928562E-4 189.6491352467611 1.31522010325195E-4 1731.1559079376354 1.5161790298312403 2.1602941780667793E-8 48.672669043159395 1618.167463221517
48.68983904687547 0.4407123525361985 7.092225139946848 10.286185576664133  -1733.907368587904 -1733.907368587904 -1733.907368587904 0.0 0.0 0.0 1619.0329247176683 2.1083160223188817E-4 189.80083960707768 1.315155488683998E-4 1733.907368587904 1.5158233048354146 2.1571940483874427E-8 48.68983904687547 1619.0329247176683
48.70700905059166 0.44055699434692935 7.097083517943029 10.300642876646341  -1736.6588299535845 -1736.6588299535845 -1736.6588299535845 0.0 0.0 0.0 1619.8983406175446 2.1083908797604007E-4 189.95254313000652 1.3150908741160457E-4 1736.6588299535845 1.515467848214816 2.1541002787086177E-8 48.70700905059166 1619.8983406175446
48.72417905430798 0.4404017456515792 7.101942123328361 10.315100159441576  -1739.410292034045 -1739.410292034045 -1739.410292034045 0.0 0.0 0.0 1620.7637108651784 2.1084649145559545E-4 190.1042458156664 1.315026259548093E-4 1739.410292034045 1.515112659688316 2.151012851829418E-8 48.72417905430798 1620.7637108651784
48.74134905802441 0.4402466063344348 7.106800955158069 10.329557425043358  -1742.1617548286479 -1742.1617548286479 -1742.1617548286479 0.0 0.0 0.0 1621.6290354047314 2.1085381280413234E-4 190.25594766417547 1.3149616449801397E-4 1742.1617548286479 1.5147577389751816 2.1479317506073643E-8 48.74134905802441 1621.6290354047314
48.75851906174097 0.4400915762799454 7.11166001248933 10.344014673445267  -1744.913218336763 -1744.913218336763 -1744.913218336763 0.0 0.0 0.0 1622.4943141804986 2.108610521549466E-4 190.40764867565252 1.3148970304121863E-4 1744.913218336763 1.514403085795075 2.1448569579581246E-8 48.75851906174097 1622.4943141804986
48.77568906545767 0.43993665537272303 7.116519294381255 10.358471904640894  -1747.664682557762 -1747.664682557762 -1747.664682557762 0.0 0.0 0.0 1623.3595471369051 2.1086820964105505E-4 190.5593488502161 1.3148324158442318E-4 1747.664682557762 1.5140486998680547 2.14178845685529E-8 48.77568906545767 1623.3595471369051
48.79285906917448 0.4397818434975426 7.121378799894869 10.372929118623812  -1750.4161474910097 -1750.4161474910097 -1750.4161474910097 0.0 0.0 0.0 1624.2247342185053 2.1087528539520073E-4 190.71104818798452 1.314767801276277E-4 1750.4161474910097 1.5136945809145748 2.1387262303301398E-8 48.79285906917448 1624.2247342185053
48.810029072891425 0.43962714053934077 7.126238528093136 10.387386315387651  -1753.167613135879 -1753.167613135879 -1753.167613135879 0.0 0.0 0.0 1625.0898753699857 2.1088227954984905E-4 190.86274668907635 1.314703186708322E-4 1753.167613135879 1.5133407286554796 2.1356702614713857E-8 48.810029072891425 1625.0898753699857
48.82719907660848 0.4394725463832161 7.131098478040928 10.401843494926037  -1755.9190794917397 -1755.9190794917397 -1755.9190794917397 0.0 0.0 0.0 1625.9549705361617 2.1088919223718995E-4 191.01444435360997 1.3146385721403666E-4 1755.9190794917397 1.5129871428120105 2.1326205334249565E-8 48.82719907660848 1625.9549705361617
48.84436908032567 0.4393180609144286 7.135958648805045 10.41630065723264  -1758.670546557968 -1758.670546557968 -1758.670546557968 0.0 0.0 0.0 1626.8200196619805 2.1089602358913704E-4 191.16614118170412 1.3145739575724105E-4 1758.670546557968 1.5126338231058003 2.129577029393747E-8 48.84436908032567 1626.8200196619805
48.86153908404298 0.43916368401839984 7.140819039454186 10.430757802301121  -1761.4220143339362 -1761.4220143339362 -1761.4220143339362 0.0 0.0 0.0 1627.6850226925174 2.1090277373733127E-4 191.31783717347713 1.3145093430044538E-4 1761.4220143339362 1.5122807692588722 2.1265397326373954E-8 48.86153908404298 1627.6850226925174
48.878709087760406 0.43900941558071227 7.145679649058959 10.445214930125164  -1764.1734828190176 -1764.1734828190176 -1764.1734828190176 0.0 0.0 0.0 1628.5499795729772 2.1090944281313795E-4 191.46953232904735 1.314444728436497E-4 1764.1734828190176 1.5119279809936415 2.1235086264720503E-8 48.878709087760406 1628.5499795729772
48.89587909147797 0.4388552554871088 7.150540476691883 10.459672040698505  -1766.9249520125936 -1766.9249520125936 -1766.9249520125936 0.0 0.0 0.0 1629.4148902486963 2.1091603094765287E-4 191.62122664853362 1.3143801138685394E-4 1766.9249520125936 1.511575458032913 2.1204836942701253E-8 48.89587909147797 1629.4148902486963
48.91304909519565 0.4387012036234932 7.155401521427358 10.474129134014845  -1769.6764219140373 -1769.6764219140373 -1769.6764219140373 0.0 0.0 0.0 1630.2797546651366 2.10922538271695E-4 191.7729201320541 1.3143154993005817E-4 1769.6764219140373 1.5112232000998835 2.1174649194600943E-8 48.91304909519565 1630.2797546651366
48.93021909891346 0.438547259875929 7.160262782341688 10.488586210067943  -1772.4278925227286 -1772.4278925227286 -1772.4278925227286 0.0 0.0 0.0 1631.1445727678915 2.1092896491581623E-4 191.92461277972748 1.314250884732623E-4 1772.4278925227286 1.5108712069181367 2.1144522855262367E-8 48.93021909891346 1631.1445727678915
48.94738910263139 0.4383934241306399 7.1651242585130595 10.50304326885156  -1775.179363838047 -1775.179363838047 -1775.179363838047 0.0 0.0 0.0 1632.0093445026823 2.109353110102928E-4 192.07630459167208 1.3141862701646643E-4 1775.179363838047 1.5105194782116451 2.1114457760084274E-8 48.94738910263139 1632.0093445026823
48.964559106349434 0.43823969627400916 7.169985949021544 10.517500310359468  -1777.9308358593719 -1777.9308358593719 -1777.9308358593719 0.0 0.0 0.0 1632.874069815358 2.1094157668513476E-4 192.22799556800635 1.314121655596705E-4 1777.9308358593719 1.5101680137047695 2.1084453745018997E-8 48.964559106349434 1632.874069815358
