# initial state: 6.1224942204124115 g/cc, 293 K, 0.0014217600995446189 MJ/kg
#rho v/v0 up us e p T s csqv cv gamma alphavol uc phi
#g/cc - km/s km/s MJ/kg GPa K MJ/kg.K (km/s)^2 - 1/K km/s deg
6.1224942204124115 1.0 0.0 - 0.0014217602187203868 1.0131099344221225E-4 293.0 -0.16777273535094409 20.97652486594524 4.642223463105533E-4 1.2891130877197032 4.659669721111782E-6 - -
6.123 0.9999173967683181 3.872557771113221E-4 4.688143178255045 0.0014218365691025879 0.011216763718654672 293.13808463907895 -0.16790423678774025 29.076383182992178 4.642156484184968E-4 1.289114312189023 3.361294487618832E-6 35.883301196407004 29.614740943075148
6.6605534445662915 0.9192170397502282 0.4561022816506522 5.646020896491479 0.09752053960799613 15.766521975544686 325.394608394383 -0.08959970668418168 32.13882210649063 4.6597226402810406E-4 1.288222016826179 2.8042098546703365E-6 66.79552152326887 21.999932756231967
6.66084629080916 0.9191766260783434 0.45738841825996424 5.659110676365948 0.10602518020974365 15.847636868093087 343.5512845427462 -0.10054231241567016 41.93326669556772 4.6596886610867044E-4 1.2882229760646182 2.1491158781424202E-6 28.767569652221027 34.275632282859654
6.816335488886698 0.898209049480396 0.6047786130298642 5.941378972715161 0.21439677430214324 21.999563470779663 370.154972224872 -0.015850519088477302 43.03281638109581 4.721335922815147E-4 1.286434734221114 2.070627279265944E-6 31.859576217883532 32.70415980913202
7.042215110615595 0.8693989212546526 0.8131665870572523 6.226338977205585 0.37773677997922467 30.99860066933723 421.072445357584 0.09830933670041192 44.56265301362601 4.770196540766011E-4 1.2849042030033446 1.9531099728314308E-6 32.92585859458568 32.10434353460049
7.224210063509775 0.8474967043577204 0.9771766612430169 6.407577338755605 0.5175114307525782 38.33508884755027 478.99398236829 0.17773361587788924 45.74870385119548 4.8187867003490813E-4 1.2835126613328554 1.8714089417720328E-6 32.50348468635615 32.18228855374674
7.372503813941705 0.8304497867921785 1.108972717513226 6.540674273018656 0.6405711660823018 44.40918041873091 544.883042513485 0.2272726996652571 46.69658493837873 4.8651129606452377E-4 1.281950960605326 1.8116079345327817E-6 31.884720981598353 32.37270575528555
7.494512886568009 0.8169302412416172 1.2167720308028576 6.646493877827001 0.7521080421023887 49.51435200262114 619.835615785405 0.24975552217248537 47.4751507424464 4.908626595459698E-4 1.2801008995865937 1.7660151943280863E-6 31.356267528271665 32.54635738501252
7.595739866578764 0.8060431673484989 1.3063633778934647 6.735330537391893 0.8562027602876476 53.87063704108544 705.098453465936 0.24647527430273414 48.12451362990919 4.953162356235148E-4 1.2769244082818392 1.7302597928932604E-6 30.97979040396747 32.667791597873595
7.62698585902344 0.8027409954050101 1.3341639863838184 6.763513732227888 0.8914217956123159 55.247263280062874 737.4224105954252 0.23872777729245281 60.495947401333986 4.951906476801135E-4 1.2770057836335178 1.3705221992670038E-6 22.39922831059287 39.469622098298444
7.705636142843732 0.794547537272235 1.414101386991083 6.882864134195559 1.0147460207058236 59.59075216523183 802.089806424062 0.2768840799315492 61.05895379419007 4.988311308005727E-4 1.2671221364930865 1.3434273028195606E-6 22.932576579182633 39.03882811167818
7.830493336123515 0.7818784791206209 1.539566000738186 7.058294819013133 1.2146715700585313 66.5314749291227 912.423016114969 0.32519900364163634 61.939334656598284 5.018830100217728E-4 1.2539402868480842 1.2975487674365354E-6 23.623909619694206 38.482829534227
7.959377234866938 0.7692177465332519 1.6674694683090276 7.225293293833281 1.4271709253120715 73.76364208700947 1037.93335069039 0.3583031378026578 62.783958048751316 5.059976686647653E-4 1.2375624545186081 1.2531061495559241E-6 24.199151393203685 38.012349757667835
8.091587983079302 0.7566492798713239 1.797220984246893 7.385311961668244 1.6527236461277905 81.26419750463658 1180.70853260857 0.3716685254310348 63.62562980906266 5.097448406917234E-4 1.2223656459149574 1.2102863062596772E-6 24.66402245385674 37.62212515154214
8.225849712730021 0.7442993045371916 1.927765626247411 7.539148936447864 1.8911383182938148 88.98267007812287 1343.12346553601 0.35937144568650325 64.44701350910621 5.135443632636986E-4 1.2071056478609463 1.1693369713789385E-6 25.04584959204078 37.289104084571576
8.360960840764182 0.732271605742005 2.0581971078561625 7.6876310171000855 2.1425566839549717 96.87424525740231 1527.87973818388 0.31477138872054555 65.25234343699387 5.173976563171086E-4 1.1925251885133479 1.1309403921906468E-6 25.362839025592294 37.001001594020316
8.495664880110642 0.7206609849625656 2.187645922244474 7.831508684711679 2.4072828094619174 104.89415011139963 1738.05056218061 0.23019353568390177 66.01828541330678 5.219962039618768E-4 1.1768264769793966 1.0952623572975992E-6 25.644728872695655 36.73603301701331
8.62893902997523 0.7095303604700504 2.315519501373794 7.97164035842392 2.6863147333786257 113.01209174246897 1977.13189147142 0.09712535834918312 66.76244757582808 5.269294213674131E-4 1.161577245410707 1.0624558541762681E-6 25.90157799116066 36.490564846825926
8.73326162382843 0.701054712904441 2.415775455594602 8.080995285342599 2.9194122328946777 119.52263796849414 2190.5204516470503 -0.05130939358157152 83.3911883676485 5.265957018174799E-4 1.154302019273321 8.346418019281298E-7 21.286975761457953 41.55044993498516
8.759418075800477 0.698961297135359 2.445215549950555 8.122595289848897 2.994181565602766 121.60199766971284 2249.10057355808 -0.08197007724936323 83.53030430117653 5.320539260921511E-4 1.1469374368542995 8.340192259893262E-7 21.442517219052267 41.40479299122825
8.89339918936043 0.6884312837027518 2.594970531594573 8.328726203432032 3.383644914685238 132.32433866497638 2558.48049985916 -0.269458253294624 84.51170170904221 5.381745947079337E-4 1.1308540783718373 8.097391322046149E-7 22.133631745570018 40.786744716465314
