# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
2.0248295072609332 0.4758030226965905 3.095066339424112 2.106177432180616  -15.66818807419584 -15.66818807419584 -15.66818807419584 0.0 0.0 0.0 585.6816004329046 NaN 26.523817292273684 0.0010805518989212134 15.66818807419584 0.7050993649814723 1.4186375980919405E-5 2.0248295072609332 585.6816004329046
2.0256966719056435 0.4755993399019989 3.097271718274029 2.1078593137142985  -15.682103615340608 -15.682103615340608 -15.682103615340608 0.0 0.0 0.0 585.8584225835024 NaN 26.53483085995667 0.001080566765239323 15.682103615340608 0.7049015526345195 1.4170635749676E-5 2.0256966719056435 585.8584225835024
2.026563836550365 0.475395831418734 3.099476610769437 2.1095411227874226  -15.696019133527757 -15.696019133527757 -15.696019133527757 0.0 0.0 0.0 586.035172811754 NaN 26.54584404593725 0.0010805816315574326 15.696019133527757 0.7047039067138252 1.415492044426011E-5 2.026563836550365 586.035172811754
2.027431001195098 0.47519249702312855 3.1016810172157503 2.111222859452607  -15.709934628783317 -15.709934628783317 -15.709934628783317 0.0 0.0 0.0 586.2118511693208 NaN 26.556856850451215 0.001080596497875542 15.709934628783317 0.7045064270059586 1.4139230013755433E-5 2.027431001195098 586.2118511693208
2.028298165839842 0.47498933649189795 3.1038849379180675 2.112904523762418  -15.723850101133284 -15.723850101133284 -15.723850101133284 0.0 0.0 0.0 586.3884577078156 NaN 26.567869273734154 0.0010806113641936522 15.723850101133284 0.7043091132978522 1.4123564407372622E-5 2.028298165839842 586.3884577078156
2.0291653304845974 0.47478634960213906 3.106088373181177 2.1145861157693764  -15.73776555060364 -15.73776555060364 -15.73776555060364 0.0 0.0 0.0 586.5649924788036 NaN 26.578881316021405 0.0010806262305117621 15.73776555060364 0.7041119653768046 1.4107923574448965E-5 2.0291653304845974 586.5649924788036
2.0300324951293645 0.47458353613132964 3.1082913233095524 2.116267635525953  -15.751680977220351 -15.751680977220351 -15.751680977220351 0.0 0.0 0.0 586.7414555338013 NaN 26.589892977548118 0.0010806410968298727 15.751680977220351 0.7039149830304763 1.4092307464447956E-5 2.0300324951293645 586.7414555338013
2.030899659774142 0.4743808958573279 3.110493788607355 2.117949083084566  -15.765596381009328 -15.765596381009328 -15.765596381009328 0.0 0.0 0.0 586.9178469242771 NaN 26.60090425854917 0.0010806559631479833 15.765596381009328 0.7037181660468919 1.4076716026959006E-5 2.030899659774142 586.9178469242771
2.0317668244189315 0.4741784285583707 3.1126957693784383 2.1196304584975905  -15.779511761996499 -15.779511761996499 -15.779511761996499 0.0 0.0 0.0 587.0941667016516 NaN 26.611915159259265 0.0010806708294660938 15.779511761996499 0.7035215142144363 1.4061149211696955E-5 2.0317668244189315 587.0941667016516
2.032633989063732 0.47397613401307376 3.114897265926342 2.1213117618173496  -15.793427120207744 -15.793427120207744 -15.793427120207744 0.0 0.0 0.0 587.2704149172972 NaN 26.622925679912843 0.0010806856957842046 15.793427120207744 0.7033250273218571 1.4045606968501834E-5 2.032633989063732 587.2704149172972
2.0335011537085435 0.4737740120004302 3.1170982785542956 2.1229929930961173  -15.807342455668927 -15.807342455668927 -15.807342455668927 0.0 0.0 0.0 587.4465916225384 NaN 26.63393582074414 0.0010807005621023156 15.807342455668927 0.7031287051582608 1.403008924733839E-5 2.0335011537085435 587.4465916225384
2.034368318353366 0.47357206229981 3.119298807565219 2.12467415238612  -15.821257768405893 -15.821257768405893 -15.821257768405893 0.0 0.0 0.0 587.6226968686518 NaN 26.644945581987155 0.001080715428420427 15.821257768405893 0.7029325475131143 1.4014595998295797E-5 2.034368318353366 587.6226968686518
2.0352354829982 0.4733702846909594 3.1214988532617225 2.1263552397395347  -15.835173058444457 -15.835173058444457 -15.835173058444457 0.0 0.0 0.0 587.798730706866 NaN 26.655954963875693 0.0010807302947385385 15.835173058444457 0.7027365541762431 1.399912717158723E-5 2.0352354829982 587.798730706866
2.036102647643045 0.47316867895399933 3.1236984159461083 2.128036255208492  -15.84908832581042 -15.84908832581042 -15.84908832581042 0.0 0.0 0.0 587.9746931883618 NaN 26.6669639666433 0.0010807451610566501 15.84908832581042 0.7025407249378308 1.3983682717549554E-5 2.036102647643045 587.9746931883618
2.0369698122879014 0.47296724486942576 3.125897495920367 2.12971719884507  -15.863003570529557 -15.863003570529557 -15.863003570529557 0.0 0.0 0.0 588.1505843642723 NaN 26.67797259052333 0.001080760027374762 15.863003570529557 0.7023450595884185 1.3968262586642933E-5 2.0369698122879014 588.1505843642723
2.037836976932769 0.47276598221810784 3.128096093486183 2.1313980707013007  -15.876918792627604 -15.876918792627604 -15.876918792627604 0.0 0.0 0.0 588.3264042856827 NaN 26.688980835748882 0.001080774893692874 15.876918792627604 0.7021495579189031 1.395286672945047E-5 2.037836976932769 588.3264042856827
2.0387041415776475 0.47256489078128777 3.130294208944932 2.133078870829167  -15.890833992130302 -15.890833992130302 -15.890833992130302 0.0 0.0 0.0 588.5021530036306 NaN 26.69998870255286 0.0010807897600109862 15.890833992130302 0.7019542197205383 1.3937495096677867E-5 2.0387041415776475 588.5021530036306
2.0395713062225376 0.47236397034057964 3.132491842597684 2.1347595992806045  -15.90474916906335 -15.90474916906335 -15.90474916906335 0.0 0.0 0.0 588.677830569106 NaN 26.71099619116794 0.0010808046263290987 15.90474916906335 0.7017590447849316 1.3922147639153024E-5 2.0395713062225376 588.677830569106
2.040438470867438 0.4721632206779692 3.1346889947451966 2.1364402561074973  -15.918664323452417 -15.918664323452417 -15.918664323452417 0.0 0.0 0.0 588.8534370330513 NaN 26.72200330182656 0.0010808194926472114 15.918664323452417 0.7015640329040458 1.390682430782575E-5 2.040438470867438 588.8534370330513
2.0413056355123493 0.47196264157581197 3.1368856656879274 2.138120841361684  -15.93257945532317 -15.93257945532317 -15.93257945532317 0.0 0.0 0.0 589.028972446361 NaN 26.733010034760955 0.001080834358965324 15.93257945532317 0.701369183870197 1.3891525053767335E-5 2.0413056355123493 589.028972446361
2.042172800157272 0.47176223281683366 3.1390818557260247 2.139801355094954  -15.946494564701245 -15.946494564701245 -15.946494564701245 0.0 0.0 0.0 589.2044368598825 NaN 26.744016390203132 0.0010808492252834371 15.946494564701245 0.7011744974760533 1.387624982817024E-5 2.042172800157272 589.2044368598825
2.043039964802206 0.47156199418412853 3.1412775651593328 2.14148179735905  -15.960409651612265 -15.960409651612265 -15.960409651612265 0.0 0.0 0.0 589.3798303244158 NaN 26.755022368384893 0.0010808640916015503 15.960409651612265 0.7009799735146355 1.38609985823477E-5 2.043039964802206 589.3798303244158
2.0439071294471507 0.47136192546115935 3.143472794287387 2.1431621682056634  -15.974324716081805 -15.974324716081805 -15.974324716081805 0.0 0.0 0.0 589.5551528907131 NaN 26.766027969537788 0.0010808789579196635 15.974324716081805 0.7007856117793158 1.3845771267733453E-5 2.0439071294471507 589.5551528907131
2.0447742940921065 0.47116202643175586 3.1456675434094215 2.1448424676864386  -15.988239758135435 -15.988239758135435 -15.988239758135435 0.0 0.0 0.0 589.7304046094795 NaN 26.777033193893164 0.001080893824237777 15.988239758135435 0.700591412063816 1.3830567835881302E-5 2.0447742940921065 589.7304046094795
2.0456414587370735 0.4709622968801145 3.1478618128243645 2.146522695852973  -16.0021547777987 -16.0021547777987 -16.0021547777987 0.0 0.0 0.0 589.9055855313726 NaN 26.788038041682153 0.001080908690555891 16.0021547777987 0.7003973741622087 1.381538823846481E-5 2.0456414587370735 589.9055855313726
2.046508623382051 0.4707627365907975 3.150055602830839 2.1482028527568144  -16.01606977509712 -16.01606977509712 -16.01606977509712 0.0 0.0 0.0 590.0806957070029 NaN 26.799042513135653 0.001080923556874005 16.01606977509712 0.7002034978689149 1.3800232427276944E-5 2.046508623382051 590.0806957070029
2.0473757880270407 0.4705633453487317 3.1522489137271696 2.1498829384494664  -16.02998475005621 -16.02998475005621 -16.02998475005621 0.0 0.0 0.0 590.2557351869336 NaN 26.81004660848437 0.001080938423192119 16.02998475005621 0.7000097829787042 1.3785100354229696E-5 2.0473757880270407 590.2557351869336
2.0482429526720405 0.470364122939209 3.1544417458113694 2.151562952982376  -16.043899702701417 -16.043899702701417 -16.043899702701417 0.0 0.0 0.0 590.4307040216806 NaN 26.821050327958748 0.0010809532895102332 16.043899702701417 0.6998162292866935 1.376999197135382E-5 2.0482429526720405 590.4307040216806
2.049110117317052 0.47016506914788386 3.156634099381156 2.1532428964069523  -16.057814633058214 -16.057814633058214 -16.057814633058214 0.0 0.0 0.0 590.6056022617129 NaN 26.83205367178905 0.0010809681558283477 16.057814633058214 0.6996228365883468 1.3754907230798374E-5 2.049110117317052 590.6056022617129
2.049977281962074 0.46996618376077404 3.1588259747339404 2.15492276877455  -16.071729541152028 -16.071729541152028 -16.071729541152028 0.0 0.0 0.0 590.780429957452 NaN 26.84305664020529 0.0010809830221464626 16.071729541152028 0.6994296046794736 1.3739846084830473E-5 2.049977281962074 590.780429957452
2.0508444466071065 0.46976746656425894 3.161017372166833 2.1566025701364766  -16.085644427008255 -16.085644427008255 -16.085644427008255 0.0 0.0 0.0 590.9551871592729 NaN 26.854059233437287 0.0010809978884645773 16.085644427008255 0.6992365333562297 1.372480848583489E-5 2.0508444466071065 590.9551871592729
2.0517116112521503 0.4695689173450791 3.163208291976644 2.158282300543995  -16.09955929065229 -16.09955929065229 -16.09955929065229 0.0 0.0 0.0 591.1298739175032 NaN 26.865061451714638 0.0010810127547826924 16.09955929065229 0.6990436224151145 1.3709794386313713E-5 2.0517116112521503 591.1298739175032
2.052578775897205 0.4693705358903355 3.1653987344598824 2.1599619600483178  -16.11347413210949 -16.11347413210949 -16.11347413210949 0.0 0.0 0.0 591.3044902824238 NaN 26.876063295266704 0.0010810276211008078 16.11347413210949 0.6988508716529721 1.369480373888605E-5 2.052578775897205 591.3044902824238
2.0534459405422707 0.4691723219874888 3.167588699912754 2.1616415487006106  -16.1273889514052 -16.1273889514052 -16.1273889514052 0.0 0.0 0.0 591.4790363042683 NaN 26.887064764322645 0.001081042487418923 16.1273889514052 0.6986582808669892 1.3679836496287647E-5 2.0534459405422707 591.4790363042683
2.0543131051873473 0.46897427542435843 3.169778188631167 2.1633210665519904  -16.141303748564734 -16.141303748564734 -16.141303748564734 0.0 0.0 0.0 591.6535120332239 NaN 26.898065859111405 0.0010810573537370389 16.141303748564734 0.6984658498546952 1.3664892611370548E-5 2.0543131051873473 591.6535120332239
2.0551802698324346 0.468776395989122 3.1719672009107285 2.1650005136535286  -16.155218523613385 -16.155218523613385 -16.155218523613385 0.0 0.0 0.0 591.8279175194308 NaN 26.909066579861694 0.0010810722200551544 16.155218523613385 0.6982735784139614 1.36499720371028E-5 2.0551802698324346 591.8279175194308
2.0560474344775326 0.46857868347031456 3.174155737046746 2.1666798900562463  -16.169133276576428 -16.169133276576428 -16.169133276576428 0.0 0.0 0.0 592.0022528129823 NaN 26.920066926802026 0.0010810870863732704 16.169133276576428 0.6980814663429996 1.3635074726568062E-5 2.0560474344775326 592.0022528129823
2.0569145991226416 0.46838113765682743 3.176343797334231 2.16835919581112  -16.183048007479105 -16.183048007479105 -16.183048007479105 0.0 0.0 0.0 592.1765179639252 NaN 26.931066900160676 0.0010811019526913866 16.183048007479105 0.6978895134403621 1.3620200632965311E-5 2.0569145991226416 592.1765179639252
2.0577817637677613 0.4681837583379082 3.1785313820678924 2.1700384309690763  -16.196962716346643 -16.196962716346643 -16.196962716346643 0.0 0.0 0.0 592.3507130222595 NaN 26.94206650016572 0.001081116819009503 16.196962716346643 0.6976977195049411 1.3605349709608491E-5 2.0577817637677613 592.3507130222595
2.0586489284128926 0.4679865453031591 3.1807184915421454 2.171717595580997  -16.210877403204258 -16.210877403204258 -16.210877403204258 0.0 0.0 0.0 592.5248380379386 NaN 26.953065727045022 0.0010811316853276197 16.210877403204258 0.6975060843359667 1.3590521909926157E-5 2.0586489284128926 592.5248380379386
2.059516093058034 0.46778949834253725 3.182905126051102 2.173396689697712  -16.224792068077114 -16.224792068077114 -16.224792068077114 0.0 0.0 0.0 592.6988930608692 NaN 26.964064581026204 0.0010811465516457365 16.224792068077114 0.6973146077330086 1.3575717187461221E-5 2.059516093058034 592.6988930608692
2.060383257703186 0.4675926172463531 3.1850912858885803 2.175075713370008  -16.238706710990378 -16.238706710990378 -16.238706710990378 0.0 0.0 0.0 592.8728781409117 NaN 26.975063062336687 0.0010811614179638532 16.238706710990378 0.697123289495973 1.3560935495870528E-5 2.060383257703186 592.8728781409117
2.061250422348349 0.4673959018052699 3.1872769713481017 2.176754666648623  -16.25262133196918 -16.25262133196918 -16.25262133196918 0.0 0.0 0.0 593.0467933278798 NaN 26.986061171203676 0.0010811762842819702 16.25262133196918 0.6969321294251024 1.3546176788924571E-5 2.061250422348349 593.0467933278798
2.0621175869935224 0.46719935181030314 3.189462182722891 2.178433549584248  -16.266535931038636 -16.266535931038636 -16.266535931038636 0.0 0.0 0.0 593.2206386715408 NaN 26.997058907854175 0.0010811911506000875 16.266535931038636 0.6967411273209763 1.3531441020507162E-5 2.0621175869935224 593.2206386715408
2.062984751638707 0.46700296705281946 3.1916469203058773 2.180112362227527  -16.280450508223844 -16.280450508223844 -16.280450508223844 0.0 0.0 0.0 593.3944142216158 NaN 27.008056272514942 0.001081206016918205 16.280450508223844 0.6965502829845084 1.3516728144615101E-5 2.062984751638707 593.3944142216158
2.0638519162839017 0.46680674732453664 3.193831184389692 2.181791104629055  -16.294365063549858 -16.294365063549858 -16.294365063549858 0.0 0.0 0.0 593.5681200277792 NaN 27.01905326541255 0.0010812208832363228 16.294365063549858 0.6963595962169483 1.3502038115357857E-5 2.0638519162839017 593.5681200277792
2.0647190809291076 0.4666106924175218 3.196014975266674 2.183469776839383  -16.308279597041736 -16.308279597041736 -16.308279597041736 0.0 0.0 0.0 593.7417561396594 NaN 27.030049886773334 0.0010812357495544407 16.308279597041736 0.6961690668198784 1.3487370886957214E-5 2.0647190809291076 593.7417561396594
2.065586245574324 0.4664148021241915 3.1981982932288657 2.185148378909013  -16.3221941087245 -16.3221941087245 -16.3221941087245 0.0 0.0 0.0 593.9153226068383 NaN 27.041046136823436 0.0010812506158725586 16.3221941087245 0.6959786945952149 1.3472726413746984E-5 2.065586245574324 593.9153226068383
2.0664534102195518 0.4662190762373108 3.200381138568017 2.1868269108884  -16.336108598623156 -16.336108598623156 -16.336108598623156 0.0 0.0 0.0 594.088819478852 NaN 27.05204201578877 0.001081265482190677 16.336108598623156 0.6957884793452058 1.3458104650172656E-5 2.0664534102195518 594.088819478852
2.0673205748647896 0.46602351454999247 3.20256351157558 2.188505372827952  -16.350023066762663 -16.350023066762663 -16.350023066762663 0.0 0.0 0.0 594.2622468051896 NaN 27.063037523895034 0.0010812803485087954 16.350023066762663 0.6955984208724318 1.3443505550791105E-5 2.0673205748647896 594.2622468051896
2.068187739510038 0.46582811685569614 3.204745412542717 2.1901837647780305  -16.36393751316799 -16.36393751316799 -16.36393751316799 0.0 0.0 0.0 594.435604635295 NaN 27.07403266136772 0.0010812952148269138 16.36393751316799 0.6954085189798044 1.3428929070270233E-5 2.068187739510038 594.435604635295
2.0690549041552977 0.46563288294822763 3.2069268417602963 2.1918620867889507  -16.377851937864072 -16.377851937864072 -16.377851937864072 0.0 0.0 0.0 594.6088930185656 NaN 27.085027428432102 0.0010813100811450326 16.377851937864072 0.6952187734705648 1.3414375163388667E-5 2.0690549041552977 594.6088930185656
2.0699220688005675 0.4654378126217386 3.209107799518892 2.1935403389109784  -16.391766340875808 -16.391766340875808 -16.391766340875808 0.0 0.0 0.0 594.7821120043527 NaN 27.09602182531324 0.0010813249474631514 16.391766340875808 0.695029184148285 1.3399843785035456E-5 2.0699220688005675 594.7821120043527
2.070789233445848 0.46524290567072524 3.211288286108787 2.195218521194336  -16.405680722228105 -16.405680722228105 -16.405680722228105 0.0 0.0 0.0 594.9552616419617 NaN 27.107015852235993 0.0010813398137812706 16.405680722228105 0.6948397508168651 1.338533489020972E-5 2.070789233445848 594.9552616419617
2.071656398091139 0.46504816189002784 3.2134683018199732 2.196896633689197  -16.419595081945815 -16.419595081945815 -16.419595081945815 0.0 0.0 0.0 595.1283419806521 NaN 27.11800950942499 0.0010813546800993899 16.419595081945815 0.694650473280534 1.3370848434020352E-5 2.071656398091139 595.1283419806521
2.072523562736441 0.4648535810748302 3.2156478469421494 2.198574676445689  -16.433509420053785 -16.433509420053785 -16.433509420053785 0.0 0.0 0.0 595.3013530696373 NaN 27.129002797104658 0.0010813695464175093 16.433509420053785 0.6944613513438483 1.3356384371685717E-5 2.072523562736441 595.3013530696373
2.073390727381753 0.4646591630206587 3.217826921764723 2.200252649513891  -16.44742373657683 -16.44742373657683 -16.44742373657683 0.0 0.0 0.0 595.4742949580852 NaN 27.1399957154992 0.001081384412735629 16.44742373657683 0.6942723848116914 1.334194265853331E-5 2.073390727381753 595.4742949580852
2.0742578920270756 0.4644649075233816 3.2200055265768124 2.20193055294384  -16.461338031539757 -16.461338031539757 -16.461338031539757 0.0 0.0 0.0 595.6471676951178 NaN 27.15098826483263 0.0010813992790537489 16.461338031539757 0.694083573489273 1.3327523249999445E-5 2.0742578920270756 595.6471676951178
2.075125056672409 0.4642708143792083 3.2221836616672457 2.2036083867855214  -16.475252304967345 -16.475252304967345 -16.475252304967345 0.0 0.0 0.0 595.8199713298111 NaN 27.16198044532873 0.001081414145371869 16.475252304967345 0.6938949171821281 1.3313126101628964E-5 2.075125056672409 595.8199713298111
2.075992221317753 0.4640768833846889 3.22436132732456 2.205286151088878  -16.48916655688435 -16.48916655688435 -16.48916655688435 0.0 0.0 0.0 595.9927059111956 NaN 27.172972257211082 0.001081429011689989 16.48916655688435 0.6937064156961175 1.3298751169074905E-5 2.075992221317753 595.9927059111956
2.076859385963107 0.46388311433671325 3.226538523837002 2.2069638459038026  -16.50308078731549 -16.50308078731549 -16.50308078731549 0.0 0.0 0.0 596.1653714882559 NaN 27.183963700703043 0.0010814438780081097 16.50308078731549 0.693518068837425 1.3284398408098211E-5 2.076859385963107 596.1653714882559
2.077726550608472 0.46368950703251016 3.2287152514925315 2.208641471280144  -16.516994996285487 -16.516994996285487 -16.516994996285487 0.0 0.0 0.0 596.3379681099315 NaN 27.19495477602777 0.0010814587443262302 16.516994996285487 0.6933298764125589 1.3270067774567391E-5 2.077726550608472 596.3379681099315
2.0785937152538474 0.4634960612696468 3.2308915105788194 2.2103190272677047  -16.530909183819027 -16.530909183819027 -16.530909183819027 0.0 0.0 0.0 596.5104958251158 NaN 27.20594548340822 0.001081473610644351 16.530909183819027 0.69314183822835 1.3255759224458228E-5 2.0785937152538474 596.5104958251158
2.079460879899233 0.4633027768460283 3.233067301383246 2.211996513916239  -16.54482334994077 -16.54482334994077 -16.54482334994077 0.0 0.0 0.0 596.6829546826567 NaN 27.216935823067114 0.0010814884769624717 16.54482334994077 0.6929539540919517 1.3241472713853502E-5 2.079460879899233 596.6829546826567
2.0803280445446295 0.46310965355989636 3.2352426241929066 2.213673931275457  -16.558737494675366 -16.558737494675366 -16.558737494675366 0.0 0.0 0.0 596.855344731357 NaN 27.227925795226977 0.001081503343280593 16.558737494675366 0.6927662238108382 1.3227208198942613E-5 2.0803280445446295 596.855344731357
2.0811952091900365 0.4629166912098292 3.2374174792946073 2.215351279395021  -16.572651618047438 -16.572651618047438 -16.572651618047438 0.0 0.0 0.0 597.0276660199737 NaN 27.23891540011012 0.001081518209598714 16.572651618047438 0.6925786471928052 1.3212965636021344E-5 2.0811952091900365 597.0276660199737
2.0820623738354542 0.4627238895947405 3.2395918669748682 2.217028558324549  -16.58656572008157 -16.58656572008157 -16.58656572008157 0.0 0.0 0.0 597.1999185972186 NaN 27.24990463793866 0.0010815330759168357 16.58656572008157 0.6923912240459681 1.3198744981491516E-5 2.0820623738354542 597.1999185972186
2.082929538480882 0.46253124851387895 3.2417657875199204 2.218705768113609  -16.600479800802347 -16.600479800802347 -16.600479800802347 0.0 0.0 0.0 597.372102511758 NaN 27.260893508934476 0.0010815479422349574 16.600479800802347 0.6922039541787627 1.3184546191860713E-5 2.082929538480882 597.372102511758
2.0837967031263203 0.46233876776682725 3.2439392412157106 2.220382908811727  -16.614393860234326 -16.614393860234326 -16.614393860234326 0.0 0.0 0.0 597.5442178122131 NaN 27.27188201331925 0.0010815628085530792 16.614393860234326 0.6920168373999427 1.3170369223741947E-5 2.0837967031263203 597.5442178122131
2.0846638677717686 0.46214644715350167 3.2461122283478994 2.222059980468381  -16.62830789840203 -16.62830789840203 -16.62830789840203 0.0 0.0 0.0 597.7162645471595 NaN 27.28287015131446 0.001081577674871201 16.62830789840203 0.6918298735185806 1.3156214033853384E-5 2.0846638677717686 597.7162645471595
2.085531032417228 0.461954286474151 3.248284749201864 2.223736983133004  -16.642221915329984 -16.642221915329984 -16.642221915329984 0.0 0.0 0.0 597.8882427651282 NaN 27.293857923141392 0.0010815925411893233 16.642221915329984 0.6916430623440661 1.3142080579018012E-5 2.085531032417228 597.8882427651282
2.0863981970626972 0.4617622855293566 3.2504568040626913 2.225413916854982  -16.656135911042657 -16.656135911042657 -16.656135911042657 0.0 0.0 0.0 598.0601525146042 NaN 27.304845329021084 0.0010816074075074456 16.656135911042657 0.6914564036861063 1.31279688161634E-5 2.0863981970626972 598.0601525146042
2.087265361708177 0.4615704441200308 3.2526283932151885 2.2270907816836556  -16.67004988556453 -16.67004988556453 -16.67004988556453 0.0 0.0 0.0 598.231993844028 NaN 27.31583236917439 0.001081622273825568 16.67004988556453 0.6912698973547237 1.3113878702321327E-5 2.087265361708177 598.231993844028
2.0881325263536676 0.4613787620474168 3.2547995169438764 2.2287675776683193  -16.68396383892004 -16.68396383892004 -16.68396383892004 0.0 0.0 0.0 598.403766801795 NaN 27.32681904382196 0.0010816371401436908 16.68396383892004 0.691083543160257 1.3099810194627536E-5 2.0881325263536676 598.403766801795
2.088999690999168 0.4611872391130879 3.2569701755329903 2.230444304858221  -16.697877771133598 -16.697877771133598 -16.697877771133598 0.0 0.0 0.0 598.575471436255 NaN 27.337805353184216 0.001081652006461814 16.697877771133598 0.6908973409133595 1.3085763250321424E-5 2.088999690999168 598.575471436255
2.0898668556446784 0.46099587511894674 3.2591403692664844 2.232120963302565  -16.711791682229617 -16.711791682229617 -16.711791682229617 0.0 0.0 0.0 598.7471077957135 NaN 27.34879129748138 0.001081666872779937 16.711791682229617 0.6907112904249995 1.3071737826745743E-5 2.0898668556446784 598.7471077957135
2.0907340202901996 0.4608046698672243 3.26131009842803 2.2337975530505076  -16.725705572232467 -16.725705572232467 -16.725705572232467 0.0 0.0 0.0 598.9186759284308 NaN 27.359776876933495 0.0010816817390980602 16.725705572232467 0.6905253915064579 1.3057733881346283E-5 2.0907340202901996 598.9186759284308
2.091601184935731 0.46061362316047993 3.263479363301014 2.2354740741511607  -16.739619441166507 -16.739619441166507 -16.739619441166507 0.0 0.0 0.0 599.0901758826222 NaN 27.37076209176035 0.0010816966054161836 16.739619441166507 0.6903396439693289 1.304375137167163E-5 2.091601184935731 599.0901758826222
2.0924683495812726 0.46042273480160006 3.265648164168541 2.2371505266535903  -16.75353328905607 -16.75353328905607 -16.75353328905607 0.0 0.0 0.0 599.2616077064582 NaN 27.381746942181557 0.0010817114717343072 16.75353328905607 0.6901540476255195 1.3029790255372837E-5 2.0924683495812726 599.2616077064582
2.0933355142268244 0.46023200459379787 3.2678165013134346 2.238826910606817  -16.76744711592546 -16.76744711592546 -16.76744711592546 0.0 0.0 0.0 599.4329714480646 NaN 27.39273142841652 0.001081726338052431 16.76744711592546 0.6899686022872473 1.3015850490203124E-5 2.0933355142268244 599.4329714480646
2.094202678872387 0.46004143234061223 3.269984375018238 2.240503226059816  -16.781360921798978 -16.781360921798978 -16.781360921798978 0.0 0.0 0.0 599.6042671555223 NaN 27.40371555068443 0.0010817412043705548 16.781360921798978 0.6897833077670421 1.3001932034017618E-5 2.094202678872387 599.6042671555223
2.09506984351796 0.4598510178459075 3.2721517855652107 2.242179473061516  -16.795274706700894 -16.795274706700894 -16.795274706700894 0.0 0.0 0.0 599.7754948768677 NaN 27.414699309204277 0.001081756070688679 16.795274706700894 0.6895981638777433 1.2988034844773044E-5 2.09506984351796 599.7754948768677
2.095937008163543 0.45966076091387276 3.274318733236331 2.2438556516608  -16.809188470655428 -16.809188470655428 -16.809188470655428 0.0 0.0 0.0 599.9466546600921 NaN 27.42568270419482 0.0010817709370068032 16.809188470655428 0.6894131704325005 1.2974158880527456E-5 2.095937008163543 599.9466546600921
2.0968041728091356 0.4594706613490208 3.2764852183132973 2.245531761906505  -16.823102213686816 -16.823102213686816 -16.823102213686816 0.0 0.0 0.0 600.1177465531426 NaN 27.43666573587464 0.0010817858033249279 16.823102213686816 0.6892283272447721 1.2960304099439921E-5 2.0968041728091356 600.1177465531426
2.0976713374547393 0.4592807189561875 3.2786512410775326 2.2472078038474286  -16.837015935819274 -16.837015935819274 -16.837015935819274 0.0 0.0 0.0 600.2887706039216 NaN 27.44764840446213 0.0010818006696430525 16.837015935819274 0.6890436341283249 1.2946470459770214E-5 2.0976713374547393 600.2887706039216
2.098538502100353 0.4590909335405317 3.280816801810173 2.2488837775323143  -16.850929637076955 -16.850929637076955 -16.850929637076955 0.0 0.0 0.0 600.4597268602869 NaN 27.458630710175427 0.0010818155359611774 16.850929637076955 0.688859090897234 1.2932657919878617E-5 2.098538502100353 600.4597268602869
2.0994056667459766 0.45890130490753395 3.2829819007920804 2.250559683009866  -16.86484331748403 -16.86484331748403 -16.86484331748403 0.0 0.0 0.0 600.6306153700517 NaN 27.46961265323249 0.0010818304022793023 16.86484331748403 0.6886746973658812 1.2918866438225558E-5 2.0994056667459766 600.6306153700517
2.10027283139161 0.4587118328629962 3.285146538303834 2.25223552032874  -16.878756977064626 -16.878756977064626 -16.878756977064626 0.0 0.0 0.0 600.801436180985 NaN 27.480594233851075 0.0010818452685974274 16.878756977064626 0.6884904533489548 1.290509597337133E-5 2.10027283139161 600.801436180985
2.101139996037254 0.4585225172130407 3.2873107146257388 2.2539112895375486  -16.892670615842864 -16.892670615842864 -16.892670615842864 0.0 0.0 0.0 600.9721893408113 NaN 27.491575452248743 0.0010818601349155527 16.892670615842864 0.6883063586614494 1.289134648397585E-5 2.101139996037254 600.9721893408113
2.102007160682908 0.4583333577641099 3.289474430037819 2.2555869906848587  -16.906584233842832 -16.906584233842832 -16.906584233842832 0.0 0.0 0.0 601.1428748972106 NaN 27.502556308642827 0.0010818750012336785 16.906584233842832 0.6881224131186644 1.2877617928798337E-5 2.102007160682908 601.1428748972106
2.102874325328572 0.45814435432296535 3.291637684819822 2.2572626238191917  -16.920497831088607 -16.920497831088607 -16.920497831088607 0.0 0.0 0.0 601.3134928978188 NaN 27.513536803250474 0.001081889867551804 16.920497831088607 0.6879386165362045 1.286391026669705E-5 2.102874325328572 601.3134928978188
2.103741489974246 0.45795550669668744 3.2938004792512157 2.2589381889890237  -16.934411407604216 -16.934411407604216 -16.934411407604216 0.0 0.0 0.0 601.4840433902274 NaN 27.524516936288617 0.00108190473386993 16.934411407604216 0.687754968729978 1.285022345662902E-5 2.103741489974246 601.4840433902274
2.104608654619931 0.4577668146926741 3.295962813611197 2.2606136862427895  -16.948324963413718 -16.948324963413718 -16.948324963413718 0.0 0.0 0.0 601.6545264219839 NaN 27.535496707974 0.001081919600188056 16.948324963413718 0.6875714695161962 1.283655745764971E-5 2.104608654619931 601.6545264219839
2.1054758192656253 0.4575782781186411 3.2981246881786768 2.262289115628871  -16.962238498541083 -16.962238498541083 -16.962238498541083 0.0 0.0 0.0 601.8249420405912 NaN 27.54647611852313 0.001081934466506182 16.962238498541083 0.6873881187113744 1.2822912228912856E-5 2.1054758192656253 601.8249420405912
