#state rho e tau(6) p c^2 T s cv gamma alphavol
0.0 14.769113047811098 0.0 3.9708177111200764  -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 NaN 14.769113047811098 2.2270578829649022E-4 6.504866723994424E-5 NaN NaN
2.145E-5 14.769113047811098 2.145E-5 3.9708177111200764  1.0913542373116492E-9 1.0913542373116492E-9 1.0913542373116492E-9 0.0 0.0 0.0 -1.0913542373116492E-9 -4.043162135679816E-5 14.769113047811098 2.2270578829649022E-4 6.504866723994424E-5 0.6382080827184685 -47868.767875457095
4.29E-5 15.172075525374403 4.29E-5 3.9702695763713174  1.6187001210857114E-8 1.6187001210857114E-8 1.6187001210857114E-8 0.0 0.0 0.0 -1.6187001210857114E-8 -0.001980362320228144 15.172075525374403 2.2270578829649022E-4 6.482806980971105E-5 0.6396406230944748 -488.08693425383893
1.0725E-4 15.73853984827361 1.0725E-4 3.9690729593081793  1.1714694183583641E-7 1.1714694183583641E-7 1.1714694183583641E-7 0.0 0.0 0.0 -1.1714694183583641E-7 -0.002625826989063276 15.73853984827361 2.2270578829649022E-4 6.455232302192418E-5 0.6415290817682551 -147.0499277899496
2.145E-4 16.195051289869404 2.145E-4 3.967600525455529  4.232744981206729E-7 4.232744981206729E-7 4.232744981206729E-7 0.0 0.0 0.0 -4.232744981206729E-7 -0.005360866520781702 16.195051289869404 2.2270578829649025E-4 6.437308760985932E-5 0.6428356251444354 -35.986696948218835
4.29E-4 16.678067168286802 4.29E-4 3.965356319217263  1.4229492151643876E-6 1.4229492151643876E-6 1.4229492151643876E-6 0.0 0.0 0.0 -1.4229492151643876E-6 -0.011293502700284851 16.678067168286802 2.227057882964902E-4 6.42352142159567E-5 0.6439434215352144 -8.537582933175349
0.0010725 17.361566123506027 0.0010725 3.9605035908512187  6.676201238542704E-6 6.676201238542704E-6 6.676201238542704E-6 0.0 0.0 0.0 -6.676201238542704E-6 -0.013156477377647531 17.361566123506027 2.2270578829649022E-4 6.408355348267484E-5 0.6455867425746964 -2.932002018243263
0.002145 17.916452398311797 0.002145 3.9545704207940178  2.0982223013046557E-5 2.0982223013046557E-5 2.0982223013046557E-5 0.0 0.0 0.0 -2.0982223013046557E-5 -0.024522901088995686 17.916452398311797 2.2270578829649022E-4 6.398704210694667E-5 0.6471899141582543 -0.7872716858495041
0.00429 18.507815433253583 0.00429 3.9455620051919023  6.513593375949917E-5 6.513593375949917E-5 6.513593375949917E-5 0.0 0.0 0.0 -6.513593375949917E-5 -0.04875321742408238 18.507815433253583 2.2270578829649025E-4 6.39732547675613E-5 0.6486430954103093 -0.19840091575064076
0.010725 19.352842740915282 0.010725 3.9261341316359855  2.8779519543939923E-4 2.8779519543939923E-4 2.8779519543939923E-4 0.0 0.0 0.0 -2.8779519543939923E-4 -0.055476136734162726 19.352842740915282 2.2270578829649022E-4 6.402840412511501E-5 0.6513776203698862 -0.07009741455062155
0.02145 20.046780434774924 0.02145 3.9024226036685064  8.806214155978602E-4 8.806214155978602E-4 8.806214155978602E-4 0.0 0.0 0.0 -8.806214155978602E-4 -0.07586975836739089 20.046780434774924 2.2270578829649022E-4 6.4180064858403E-5 0.6540877668697113 -0.025795276116829878
0.032175 20.47749950392407 0.032175 3.8832210705486547  0.0016914752951046057 0.0016914752951046057 0.0016914752951046057 0.0 0.0 0.0 -0.0016914752951046057 -0.13679897394619162 20.47749950392407 2.227057882964902E-4 6.43179382522995E-5 0.6561784053745279 -0.009588543716213427
0.053625 21.049281683266496 0.053625 3.8513220702441884  0.003845114825145755 0.003845114825145755 0.003845114825145755 0.0 0.0 0.0 -0.003845114825145755 -0.1632795229486902 21.049281683266496 2.2270578829649022E-4 6.456611036130953E-5 0.6595098971780597 -0.004863253560372095
0.0858 21.60732930444709 0.0858 3.8119449530828797  0.008178571663289919 0.008178571663289919 0.008178571663289919 0.0 0.0 0.0 -0.008178571663289919 -0.21074595695371123 21.60732930444709 2.227057882964902E-4 6.488321916727089E-5 0.6636124889418403 -0.002381224818303885
0.1287 22.116486762202854 0.1287 3.7678029169730385  0.015675286208147707 0.015675286208147707 0.015675286208147707 0.0 0.0 0.0 -0.015675286208147707 -0.3174389797858622 22.116486762202854 2.2270578829649022E-4 6.524168999140057E-5 0.668398005676085 -0.0010673861077687668
0.2145 22.7999645202658 0.2145 3.694479968356096  0.03555842625119545 0.03555842625119545 0.03555842625119545 0.0 0.0 0.0 -0.03555842625119545 -0.35595798841508297 22.7999645202658 2.2270578829649025E-4 6.587590760331714E-5 0.6767614971884638 -5.838969597043441E-4
0.32175 23.38151689221116 0.32175 3.6179710747229494  0.06810109941387775 0.06810109941387775 0.06810109941387775 0.0 0.0 0.0 -0.06810109941387775 -0.5546664189507576 23.38151689221116 2.2270578829649022E-4 6.655148723340817E-5 0.6868448633519925 -2.5613326816157836E-4
0.53625 24.1750934148904 0.53625 3.4908938864097063  0.15436584309912554 0.15436584309912554 0.15436584309912554 0.0 0.0 0.0 -0.15436584309912554 -0.6664185522794763 24.1750934148904 2.2270578829649022E-4 6.775098576029611E-5 0.7075545537084162 -1.341408842443262E-4
0.858 24.98366667317126 0.858 3.3340626919565914  0.3276567511005875 0.3276567511005875 0.3276567511005875 0.0 0.0 0.0 -0.3276567511005875 -0.8702047484350406 24.98366667317126 2.227057882964902E-4 6.943304116582488E-5 0.7429954213115398 -6.909451752646554E-5
1.287 25.76648184714801 1.287 3.158287148406369  0.6270440075603749 0.6270440075603749 0.6270440075603749 0.0 0.0 0.0 -0.6270440075603749 -1.0731635831921014 25.76648184714801 2.2270578829649022E-4 7.180446354083005E-5 0.8022592700011942 -4.170822542218172E-5
1.716 26.406906510191888 1.716 3.004943935279779  0.9936476292231758 0.9936476292231758 0.9936476292231758 0.0 0.0 0.0 -0.9936476292231758 -1.3585955979478606 26.406906510191888 2.2270578829649022E-4 7.410694921888391E-5 0.8707215265354904 -2.7677746659834356E-5
2.145 26.986183005651885 2.145 2.8663769297078727  1.419969980735239 1.419969980735239 1.419969980735239 0.0 0.0 0.0 -1.419969980735239 -1.6808522816624303 26.986183005651885 2.2270578829649022E-4 7.614747544854237E-5 0.9421925771735283 -1.9899324926004838E-5
2.68125 27.659241968863565 2.68125 2.7079762053202368  2.0289699076036114 2.0289699076036114 2.0289699076036114 0.0 0.0 0.0 -2.0289699076036114 -1.9253109621349105 27.659241968863565 2.2270578829649022E-4 7.864298387805254E-5 1.0400912785204453 -1.5845036529775425E-5
3.2175 28.303751529815123 3.2175 2.561876035826632  2.715537252662773 2.715537252662773 2.715537252662773 0.0 0.0 0.0 -2.715537252662773 -2.2502091046650476 28.303751529815123 2.2270578829649022E-4 8.126257836206162E-5 1.1492334532715482 -1.2899041029373463E-5
3.75375 28.94288489217778 3.75375 2.4252841815723363  3.473825525118071 3.473825525118071 3.473825525118071 0.0 0.0 0.0 -3.473825525118071 -2.5818929192214237 28.94288489217778 2.2270578829649022E-4 8.403383357936481E-5 1.2694114744976717 -1.1006595959387599E-5
4.29 29.595327942043234 4.29 2.2963521054782827  4.299035717864554 4.299035717864554 4.299035717864554 0.0 0.0 0.0 -4.299035717864554 -3.161415038189543 29.595327942043234 2.2270578829649025E-4 8.694296219056451E-5 1.399747308405725 -8.973157006087973E-6
5.3625 30.99473753438318 5.3625 2.056630502363079  6.133781978927212 6.133781978927212 6.133781978927212 0.0 0.0 0.0 -6.133781978927212 -3.5967490929776256 30.99473753438318 2.2270578829649022E-4 9.316105225526192E-5 1.6862975217273597 -8.145000945386875E-6
6.435 32.599963115094624 6.435 1.835864094109418  8.188866245374456 8.188866245374456 8.188866245374456 0.0 0.0 0.0 -8.188866245374456 -4.380566364441422 32.599963115094624 2.2270578829649022E-4 9.969625112591149E-5 1.988717961612372 -7.033527804895423E-6
7.5075 34.518385387063454 7.5075 1.6300427512141793  10.431440498817022 10.431440498817022 10.431440498817022 0.0 0.0 0.0 -10.431440498817022 -5.177488730537227 34.518385387063454 2.2270578829649022E-4 1.0605221458449622E-4 2.290481229638788 -6.2493086657298E-6
8.58 36.88391559183487 8.58 1.4367124053900397  12.82024587373971 12.82024587373971 12.82024587373971 0.0 0.0 0.0 -12.82024587373971 -5.9404599250411 36.88391559183487 2.2270578829649022E-4 1.1136034024947487E-4 2.5695281978555817 -5.614053912404936E-6
9.6525 39.88343762207016 9.6525 1.2544082596874497  15.29860540342211 15.29860540342211 15.29860540342211 0.0 0.0 0.0 -15.29860540342211 -6.5994638162574715 39.88343762207016 2.227057882964902E-4 1.1421431950311474E-4 2.79885359557018 -5.01824979910764E-6
10.725 43.791809521732965 10.725 1.0823794065645724  17.786756495406728 17.786756495406728 17.786756495406728 0.0 0.0 0.0 -17.786756495406728 -7.054990608377987 43.791809521732965 2.2270578829649022E-4 1.125874134551458E-4 2.9403856001945963 -4.3752249637872215E-6
11.7975 48.54200427494753 11.7975 0.9205851553235184  20.163617067331217 20.163617067331217 20.163617067331217 0.0 0.0 0.0 -20.163617067331217 -7.219019773868824 48.54200427494753 2.2270578829649022E-4 1.0782940263180881E-4 3.0153770655619896 -3.8177774564797345E-6
12.87 53.98131235406812 12.87 0.7696145007216001  22.253561091447715 22.253561091447715 22.253561091447715 0.0 0.0 0.0 -22.253561091447715 -7.659983026915545 53.98131235406812 2.2270578829649022E-4 1.0211868665665414E-4 3.067111090927389 -3.1770816261500414E-6
13.9425 84.14561592878414 13.9425 0.5752816417089679  25.113913603781615 25.113913603781615 25.113913603781615 0.0 0.0 0.0 -25.113913603781615 -7.713148146139525 84.14561592878414 2.2270578829649022E-4 1.271289553647169E-4 3.085105818003619 -3.6470541956960177E-6
15.015 107.87765385967327 15.015 0.44280573260678474  26.621560309355573 26.621560309355573 26.621560309355573 0.0 0.0 0.0 -26.621560309355573 -6.623571292161632 107.87765385967327 2.2270578829649022E-4 1.2608111728217283E-4 3.0937091748272083 -3.922039671949496E-6
16.0875 130.1588179605643 16.0875 0.32235509155236525  27.304621407489766 27.304621407489766 27.304621407489766 0.0 0.0 0.0 -27.304621407489766 -5.417409041462828 130.1588179605643 2.2270578829649022E-4 1.2460311409205694E-4 3.0802503167648436 -4.40387232023013E-6
17.16 155.2085500843895 17.16 0.21644733347351047  26.75213246370785 26.75213246370785 26.75213246370785 0.0 0.0 0.0 -26.75213246370785 -4.015992240142474 155.2085500843895 2.2270578829649022E-4 1.272309641625636E-4 3.0329477344572613 -5.599478689721183E-6
17.69625 171.73296543621976 17.69625 0.17011139467316863  25.840956971289916 25.840956971289916 25.840956971289916 0.0 0.0 0.0 -25.840956971289916 -2.4367607862914387 171.73296543621976 2.2270578829649022E-4 1.2676770949520436E-4 3.007347437565096 -8.84093313546208E-6
18.2325 187.66874369998192 18.2325 0.12823293733206362  24.43310221847683 24.43310221847683 24.43310221847683 0.0 0.0 0.0 -24.43310221847683 -1.0237951970250652 187.66874369998192 2.2270578829649022E-4 1.26239654323779E-4 2.9763313786868486 -2.0128794666738786E-5
18.76875 203.04032264195715 18.76875 0.09122256276971252  22.446292618852688 22.446292618852688 22.446292618852688 0.0 0.0 0.0 -22.446292618852688 0.6210027272769559 203.04032264195715 2.2270578829649022E-4 1.2564155945859857E-4 2.939844789019908 3.169048336093869E-5
19.305 217.9850373635283 19.305 0.05954690249157551  19.78755366177521 19.78755366177521 19.78755366177521 0.0 0.0 0.0 -19.78755366177521 2.427978518038806 217.9850373635283 2.2270578829649022E-4 1.277536621363466E-4 2.8870163295612237 7.868789956954474E-6
19.78653 235.96396382661982 19.78653 0.03671825056611701  16.70607901906825 16.70607901906825 16.70607901906825 0.0 0.0 0.0 -16.70607901906825 4.460393672482439 235.96396382661982 2.2270578829649022E-4 1.2740175444911863E-4 2.8450712603180617 4.1070096983412645E-6
20.26806 253.28121010347598 20.26806 0.01893507100065211  12.919376314994487 12.919376314994487 12.919376314994487 0.0 0.0 0.0 -12.919376314994487 6.646478711071619 253.28121010347598 2.2270578829649022E-4 1.270176971707119E-4 2.7986534604031705 2.638818749958462E-6
20.74959 269.9506379791268 20.74959 0.006616062786483785  8.337242937506808 8.337242937506808 8.337242937506808 0.0 0.0 0.0 -8.337242937506808 9.090208053305034 269.9506379791268 2.2270578829649022E-4 1.2660106739125312E-4 2.7478385938579764 1.8443580824010185E-6
21.23112 285.98528712658174 21.23112 2.11285395815667E-4  2.8607921406015655 2.8607921406015655 2.8607921406015655 0.0 0.0 0.0 -2.8607921406015655 11.59623844584105 285.98528712658174 2.2270578829649025E-4 1.2615164428401375E-4 2.692627549326615 1.3796825091853106E-6
21.71265 302.17696951710934 21.71265 2.3978128169891127E-4  -3.4182385837039844 -3.4182385837039844 -3.4182385837039844 0.0 0.0 0.0 3.4182385837039844 13.879344111881737 302.17696951710934 2.2270578829649022E-4 1.2769195918685742E-4 2.6263287796253754 1.112835235084405E-6
22.19418 320.5230646964662 22.19418 0.007126371420713163  -10.36381981976536 -10.36381981976536 -10.36381981976536 0.0 0.0 0.0 10.36381981976536 16.036452403490614 320.5230646964662 2.2270578829649022E-4 1.2735258642588952E-4 2.570370000803343 9.197208030571456E-7
22.67571 338.1457143496364 22.67571 0.02055559121014052  -17.97399442038026 -17.97399442038026 -17.97399442038026 0.0 0.0 0.0 17.97399442038026 18.240542317125172 338.1457143496364 2.2270578829649022E-4 1.269926010677344E-4 2.517222543666456 7.7286099640876E-7
