# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
10.378585713388638 0.9442519694526156 0.11292965879425541 0.004986393685673963  -2.2041126834806386 -2.2041126834806386 -2.2041126834806386 0.0 0.0 0.0 310.5920370529802 NaN 4.510344298699588 1.2260091957038354E-4 2.2041126834806386 0.98755504451402 2.5864683465922106E-6 10.378585713388638 310.5920370529802
10.381854559228593 0.9439546609029142 0.11359889720354133 0.005053359029901789  -2.2182972070161013 -2.2182972070161013 -2.2182972070161013 0.0 0.0 0.0 310.68862846934604 NaN 4.52232586245887 1.2260097175743198E-4 2.2182972070161013 0.9872520441600781 2.5780133430663167E-6 10.381854559228593 310.68862846934604
10.385123405068569 0.9436575395162861 0.11426841427318193 0.0051209370290808244  -2.2325117904224663 -2.2325117904224663 -2.2325117904224663 0.0 0.0 0.0 310.78519274722925 NaN 4.523558661347119 1.2260089828135658E-4 2.2325117904224663 0.9869995944852304 2.575839141437189E-6 10.385123405068569 310.78519274722925
10.38839225090856 0.9433606051160517 0.11493820891011425 0.005188733554212894  -2.2467371625140347 -2.2467371625140347 -2.2467371625140347 0.0 0.0 0.0 310.8817319422898 NaN 4.535532912762919 1.2260084740099087E-4 2.2467371625140347 0.9867116393963912 2.567479950049421E-6 10.38839225090856 310.8817319422898
10.391661096748567 0.943063857525753 0.11560827979722134 0.005257024904282666  -2.260986819901475 -2.260986819901475 -2.260986819901475 0.0 0.0 0.0 310.97823690336224 NaN 4.536736571979974 1.2260084740099087E-4 2.260986819901475 0.986343582786276 2.5650341896321244E-6 10.391661096748567 310.97823690336224
10.394929942588593 0.9427672965691541 0.11627862637418333 0.005325650706314714  -2.2752529729092044 -2.2752529729092044 -2.2752529729092044 0.0 0.0 0.0 311.07470545699306 NaN 4.548717755700275 1.2260084740099087E-4 2.2752529729092044 0.9860028654486953 2.5565900377777156E-6 10.394929942588593 311.07470545699306
10.398198788428635 0.9424709220702412 0.1169492498075168 0.005394655893057192  -2.2895377600324958 -2.2895377600324958 -2.2895377600324958 0.0 0.0 0.0 311.1711534465989 NaN 4.549959523070704 1.226008308497673E-4 2.2895377600324958 0.9857987965228664 2.5545596494436646E-6 10.398198788428635 311.1711534465989
10.401467634268696 0.9421747338532209 0.11762014905502756 0.0054641136425370085  -2.303844763473174 -2.303844763473174 -2.303844763473174 0.0 0.0 0.0 311.26757069210936 NaN 4.561934545631767 1.226008308497673E-4 2.303844763473174 0.9854889917520261 2.5462527964781437E-6 10.401467634268696 311.26757069210936
10.40473648010877 0.941878731742522 0.11829132303087224 0.005533832385760238  -2.318164637656266 -2.318164637656266 -2.318164637656266 0.0 0.0 0.0 311.36395720199334 NaN 4.563153301474036 1.226008308497673E-4 2.318164637656266 0.9851793816432121 2.5439734982643225E-6 10.40473648010877 311.36395720199334
10.408005325948862 0.9415829155627924 0.11896277089837463 0.005604120952841097  -2.332512462893237 -2.332512462893237 -2.332512462893237 0.0 0.0 0.0 311.46031132212005 NaN 4.575127574473109 1.226008308497673E-4 2.332512462893237 0.9848241604398453 2.535603797073261E-6 10.408005325948862 311.46031132212005
10.411274171788973 0.9412872851389008 0.11963449186946021 0.005674552581021265  -2.3468674261680347 -2.3468674261680347 -2.3468674261680347 0.0 0.0 0.0 311.55662909432317 NaN 4.576331303852267 1.226008308497673E-4 2.3468674261680347 0.9844573898010057 2.533197178272939E-6 10.411274171788973 311.55662909432317
10.414543017629098 0.9409918402959365 0.12030648495164895 0.005745671450646307  -2.3612560065692647 -2.3612560065692647 -2.3612560065692647 0.0 0.0 0.0 311.65291310924533 NaN 4.588300434865994 1.226008308497673E-4 2.3612560065692647 0.9841459862599049 2.5249970418514E-6 10.414543017629098 311.65291310924533
10.417811863469243 0.9406965808592069 0.12097914412952296 0.005816903958652089  -2.375650265408244 -2.375650265408244 -2.375650265408244 0.0 0.0 0.0 311.7491664289306 NaN 4.600274982554555 1.226008308497673E-4 2.375650265408244 0.9838441352425872 2.5168620463354193E-6 10.417811863469243 311.7491664289306
10.421080709309402 0.9404015066542403 0.12165207564128434 0.005888767791965947  -2.3900754036664864 -2.3900754036664864 -2.3900754036664864 0.0 0.0 0.0 311.8453925560094 NaN 4.6015110449616445 1.226008308497673E-4 2.3900754036664864 0.9835930361903095 2.514754710971724E-6 10.421080709309402 311.8453925560094
10.424349555149579 0.9401066175067823 0.12232527780838219 0.005960832087254165  -2.4045104513111566 -2.4045104513111566 -2.4045104513111566 0.0 0.0 0.0 311.94158573605847 NaN 4.6134615043195195 1.2259892748821253E-4 2.4045104513111566 0.9832364628838619 2.506506179493238E-6 10.424349555149579 311.94158573605847
10.427618400989775 0.9398119132427974 0.12299875040773735 0.006033410403473816  -2.418970632032967 -2.418970632032967 -2.418970632032967 0.0 0.0 0.0 312.0377514371309 NaN 4.614697874406634 1.2259892748821315E-4 2.418970632032967 0.982985711753346 2.5044102548075327E-6 10.427618400989775 312.0377514371309
10.430887246829986 0.9395173936884692 0.12366554539763194 0.006106915770120338  -2.4333066162538324 -2.4333066162538324 -2.4333066162538324 0.0 0.0 0.0 312.1338921052032 NaN 4.437907291352132 1.2475434274930103E-4 2.4333066162538324 0.5846823648930545 1.575709636525093E-6 10.430887246829986 312.1338921052032
10.434156092670214 0.939223058670198 0.12431800913174028 0.006171749374457105  -2.4473622953342695 -2.4473622953342695 -2.4473622953342695 0.0 0.0 0.0 312.1490181151563 NaN 4.2355367448669785 1.2958598034678635E-4 2.4473622953342695 -0.2593573811831313 -7.604853422241357E-7 10.434156092670214 312.1490181151563
10.437424938510457 0.9389289080146023 0.1246631837743047 0.006258785107539588  -2.4537105321668466 -2.4537105321668466 -2.4537105321668466 0.0 0.0 0.0 312.07420933870975 NaN 0.021286273126909495 1.3812154059919386E-4 2.4537105321668466 -1.6084581092253454 -9.99949742303729E-4 10.437424938510457 312.07420933870975
10.440693784350715 0.9386349415485172 NaN 0.006342713765064534  -2.4561415962276825 -2.4561415962276825 -2.4561415962276825 0.0 0.0 0.0 311.84099115287273 NaN -0.11576112863325229 1.4787465291696774E-4 2.4561415962276825 -2.969493563230681 3.6331557465098897E-4 10.440693784350715 311.84099115287273
10.443962630190994 0.9383411590989945 NaN 0.006414468670875874  -2.4583857742063224 -2.4583857742063224 -2.4583857742063224 0.0 0.0 0.0 311.50695125966274 NaN -0.8057725716736279 1.5145189947635528E-4 2.4583857742063224 -3.423164385056349 6.160623815245219E-5 10.443962630190994 311.50695125966274
10.447231476031286 0.9380475604933034 NaN 0.006488176761041619  -2.460191491035868 -2.460191491035868 -2.460191491035868 0.0 0.0 0.0 311.17346199588405 NaN -0.8059556889304831 1.514338978402404E-4 2.460191491035868 -3.422500107150507 6.155370360072212E-5 10.447231476031286 311.17346199588405
10.450500321871598 0.9377541455589279 NaN 0.006561824910407068  -2.4619960807605064 -2.4619960807605064 -2.4619960807605064 0.0 0.0 0.0 310.8402552129954 NaN -0.8067268395746389 1.5134693341957518E-4 2.4619960807605064 -3.4243348974109624 6.147326334200516E-5 10.450500321871598 310.8402552129954
10.453769167711926 0.9374609141235688 NaN 0.006635545632872865  -2.4637979155709884 -2.4637979155709884 -2.4637979155709884 0.0 0.0 0.0 310.5075741867335 NaN -0.8069075947896764 1.513290858398979E-4 2.4637979155709884 -3.4236678594031655 6.142106253256862E-5 10.453769167711926 310.5075741867335
10.45703801355227 0.9371678660151421 NaN 0.00670920607986897  -2.4655984987236517 -2.4655984987236517 -2.4655984987236517 0.0 0.0 0.0 310.17517469667365 NaN -0.807677900529017 1.512397408737916E-4 2.4655984987236517 -3.4255044010248046 6.133997118836777E-5 10.45703801355227 310.17517469667365
10.460306859392631 0.9368750010617786 NaN 0.006782930549011278  -2.467396432140269 -2.467396432140269 -2.467396432140269 0.0 0.0 0.0 309.84329975420036 NaN -0.807856363080706 1.5122203341924007E-4 2.467396432140269 -3.4248349175114208 6.128809762769538E-5 10.460306859392631 309.84329975420036
10.463575705233007 0.9365823190918243 NaN 0.006856648365100423  -2.469191683411172 -2.469191683411172 -2.469191683411172 0.0 0.0 0.0 309.51194815202024 NaN -0.8085835805796716 1.5113777883285566E-4 2.469191683411172 -3.4264960335988985 6.120941514919564E-5 10.463575705233007 309.51194815202024
10.466844551073402 0.9362898199338391 NaN 0.0069303770781728976  -2.4709856009459528 -2.4709856009459528 -2.4709856009459528 0.0 0.0 0.0 309.1808939647996 NaN -0.8087598319571612 1.5112018704165476E-4 2.4709856009459528 -3.4258246737687115 6.11578582181144E-5 10.466844551073402 309.1808939647996
10.470113396913812 0.9359975034165977 NaN 0.0070041169741047885  -2.4727767493144666 -2.4727767493144666 -2.4727767493144666 0.0 0.0 0.0 308.8503617223013 NaN -0.8095449420956908 1.5103151558071716E-4 2.4727767493144666 -3.427736590450285 6.107769964376606E-5 10.470113396913812 308.8503617223013
10.473382242754239 0.9357053693690879 NaN 0.007077847421086891  -2.474566869127657 -2.474566869127657 -2.474566869127657 0.0 0.0 0.0 308.520101937919 NaN -0.8097189648701568 1.5101405906384194E-4 2.474566869127657 -3.427062866675337 6.1026461215444113E-5 10.473382242754239 308.520101937919
10.476651088594682 0.9354134176205112 NaN 0.007151609145341714  -2.476354166284314 -2.476354166284314 -2.476354166284314 0.0 0.0 0.0 308.1903629063552 NaN -0.8098920103540234 1.509965720316746E-4 2.476354166284314 -3.426390347327017 6.0975354045677525E-5 10.476651088594682 308.1903629063552
10.479919934435141 0.9351216480002824 NaN 0.00722534033417068  -2.4781402319633696 -2.4781402319633696 -2.4781402319633696 0.0 0.0 0.0 307.86091991336514 NaN -0.8106143574310778 1.5091282331216704E-4 2.4781402319633696 -3.428043923426709 6.089761239726232E-5 10.479919934435141 307.86091991336514
10.48318878027562 0.9348300603380284 NaN 0.0072991283945275974  -2.4799235352341356 -2.4799235352341356 -2.4799235352341356 0.0 0.0 0.0 307.5319965522464 NaN -0.810785035181644 1.5089548296064368E-4 2.4799235352341356 -3.427368813300575 6.0846828870631805E-5 10.48318878027562 307.5319965522464
10.486457626116112 0.9345386544635897 NaN 0.007372855816837678  -2.4817056103511046 -2.4817056103511046 -2.4817056103511046 0.0 0.0 0.0 307.20335244267244 NaN -0.8115453830626063 1.5080735455811573E-4 2.4817056103511046 -3.4291884725006465 6.0767624463233553E-5 10.486457626116112 307.20335244267244
10.48972647195662 0.9342474302070178 NaN 0.007446658582261586  -2.483485048444149 -2.483485048444149 -2.483485048444149 0.0 0.0 0.0 306.8752267781253 NaN -0.8117137720198933 1.5079015608791357E-4 2.483485048444149 -3.4285108530623476 6.0717158809705907E-5 10.48972647195662 306.8752267781253
10.49299531779715 0.9339563873985762 NaN 0.007520427658495669  -2.4852618687538177 -2.4852618687538177 -2.4852618687538177 0.0 0.0 0.0 306.5476182753471 NaN -0.8124724817439659 1.5070680739770093E-4 2.4852618687538177 -3.43033064401108 6.064021232228123E-5 10.49299531779715 306.5476182753471
10.49626416363769 0.9336655258687406 NaN 0.007594225711329201  -2.487037507222902 -2.487037507222902 -2.487037507222902 0.0 0.0 0.0 306.22028797153445 NaN -0.8126389385497674 1.506896881449817E-4 2.487037507222902 -3.429651922781403 6.059003441136121E-5 10.49626416363769 306.22028797153445
10.49953300947825 0.9333748454481966 NaN 0.0076679915761791876  -2.4888103881632144 -2.4888103881632144 -2.4888103881632144 0.0 0.0 0.0 305.89347357736733 NaN -0.8133743316735338 1.506021039836175E-4 2.4888103881632144 -3.4313785755174733 6.051168248890368E-5 10.49953300947825 305.89347357736733
10.502801855318825 0.9330843459678417 NaN 0.00774178465879508  -2.4905820883997554 -2.4905820883997554 -2.4905820883997554 0.0 0.0 0.0 305.5669454592624 NaN -0.8135385954049436 1.5058510376058244E-4 2.4905820883997554 -3.430697871388961 6.0461811101089284E-5 10.502801855318825 305.5669454592624
10.506070701159416 0.9327940272587832 NaN 0.00781559397426243  -2.4923509967283857 -2.4923509967283857 -2.4923509967283857 0.0 0.0 0.0 305.2409318957177 NaN -0.8137019854375186 1.5056805757796362E-4 2.4923509967283857 -3.430018725252607 6.0412059848556094E-5 10.506070701159416 305.2409318957177
10.509339547000026 0.9325038891523386 NaN 0.007889396366579855  -2.4941187441831882 -2.4941187441831882 -2.4941187441831882 0.0 0.0 0.0 304.9152036477786 NaN -0.8144349087521539 1.5048539058167487E-4 2.4941187441831882 -3.4317423799360665 6.033609704134518E-5 10.509339547000026 304.9152036477786
10.51260839284065 0.9322139314800355 NaN 0.00796322892768468  -2.4958837849192648 -2.4958837849192648 -2.4958837849192648 0.0 0.0 0.0 304.589988855315 NaN -0.814595979013662 1.5046849108654497E-4 2.4958837849192648 -3.43106060366119 6.028665757424766E-5 10.51260839284065 304.589988855315
10.515877238681295 0.9319241540736105 NaN 0.00803702615232301  -2.4976475217107486 -2.4976475217107486 -2.4976475217107486 0.0 0.0 0.0 304.26505896432354 NaN -0.8153267870254252 1.5038375954222268E-4 2.4976475217107486 -3.432780777607561 6.02101610555593E-5 10.515877238681295 304.26505896432354
10.519146084521951 0.9316345567650102 NaN 0.008110882355004302  -2.49940867510853 -2.49940867510853 -2.49940867510853 0.0 0.0 0.0 303.9406411679737 NaN -0.8154859292793301 1.5036693352088657E-4 2.49940867510853 -3.4320980419854403 6.0161003287850585E-5 10.519146084521951 303.9406411679737
10.522414930362624 0.9313451393863892 NaN 0.008184708413330575  -2.5011671645021627 -2.5011671645021627 -2.5011671645021627 0.0 0.0 0.0 303.6167343562537 NaN -0.8162136820552617 1.5028015854214047E-4 2.5011671645021627 -3.4338124841543793 6.00840122463596E-5 10.522414930362624 303.6167343562537
10.525683776203316 0.9310559017701105 NaN 0.008258581816921231  -2.502924409767637 -2.502924409767637 -2.502924409767637 0.0 0.0 0.0 303.29311183372545 NaN -0.8163701309953452 1.502635461185403E-4 2.502924409767637 -3.4331255908732827 6.003519144730794E-5 10.525683776203316 303.29311183372545
10.528952622044022 0.9307668437487463 NaN 0.008332409637327355  -2.5046788873368726 -2.5046788873368726 -2.5046788873368726 0.0 0.0 0.0 302.96999902310586 NaN -0.816526232722798 1.5024679383788476E-4 2.5046788873368726 -3.432442403080046 5.998644959938809E-5 10.528952622044022 302.96999902310586
10.532221467884744 0.9304779651550756 NaN 0.008406280726463511  -2.5064323670964503 -2.5064323670964503 -2.5064323670964503 0.0 0.0 0.0 302.6471613289979 NaN -0.8172721914709508 1.501649449752269E-4 2.5064323670964503 -3.434240569629671 5.991182804153772E-5 10.532221467884744 302.6471613289979
10.535490313725484 0.9301892658220855 NaN 0.008480129199070712  -2.5081830956224556 -2.5081830956224556 -2.5081830956224556 0.0 0.0 0.0 302.3248322036345 NaN -0.8174260187870813 1.501483393821191E-4 2.5081830956224556 -3.433554718612457 5.98633886195046E-5 10.535490313725484 302.3248322036345
10.538759159566238 0.9299007455829701 NaN 0.008553994092753883  -2.5099325653730022 -2.5099325653730022 -2.5099325653730022 0.0 0.0 0.0 302.0027859086653 NaN -0.8181491074136658 1.5006208041158566E-4 2.5099325653730022 -3.4352621734143494 5.978729567552541E-5 10.538759159566238 302.0027859086653
10.54202800540701 0.9296124042711305 NaN 0.008627865605876887  -2.511679407897485 -2.511679407897485 -2.511679407897485 0.0 0.0 0.0 301.68124707983753 NaN -0.8183002106805927 1.5004569550550415E-4 2.511679407897485 -3.434571988248493 5.973919085123474E-5 10.54202800540701 301.68124707983753
10.545296851247798 0.9293242417201742 NaN 0.008701756985077332  -2.513423673817815 -2.513423673817815 -2.513423673817815 0.0 0.0 0.0 301.3602145717696 NaN -0.8190224428232196 1.4996412365068544E-4 2.513423673817815 -3.4362828986510996 5.96652785651909E-5 10.545296851247798 301.3602145717696
10.548565697088604 0.9290362577639151 NaN 0.00877564958385427  -2.515166696914796 -2.515166696914796 -2.515166696914796 0.0 0.0 0.0 301.03946355066455 NaN -0.8191712440736066 1.499478854379544E-4 2.515166696914796 -3.43559005288824 5.961747411091539E-5 10.548565697088604 301.03946355066455
10.551834542929424 0.9287484522363733 NaN 0.00884953283557563  -2.516907002348802 -2.516907002348802 -2.516907002348802 0.0 0.0 0.0 300.7192176412963 NaN -0.8198906060375978 1.498619660133494E-4 2.516907002348802 -3.4372942703633225 5.954211493451953E-5 10.551834542929424 300.7192176412963
10.555103388770258 0.928460824971774 NaN 0.008923447629683865  -2.5186461567286575 -2.5186461567286575 -2.5186461567286575 0.0 0.0 0.0 300.399252974668 NaN -0.8200374908441906 1.498458015320147E-4 2.5186461567286575 -3.436600443220048 5.949458248896774E-5 10.555103388770258 300.399252974668
10.558372234611111 0.9281733758045476 NaN 0.008997328869972137  -2.520382572698795 -2.520382572698795 -2.520382572698795 0.0 0.0 0.0 300.0797921128557 NaN -0.8201832866347346 1.4982963705067882E-4 2.520382572698795 -3.4359071256485714 5.9447180231151606E-5 10.558372234611111 300.0797921128557
10.56164108045198 0.9278861045693304 NaN 0.00907125541692492  -2.5221178090834933 -2.5221178090834933 -2.5221178090834933 0.0 0.0 0.0 299.7606115051136 NaN -0.8209006076902411 1.49748611969321E-4 2.5221178090834933 -3.4376100711567625 5.9374154303972754E-5 10.56164108045198 299.7606115051136
10.564909926292865 0.9275990111009622 NaN 0.009145137637934208  -2.5238504270720377 -2.5238504270720377 -2.5238504270720377 0.0 0.0 0.0 299.44193356901417 NaN -0.8210441105614258 1.4973259418481707E-4 2.5238504270720377 -3.43691408197191 5.932704750595083E-5 10.564909926292865 299.44193356901417
10.568178772133765 0.9273120952344881 NaN 0.009219088749348627  -2.5255804892164657 -2.5255804892164657 -2.5255804892164657 0.0 0.0 0.0 299.1237572310908 NaN -0.8217580219241135 1.4964725223147915E-4 2.5255804892164657 -3.4386097454464095 5.9252616525361906E-5 10.568178772133765 299.1237572310908
10.57144761797468 0.9270253568051566 NaN 0.00929299223324725  -2.5273092616515123 -2.5273092616515123 -2.5273092616515123 0.0 0.0 0.0 298.80586051518134 NaN -0.8219000232841529 1.4963123469997376E-4 2.5273092616515123 -3.437914455187346 5.920574777706261E-5 10.57144761797468 298.80586051518134
10.574716463815616 0.9267387956484199 NaN 0.009366934441079175  -2.529035361592609 -2.529035361592609 -2.529035361592609 0.0 0.0 0.0 298.488463913329 NaN -0.8226327166102784 1.495507805647057E-4 2.529035361592609 -3.4396939893058627 5.9133526891663984E-5 10.574716463815616 298.488463913329
10.577985309656563 0.9264524115999343 NaN 0.009440856105048257  -2.5307604378880817 -2.5307604378880817 -2.5307604378880817 0.0 0.0 0.0 298.1713384722546 NaN -0.8227728671303153 1.4953483625627817E-4 2.5307604378880817 -3.438997690730209 5.9086918705377306E-5 10.577985309656563 298.1713384722546
10.581254155497529 0.9261662044955583 NaN 0.009514791918794953  -2.532482800767665 -2.532482800767665 -2.532482800767665 0.0 0.0 0.0 297.8547118457619 NaN -0.82291152976779 1.4951896721011773E-4 2.532482800767665 -3.438300169826541 5.904046699341628E-5 10.581254155497529 297.8547118457619
10.584523001338509 0.9258801741713539 NaN 0.009588729359200101  -2.534203894938411 -2.534203894938411 -2.534203894938411 0.0 0.0 0.0 297.5383718904645 NaN -0.8235996777849689 1.494365942088707E-4 2.534203894938411 -3.439900692608575 5.8967865414200425E-5 10.584523001338509 297.5383718904645
10.587791847179506 0.925594320463585 NaN 0.009662663528209952  -2.5359223742255086 -2.5359223742255086 -2.5359223742255086 0.0 0.0 0.0 297.2225296986138 NaN -0.8237361602987396 1.4942084643704986E-4 2.5359223742255086 -3.4392010934094843 5.892169569373518E-5 10.587791847179506 297.2225296986138
10.591060693020522 0.9253086432087178 NaN 0.009736646114177232  -2.5376383150031026 -2.5376383150031026 -2.5376383150031026 0.0 0.0 0.0 296.9071842676172 NaN -0.8244439265760479 1.4933611363687876E-4 2.5376383150031026 -3.440890536974889 5.884846266466314E-5 10.591060693020522 296.9071842676172
10.594329538861551 0.9250231422434205 NaN 0.00981057784664621  -2.539352981941145 -2.539352981941145 -2.539352981941145 0.0 0.0 0.0 296.59211603607383 NaN -0.8245781146807528 1.4932051306803759E-4 2.539352981941145 -3.4401882446382714 5.8802582441253705E-5 10.594329538861551 296.59211603607383
10.597598384702598 0.9247378174045627 NaN 0.009884572274192559  -2.5410649786136243 -2.5410649786136243 -2.5410649786136243 0.0 0.0 0.0 296.2775434057683 NaN -0.8252835726247586 1.4924069894048806E-4 2.5410649786136243 -3.4418733600985916 5.873155554719897E-5 10.597598384702598 296.2775434057683
10.600867230543658 0.9244526685292157 NaN 0.009958499971026472  -2.5427758913606167 -2.5427758913606167 -2.5427758913606167 0.0 0.0 0.0 295.96324784735475 NaN -0.8254141336154146 1.4922548939487002E-4 2.5427758913606167 -3.441162734946778 5.8686056408620715E-5 10.600867230543658 295.96324784735475
10.604136076384734 0.9241676954546506 NaN 0.010032488829299373  -2.5444841100136935 -2.5444841100136935 -2.5444841100136935 0.0 0.0 0.0 295.6494471953899 NaN -0.8255446255598632 1.492101004516233E-4 2.5444841100136935 -3.440456755895308 5.864061004131023E-5 10.604136076384734 295.6494471953899
10.607404922225829 0.9238828980183398 NaN 0.01010642926816018  -2.5461911054113533 -2.5461911054113533 -2.5461911054113533 0.0 0.0 0.0 295.3359223148974 NaN -0.8262473957507337 1.4912592964373274E-4 2.5461911054113533 -3.4421378167710914 5.856823917372083E-5 10.607404922225829 295.3359223148974
10.610673768066937 0.9235982760579562 NaN 0.010180414809948714  -2.547895532243528 -2.547895532243528 -2.547895532243528 0.0 0.0 0.0 295.0228909923834 NaN -0.826377143523421 1.4911040949559007E-4 2.547895532243528 -3.4414355566584365 5.8522968311927677E-5 10.610673768066937 295.0228909923834
10.613942613908064 0.9233138294113719 NaN 0.010254397771910192  -2.549597436753184 -2.549597436753184 -2.549597436753184 0.0 0.0 0.0 294.71035045034864 NaN -0.827076769085413 1.4903125279225964E-4 2.549597436753184 -3.4431103662969678 5.8452856378003466E-5 10.613942613908064 294.71035045034864
10.617211459749203 0.9230295579166597 NaN 0.010328378091544639  -2.5512981343982593 -2.5512981343982593 -2.5512981343982593 0.0 0.0 0.0 294.3980863350193 NaN -0.8272037315597186 1.4901597327171762E-4 2.5512981343982593 -3.442403229889314 5.840790273100091E-5 10.617211459749203 294.3980863350193
10.62048030559036 0.9227454614120908 NaN 0.010402371218130356  -2.5529961604876803 -2.5529961604876803 -2.5529961604876803 0.0 0.0 0.0 294.0863127424852 NaN -0.8273304810964951 1.49000543295817E-4 2.5529961604876803 -3.441700076439393 5.836301111684968E-5 10.62048030559036 294.0863127424852
10.623749151431536 0.9224615397361358 NaN 0.010476346753527056  -2.554693072246174 -2.554693072246174 -2.554693072246174 0.0 0.0 0.0 293.77481320348903 NaN -0.8280294451869521 1.489166106973931E-4 2.554693072246174 -3.4433792502246776 5.8291390192897234E-5 10.623749151431536 293.77481320348903
10.627017997272722 0.9221777927274647 NaN 0.010550358056280348  -2.5563873346069443 -2.5563873346069443 -2.5563873346069443 0.0 0.0 0.0 293.4638028449516 NaN -0.8281547395701225 1.489011809652067E-4 2.5563873346069443 -3.4426767817215618 5.824672143750113E-5 10.627017997272722 293.4638028449516
10.630286843113929 0.9218942202249444 NaN 0.010624321547697825  -2.558080299388102 -2.558080299388102 -2.558080299388102 0.0 0.0 0.0 293.1530737296305 NaN -0.8288290861073785 1.488225500783648E-4 2.558080299388102 -3.4442589356342492 5.817743489677141E-5 10.630286843113929 293.1530737296305
10.633555688955147 0.9216108220676417 NaN 0.010698349925100714  -2.5597707680873105 -2.5597707680873105 -2.5597707680873105 0.0 0.0 0.0 292.8428338561994 NaN -0.8289488216904537 1.4880785486322067E-4 2.5597707680873105 -3.443540167202398 5.8133273775296515E-5 10.633555688955147 292.8428338561994
10.636824534796382 0.9213275980948199 NaN 0.010772332275729093  -2.5614586561925354 -2.5614586561925354 -2.5614586561925354 0.0 0.0 0.0 292.5330813856774 NaN -0.829641792630871 1.4872466005744773E-4 2.5614586561925354 -3.445206563695235 5.806248705123298E-5 10.636824534796382 292.5330813856774
10.640093380637635 0.9210445481459403 NaN 0.010846359513741239  -2.56314536855754 -2.56314536855754 -2.56314536855754 0.0 0.0 0.0 292.22360267231596 NaN -0.8297606416695393 1.4870986316656737E-4 2.56314536855754 -3.4444908272644104 5.801850530633647E-5 10.640093380637635 292.22360267231596
10.643362226478903 0.9207616720606616 NaN 0.010920351368445703  -2.5648294337132174 -2.5648294337132174 -2.5648294337132174 0.0 0.0 0.0 291.91460967006554 NaN -0.8298819886443217 1.486944334343806E-4 2.5648294337132174 -3.4437902553171447 5.797439450743868E-5 10.643362226478903 291.91460967006554
10.646631072320188 0.9204789696788391 NaN 0.0109943678548502  -2.5665123647009422 -2.5665123647009422 -2.5665123647009422 0.0 0.0 0.0 291.60588957415564 NaN -0.8305703741876127 1.48616551645202E-4 2.5665123647009422 -3.445444672387085 5.790603376365155E-5 10.646631072320188 291.60588957415564
10.649899918161486 0.9201964408405253 NaN 0.011068375049523897  -2.5681927464899434 -2.5681927464899434 -2.5681927464899434 0.0 0.0 0.0 291.2976536163856 NaN -0.8306903014449527 1.4860112166930072E-4 2.5681927464899434 -3.4447447861798506 5.786213743980085E-5 10.649899918161486 291.2976536163856
10.6531687640028 0.9199140853859682 NaN 0.011142408458375287  -2.5698706601306136 -2.5698706601306136 -2.5698706601306136 0.0 0.0 0.0 290.9899003960472 NaN -0.8313775717157468 1.4852087118448487E-4 2.5698706601306136 -3.4464012977386744 5.7793130793958435E-5 10.6531687640028 290.9899003960472
10.656437609844133 0.9196319031556119 NaN 0.011216431161966238  -2.5715473440610763 -2.5715473440610763 -2.5715473440610763 0.0 0.0 0.0 290.6824188459279 NaN -0.8314960777317515 1.485054412106665E-4 2.5715473440610763 -3.4457020966937595 5.77494486164667E-5 10.656437609844133 290.6824188459279
10.659706455685479 0.9193498939900974 NaN 0.011290450270224283  -2.573221402375571 -2.573221402375571 -2.573221402375571 0.0 0.0 0.0 290.3754187988834 NaN -0.8316109853334177 1.4849047168213124E-4 2.573221402375571 -3.4449927164424214 5.770606118270523E-5 10.659706455685479 290.3754187988834
10.662975301526842 0.9190680577302593 NaN 0.011364488739280676  -2.5748943586708135 -2.5748943586708135 -2.5748943586708135 0.0 0.0 0.0 290.0686908520977 NaN -0.8322929862353764 1.4840867195864128E-4 2.5748943586708135 -3.446634432195913 5.763680030556722E-5 10.662975301526842 290.0686908520977
10.66624414736822 0.9187863942171288 NaN 0.011438501475351569  -2.5765646950739067 -2.5765646950739067 -2.5765646950739067 0.0 0.0 0.0 289.7624444171154 NaN -0.8324049253008979 1.4839397697362277E-4 2.5765646950739067 -3.4459193591009387 5.759373217266186E-5 10.66624414736822 289.7624444171154
10.669512993209613 0.9185049032919314 NaN 0.011512546885631633  -2.578233747133462 -2.578233747133462 -2.578233747133462 0.0 0.0 0.0 289.4564747199294 NaN -0.8330729284474157 1.483154704253239E-4 2.578233747133462 -3.4475083743835473 5.752599840500279E-5 10.669512993209613 289.4564747199294
10.672781839051025 0.9182235847960865 NaN 0.011586553160626735  -2.579900353584101 -2.579900353584101 -2.579900353584101 0.0 0.0 0.0 289.1509849450716 NaN -0.8331797028011431 1.4830143938985866E-4 2.579900353584101 -3.4467785503298094 5.7483398218784836E-5 10.672781839051025 289.1509849450716
10.67605068489245 0.9179424385712089 NaN 0.011660620364124916  -2.5815643930023655 -2.5815643930023655 -2.5815643930023655 0.0 0.0 0.0 288.8459756623531 NaN -0.8338632673183637 1.482190273619196E-4 2.5815643930023655 -3.4484386793882753 5.741442195425561E-5 10.67605068489245 288.8459756623531
10.679319530733892 0.9176614644591065 NaN 0.011734635247577965  -2.5832272999148453 -2.5832272999148453 -2.5832272999148453 0.0 0.0 0.0 288.5412346928102 NaN -0.8339682193185526 1.4820506712615267E-4 2.5832272999148453 -3.4477078702573225 5.737205825094764E-5 10.679319530733892 288.5412346928102
