# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
7.444711185103278 0.9788546283140875 0.05899851142069413 5.920124055911547E-4  -1.2055776140194348 -1.2055776140194348 -1.2055776140194348 0.0 0.0 0.0 306.652748532676 NaN 8.099725185331625 2.1221187748440016E-4 1.2055776140194348 2.1072465039651136 7.415951682281469E-6 7.444711185103278 306.652748532676
7.451270401158774 0.9779929606187324 0.061506004001518136 7.318415231313181E-4  -1.2583626158396428 -1.2583626158396428 -1.2583626158396428 0.0 0.0 0.0 307.22211378619824 NaN 8.114036411605897 2.1220043419908704E-4 1.2583626158396428 2.105432929428524 7.389591025020966E-6 7.451270401158774 307.22211378619824
7.4578296172150145 0.9771328086094437 0.06401972984858363 8.882709452145788E-4  -1.3116336335896774 -1.3116336335896774 -1.3116336335896774 0.0 0.0 0.0 307.79154339598807 NaN 8.209284019719641 2.1218895031857452E-4 1.3116336335896774 2.103625101505967 7.2907695357840525E-6 7.4578296172150145 307.79154339598807
7.464388833271999 0.9762741682905647 0.06653967441205544 0.0010462167231461903  -1.3649491134800442 -1.3649491134800442 -1.3649491134800442 0.0 0.0 0.0 308.36103685854647 NaN 8.223644821267904 2.1217746273089337E-4 1.3649491134800442 2.101820688396986 7.2650116460856986E-6 7.464388833271999 308.36103685854647
7.470948049329723 0.9754170356804714 0.06905960102852718 0.0012041627647243543  -1.418264677099903 -1.418264677099903 -1.418264677099903 0.0 0.0 0.0 308.93059323342874 NaN 8.237955260419685 2.1216597514321097E-4 1.418264677099903 2.1000194484766874 7.239422263850536E-6 7.470948049329723 308.93059323342874
7.477507265388187 0.9745614068115102 0.07158570504318462 0.0013782844734480453  -1.472056882788073 -1.472056882788073 -1.472056882788073 0.0 0.0 0.0 309.50021187318106 NaN 8.333660142945499 2.1215444801534448E-4 1.472056882788073 2.098223801099096 7.143504483022841E-6 7.477507265388187 309.50021187318106
7.484066481447389 0.9737072777299363 0.0741179721755728 0.0015543331235026697  -1.5259059442903329 -1.5259059442903329 -1.5259059442903329 0.0 0.0 0.0 310.06989229191805 NaN 8.348020500979644 2.1214291617710913E-4 1.5259059442903329 2.096431595236951 7.118493407431348E-6 7.484066481447389 310.06989229191805
7.490625697507324 0.9728546444958545 0.07665019418136107 0.0017303815426035173  -1.5797550867125727 -1.5797550867125727 -1.5797550867125727 0.0 0.0 0.0 310.6396335595717 NaN 8.362330610113297 2.1213138433887253E-4 1.5797550867125727 2.094642533164484 7.093644407605911E-6 7.490625697507324 310.6396335595717
7.4971849135679935 0.9720035031831564 0.07918853215941482 0.001922184253811367  -1.6340708513159081 -1.6340708513159081 -1.6340708513159081 0.0 0.0 0.0 311.2094350166959 NaN 8.458404095585527 2.1211980541444776E-4 1.6340708513159081 2.0928589179035573 7.000588028644734E-6 7.4971849135679935 311.2094350166959
7.503744129629394 0.9711538498794622 0.08173297209459335 0.002116324285833408  -1.6884559275638067 -1.6884559275638067 -1.6884559275638067 0.0 0.0 0.0 311.77929619502277 NaN 8.472764284271932 2.1210821950284848E-4 1.6884559275638067 2.091078768885091 6.976293604324225E-6 7.503744129629394 311.77929619502277
7.510303345691522 0.9703056806860592 0.08427734035300226 0.0023104635847166714  -1.7428410817037252 -1.7428410817037252 -1.7428410817037252 0.0 0.0 0.0 312.34921617473344 NaN 8.487074336014949 2.1209663359124799E-4 1.7428410817037252 2.089301734675054 6.952155147004584E-6 7.510303345691522 312.34921617473344
7.516862561754379 0.9694589917178427 0.0868276434506703 0.002519982116074443  -1.797673707435075 -1.797673707435075 -1.797673707435075 0.0 0.0 0.0 312.9191943045234 NaN 8.581892720523323 2.1208498763656744E-4 1.797673707435075 2.0875301800039043 6.863142245897285E-6 7.516862561754379 312.9191943045234
7.523421777817959 0.9686137791032572 0.08938386772795273 0.002732256109728701  -1.852586595551315 -1.852586595551315 -1.852586595551315 0.0 0.0 0.0 313.48923016974624 NaN 8.596250133570628 2.120733309206621E-4 1.852586595551315 2.085762144949632 6.839531982824346E-6 7.523421777817959 313.48923016974624
7.529980993882263 0.9677700389842367 0.09193999437420215 0.0029445288644884032  -1.9074995587507775 -1.9074995587507775 -1.9074995587507775 0.0 0.0 0.0 314.0593228608321 NaN 8.610557533173896 2.1206167420475546E-4 1.9074995587507775 2.0839971958021497 6.816071902096336E-6 7.529980993882263 314.0593228608321
7.536540209947291 0.9669277675161458 0.0945019628375174 0.0031717685919037063  -1.9628473672251336 -1.9628473672251336 -1.9628473672251336 0.0 0.0 0.0 314.62947172226023 NaN 8.705256410505063 2.120499808447279E-4 1.9628473672251336 2.0822376547422823 6.729998155942866E-6 7.536540209947291 314.62947172226023
7.543099426013038 0.9660869608677227 0.097069759740722 0.003402176514568582  -2.018287318839558 -2.018287318839558 -2.018287318839558 0.0 0.0 0.0 315.19967637308787 NaN 8.719610575139463 2.1203827972492628E-4 2.018287318839558 2.0804816727789213 6.707045381238469E-6 7.543099426013038 315.19967637308787
7.5496586420795015 0.9652476152210195 0.09963743365841907 0.003632582731317051  -2.0737273433969943 -2.0737273433969943 -2.0737273433969943 0.0 0.0 0.0 315.76993591390885 NaN 8.733914852552997 2.1202657860512335E-4 2.0737273433969943 2.078728748071142 6.6842372834932935E-6 7.5496586420795015 315.76993591390885
7.556217858146683 0.964409726771345 0.1022109075117998 0.0038775244031094935  -2.129593155010523 -2.129593155010523 -2.129593155010523 0.0 0.0 0.0 316.3402496760619 NaN 8.829166103841812 2.120148419313507E-4 2.129593155010523 2.0769810775371047 6.600466727577949E-6 7.556217858146683 316.3402496760619
7.562777074214577 0.9635732917272075 0.10479016815523069 0.004126042341260926  -2.1855638265725243 -2.1855638265725243 -2.1855638265725243 0.0 0.0 0.0 316.91061729315595 NaN 8.843517691726555 2.1200309650625226E-4 2.1855638265725243 2.0752369870776968 6.578146715620543E-6 7.562777074214577 316.91061729315595
7.569336290283184 0.9627383063102575 0.10736928104050927 0.004374558109246316  -2.2415345688559647 -2.2415345688559647 -2.2415345688559647 0.0 0.0 0.0 317.48103787580874 NaN 8.857819515536994 2.119913510811525E-4 2.2415345688559647 2.0734959256466112 6.555966135942837E-6 7.569336290283184 317.48103787580874
7.575895506352503 0.96190476675523 0.10995415313867732 0.004637178871761572  -2.297921899240756 -2.297921899240756 -2.297921899240756 0.0 0.0 0.0 318.05151074282026 NaN 8.953628907443438 2.119795711875608E-4 2.297921899240756 2.071759967552322 6.474412707458241E-6 7.575895506352503 318.05151074282026
7.582454722422527 0.96107266930989 0.1125447715283693 0.0049037829574749975  -2.354426980494822 -2.354426980494822 -2.354426980494822 0.0 0.0 0.0 318.6220355410694 NaN 8.967978582741218 2.119677815555297E-4 2.354426980494822 2.0700276072347803 6.45270192715885E-6 7.582454722422527 318.6220355410694
7.589013938493261 0.9602420102349731 0.11513516823498682 0.0051704181993288655  -2.410932453144024 -2.410932453144024 -2.410932453144024 0.0 0.0 0.0 319.1926113910634 NaN 8.981589346798692 2.1252638380143282E-4 2.410932453144024 2.0661278024851013 6.442159739916605E-6 7.589013938493261 319.1926113910634
7.595573154564698 0.9594127858041325 0.11773123427130784 0.005450894048510026  -2.4678459754492965 -2.4678459754492965 -2.4678459754492965 0.0 0.0 0.0 319.7626383933787 NaN 9.077949861237563 2.125156198850952E-4 2.4678459754492965 2.064406188933485 6.362644783607653E-6 7.595573154564698 319.7626383933787
7.602132370636838 0.9585849923038813 0.12033300577371263 0.005735760335581086  -2.5248903347267824 -2.5248903347267824 -2.5248903347267824 0.0 0.0 0.0 320.3327145638389 NaN 9.092285477022784 2.1250484524762775E-4 2.5248903347267824 2.0626881803453383 6.341528172431266E-6 7.602132370636838 320.3327145638389
7.60869158670968 0.9577586260335375 0.12293457998876073 0.006020624601682951  -2.581934778715082 -2.581934778715082 -2.581934778715082 0.0 0.0 0.0 320.9028390356064 NaN 9.106571635267821 2.1249407061015916E-4 2.581934778715082 2.0609731402427798 6.320541090672364E-6 7.60869158670968 320.9028390356064
7.615250802783222 0.9569336833051698 0.1255418339026354 0.006318737171937074  -2.639377001327688 -2.639377001327688 -2.639377001327688 0.0 0.0 0.0 321.4730111067461 NaN 9.20350203063398 2.1248326366120167E-4 2.639377001327688 2.059262900599356 6.243084313372858E-6 7.615250802783222 321.4730111067461
7.6218100188574605 0.9561101604435416 0.1281547550292458 0.006621645216389435  -2.696963307243745 -2.696963307243745 -2.696963307243745 0.0 0.0 0.0 322.0432304480473 NaN 9.217837090868827 2.1247244501282982E-4 2.696963307243745 2.057556276734933 6.222532739033103E-6 7.6218100188574605 322.0432304480473
7.6283692349323955 0.9552880537860569 0.1307674557663736 0.00692455078381932  -2.7545496953870168 -2.7545496953870168 -2.7545496953870168 0.0 0.0 0.0 322.61349620226315 NaN 9.232122807130132 2.1246162636445685E-4 2.7545496953870168 2.055852594404378 6.202106151079938E-6 7.6283692349323955 322.61349620226315
7.634928451008024 0.9544673596827058 0.1333857988009371 0.007240277350532219  -2.812524228835978 -2.812524228835978 -2.812524228835978 0.0 0.0 0.0 323.1838076569167 NaN 9.329629002755764 2.124507764761544E-4 2.812524228835978 2.0541535715735137 6.126633284648425E-6 7.634928451008024 323.1838076569167
7.641487667084346 0.9536480744960107 0.13600977185058175 0.007561203420500112  -2.8706562732751566 -2.8706562732751566 -2.8706562732751566 0.0 0.0 0.0 323.75416449198394 NaN 9.343964147362657 2.124399139145449E-4 2.8706562732751566 2.052458171827625 6.106626415327062E-6 7.641487667084346 323.75416449198394
7.648046883161358 0.9528301946009727 0.13863350192147514 0.007882126559440027  -2.9287883973532707 -2.9287883973532707 -2.9287883973532707 0.0 0.0 0.0 324.3245658596772 NaN 9.35825005849948 2.1242905135293426E-4 2.9287883973532707 2.050765687072722 6.0867401948653056E-6 7.648046883161358 324.3245658596772
7.654606099239057 0.9520137163850179 0.14126275329682486 0.008215481626237671  -2.9872934065265455 -2.9872934065265455 -2.9872934065265455 0.0 0.0 0.0 324.8950110464153 NaN 9.45512383010843 2.1241816565186906E-4 2.9872934065265455 2.0490778386761876 6.01395317537178E-6 7.654606099239057 324.8950110464153
7.661165315317444 0.9511986362479437 0.1438975139602587 0.008554456053710104  -3.04596706190661 -3.04596706190661 -3.04596706190661 0.0 0.0 0.0 325.46549977757286 NaN 9.469457672261402 2.1240726948821285E-4 3.04596706190661 2.047393668627461 5.994470000484713E-6 7.661165315317444 325.46549977757286
7.667724531396518 0.9503849506018666 0.14653200954555634 0.008893427119540652  -3.1046407948729304 -3.1046407948729304 -3.1046407948729304 0.0 0.0 0.0 326.0360312147913 NaN 9.483742397995004 2.123963733245555E-4 3.1046407948729304 2.0457123871582628 5.975103337842731E-6 7.667724531396518 326.0360312147913
7.674283747476273 0.94957265587117 0.14917187335695037 0.009244452339037165  -3.1636701532047007 -3.1636701532047007 -3.1636701532047007 0.0 0.0 0.0 326.60660464383596 NaN 9.579480997384428 2.1238544826555471E-4 3.1636701532047007 2.0440357386993284 5.905183660549735E-6 7.674283747476273 326.60660464383596
7.680842963556712 0.9487617484924503 0.15181709366177992 0.009601524606156719  -3.222878007850232 -3.222878007850232 -3.222878007850232 0.0 0.0 0.0 327.1772198449378 NaN 9.593811310696525 2.1237450870659772E-4 3.222878007850232 2.0423628396287947 5.886202903866968E-6 7.680842963556712 327.1772198449378
7.687402179637829 0.9479522249144666 0.15446202725697306 0.009958593083568362  -3.282085938304476 -3.282085938304476 -3.282085938304476 0.0 0.0 0.0 327.7478759891497 NaN 9.608092634370193 2.123635691476396E-4 3.282085938304476 2.0406928028125986 5.8673347192816935E-6 7.687402179637829 327.7478759891497
7.693961395719623 0.9471440815980872 0.1571122871396335 0.010327287437648696  -3.341639215212924 -3.341639215212924 -3.341639215212924 0.0 0.0 0.0 328.3185723527586 NaN 9.704270625841595 2.1235260117778766E-4 3.341639215212924 2.039027274247506 5.799195075108287E-6 7.693961395719623 328.3185723527586
7.700520611802097 0.9463373150162386 0.15976786177079436 0.010702432093457536  -3.401384188190555 -3.401384188190555 -3.401384188190555 0.0 0.0 0.0 328.8893087292646 NaN 9.718597880387346 2.1234161744042133E-4 3.401384188190555 2.03736550752768 5.780699178923684E-6 7.700520611802097 328.8893087292646
7.707079827885244 0.9455319216538554 0.1624231285354983 0.011077572533578611  -3.46112923513196 -3.46112923513196 -3.46112923513196 0.0 0.0 0.0 329.46008429899933 NaN 9.732876269853909 2.1233063370305384E-4 3.46112923513196 2.0357065771047855 5.762312087029749E-6 7.707079827885244 329.46008429899933
7.713639043969064 0.9447278980078272 0.16508364042347515 0.011463916825191637  -3.521209310944458 -3.521209310944458 -3.521209310944458 0.0 0.0 0.0 330.03089832930584 NaN 9.828904677663305 2.1262052988048103E-4 3.521209310944458 2.032734568353686 5.7006113515196194E-6 7.713639043969064 330.03089832930584
7.7201982600535555 0.9439252405869493 0.16774938562787173 0.011857201365644027  -3.581494632304369 -3.581494632304369 -3.581494632304369 0.0 0.0 0.0 330.6013806666687 NaN 9.843221164147547 2.126099138856727E-4 3.581494632304369 2.031085602117032 5.682586332338314E-6 7.7201982600535555 330.6013806666687
7.726757476138717 0.9431239459118714 0.17041480129445052 0.012250481659989388  -3.641780033328486 -3.641780033328486 -3.641780033328486 0.0 0.0 0.0 331.17190000481355 NaN 9.857488951477407 2.125992978908633E-4 3.641780033328486 2.029439443274188 5.664666452813707E-6 7.726757476138717 331.17190000481355
7.7333166922245455 0.9423240105150481 0.1730854626609836 0.012654534504298839  -3.702389937566255 -3.702389937566255 -3.702389937566255 0.0 0.0 0.0 331.7424556043779 NaN 9.954566203699056 2.125886556344736E-4 3.702389937566255 2.027797546209474 5.599851932829917E-6 7.7333166922245455 331.7424556043779
7.739875908311041 0.9415254309406877 0.17576135856309139 0.013065840939229953  -3.7632184162134346 -3.7632184162134346 -3.7632184162134346 0.0 0.0 0.0 332.31304728329707 NaN 9.96888062366651 2.1257799569140583E-4 3.7632184162134346 2.026159423498864 5.582278871476952E-6 7.739875908311041 332.31304728329707
7.746435124398199 0.9407282037447039 0.1784369046978836 0.01347714270854722  -3.8240469725771336 -3.8240469725771336 -3.8240469725771336 0.0 0.0 0.0 332.8836742418911 NaN 9.983146464306998 2.1256733574833691E-4 3.8240469725771336 2.024524082967977 5.564807501758607E-6 7.746435124398199 332.8836742418911
7.752994340486023 0.9399323254946644 0.18111765805125732 0.013898791889503262  -3.885189419916792 -3.885189419916792 -3.885189419916792 0.0 0.0 0.0 333.4543357329621 NaN 10.080683238333835 2.1255665061021946E-4 3.885189419916792 2.0228928880718198 5.501589092779401E-6 7.752994340486023 333.4543357329621
7.759553556574505 0.9391377927697443 0.18380360763594747 0.014328094464482778  -3.9465640969656555 -3.9465640969656555 -3.9465640969656555 0.0 0.0 0.0 334.0250315846418 NaN 10.094996060263242 2.1254594683350677E-4 3.9465640969656555 2.0212654721687993 5.484452709987567E-6 7.759553556574505 334.0250315846418
7.766112772663647 0.9383446021606741 0.1864891876588675 0.014757391957064788  -4.007938849720783 -4.007938849720783 -4.007938849720783 0.0 0.0 0.0 334.5957610061584 NaN 10.109260420440764 2.1253524305679306E-4 4.007938849720783 2.019640813586694 5.467414716668323E-6 7.766112772663647 334.5957610061584
7.77267198875345 0.9375527502696929 0.18917993731417668 0.0151966128658345  -4.069616754788542 -4.069616754788542 -4.069616754788542 0.0 0.0 0.0 335.1665232430561 NaN 10.207260598190471 2.1252451514617364E-4 4.069616754788542 2.0180201873167944 5.405738052020588E-6 7.77267198875345 335.1665232430561
7.779231204843906 0.9367622337104998 0.19187584578673078 0.01564388587906402  -4.13154069361641 -4.13154069361641 -4.13154069361641 0.0 0.0 0.0 335.737318132589 NaN 10.221572284613448 2.1251376765012375E-4 4.13154069361641 2.0164033419619467 5.389023730964119E-6 7.779231204843906 335.737318132589
7.785790420935016 0.9359730491082047 0.1945713653258316 0.016091153395704955  -4.193464706073696 -4.193464706073696 -4.193464706073696 0.0 0.0 0.0 336.30814489277736 NaN 10.235835624609699 2.1250302015407278E-4 4.193464706073696 2.0147892294208543 5.372404635475649E-6 7.785790420935016 336.30814489277736
7.792349637026781 0.9351851930992806 0.19727201778265124 0.016547921472741565  -4.255681004326049 -4.255681004326049 -4.255681004326049 0.0 0.0 0.0 336.879002762505 NaN 10.33430311327262 2.1249224957989204E-4 4.255681004326049 2.0131790387229755 5.31221773912372E-6 7.792349637026781 336.879002762505
7.7989088531191975 0.9343986623315165 0.19997779250933972 0.017013139274567483  -4.318157290766762 -4.318157290766762 -4.318157290766762 0.0 0.0 0.0 337.4498915870536 NaN 10.348614120709115 2.1248145847850713E-4 4.318157290766762 2.011572628096104 5.295911489998734E-6 7.7989088531191975 337.4498915870536
7.805468069212263 0.9336134534639691 0.20268315934181058 0.01747835116807644  -4.3806336486895034 -4.3806336486895034 -4.3806336486895034 0.0 0.0 0.0 338.0208105931207 NaN 10.362876894796122 2.1247066737712115E-4 4.3806336486895034 2.009968926123901 5.27969743366494E-6 7.805468069212263 338.0208105931207
7.812027285305978 0.9328295631669155 0.205393623226053 0.017952641902642227  -4.443391296589316 -4.443391296589316 -4.443391296589316 0.0 0.0 0.0 338.5917590135468 NaN 10.461815627124189 2.124598542480368E-4 4.443391296589316 2.0083690384128263 5.2209505911544426E-6 7.812027285305978 338.5917590135468
7.818586501400336 0.932046988121807 0.20810917367684248 0.018435778895069442  -4.506423039129074 -4.506423039129074 -4.506423039129074 0.0 0.0 0.0 339.1627367005248 NaN 10.476126406015434 2.1244901965501682E-4 4.506423039129074 2.0067729271129937 5.205039018009761E-6 7.818586501400336 339.1627367005248
7.825145717495341 0.9312657250212207 0.21082429767211286 0.01891890956978419  -4.56945485092896 -4.56945485092896 -4.56945485092896 0.0 0.0 0.0 339.7337428893166 NaN 10.490389062388088 2.124381850619958E-4 4.56945485092896 2.0051795006533153 5.189216729316462E-6 7.825145717495341 339.7337428893166
7.831704933590988 0.9304857705688149 0.2135444270556294 0.019410724788964374  -4.632754037306011 -4.632754037306011 -4.632754037306011 0.0 0.0 0.0 340.30477681738193 NaN 10.588923325728638 2.1242734220331807E-4 4.632754037306011 2.003589845752703 5.132289160667066E-6 7.831704933590988 340.30477681738193
7.838264149687276 0.9297071214792808 0.2162695515471761 0.01991180980010244  -4.696338602416983 -4.696338602416983 -4.696338602416983 0.0 0.0 0.0 340.8758383585724 NaN 10.603232980688357 2.124164905223402E-4 4.696338602416983 2.0020040267027 5.1167591719824634E-6 7.838264149687276 340.8758383585724
7.844823365784205 0.9289297744782975 0.2189941860870465 0.020412961464333333  -4.759923309463022 -4.759923309463022 -4.759923309463022 0.0 0.0 0.0 341.44659412939484 NaN 10.6167884288092 2.126654976508364E-4 4.759923309463022 1.9992560971630444 5.104922268764742E-6 7.844823365784205 341.44659412939484
7.8513825818817695 0.9281537263024863 0.22172360509146843 0.020922442420607253  -4.823757588704516 -4.823757588704516 -4.823757588704516 0.0 0.0 0.0 342.01737539287507 NaN 10.713570336028072 2.1265492231934446E-4 4.823757588704516 1.997678433449113 5.050340450829521E-6 7.8513825818817695 342.01737539287507
7.857941797979971 0.9273789736993638 0.22445784343000524 0.021441660264078923  -4.887883683706778 -4.887883683706778 -4.887883683706778 0.0 0.0 0.0 342.5881823448957 NaN 10.72786852856403 2.1264432783852207E-4 4.887883683706778 1.996104723206154 5.035178540318155E-6 7.857941797979971 342.5881823448957
7.864501014078811 0.9266055134272977 0.2271916185357204 0.021960871322191974  -4.952009851229214 -4.952009851229214 -4.952009851229214 0.0 0.0 0.0 343.15901426665766 NaN 10.742118883023288 2.1263373335769867E-4 4.952009851229214 1.9945336473401303 5.020100417364719E-6 7.864501014078811 343.15901426665766
7.871060230178282 0.9258333422554613 0.22993019174784776 0.02248797955599244  -5.01637461762405 -5.01637461762405 -5.01637461762405 0.0 0.0 0.0 343.7298704142057 NaN 10.839375682059977 2.1262312166629545E-4 5.01637461762405 1.9929662387835516 4.966757169200223E-6 7.871060230178282 343.7298704142057
