#rho e p t s csqv cv gamma alphavol st
1.0000000000001327E-6 2.1190088287039526 -1.338661933753403E-7 -939.2382222091546 4.3187967419430155E-4 -0.06578222298149611 2.3806492679813608E-4 0.5981818181820223 -2164.811468860176 1.0000000000001327E-6 -939.2382222091546
1.1689110000000051E-6 2.123197527134269 -1.5541771535871707E-7 -932.6160618158174 4.318796741937165E-4 -0.06531841968191188 2.3551877784863402E-4 0.6047671028149488 -1865.5057142629037 1.1689110000000051E-6 -932.6160618158174
1.3663529999999313E-6 2.1240962460289556 -1.8003772791720272E-7 -923.176057763485 4.318796741942614E-4 -0.06465726006518537 2.3679185232366827E-4 0.6021051456263133 -1613.834078559418 1.3663529999999313E-6 -923.176057763485
1.5971460000001672E-6 2.126180411567305 -2.083770965336104E-7 -914.2814715786953 4.3187967419364685E-4 -0.06403430046047807 2.3679185232366792E-4 0.6020147039424317 -1393.8516903152242 1.5971460000001672E-6 -914.2814715786953
1.8669209999998965E-6 2.12916296518245 -2.4149468872901615E-7 -907.0153937812429 4.3187967419427227E-4 -0.06352539843193691 2.355187778480691E-4 0.6049561847595536 -1201.3681710615358 1.8669209999998965E-6 -907.0153937812429
2.1822649999992533E-6 2.130733495234546 -2.7946066230270883E-7 -900.2663351005758 4.3187967419428534E-4 -0.06305270742186558 2.3551877784806863E-4 0.6034147139844405 -1032.8332440690867 2.1822649999992533E-6 -900.2663351005758
2.5508739999995783E-6 2.1324394511304696 -3.247734899863655E-7 -892.9422656073293 4.318796741942566E-4 -0.0625397437671692 2.3551877784806863E-4 0.6047741686596664 -892.8400587606177 2.5508739999995783E-6 -892.9422656073293
2.981746000000479E-6 2.134530439937782 -3.7621920097483293E-7 -883.9663833987725 4.318796741942134E-4 -0.061911090346270986 2.3551877784863277E-4 0.6053228272689665 -772.2776971829956 2.981746000000479E-6 -883.9663833987725
3.485395999999405E-6 2.137865657793899 -4.3522840713467655E-7 -874.9777217550436 4.3187967419368995E-4 -0.06128154187846248 2.3424570337360077E-4 0.6085485289752175 -667.3982111812917 3.485395999999405E-6 -874.9777217550436
4.07411800000014E-6 2.1409356896167524 -5.03860057260417E-7 -867.0376792689203 4.318796741936575E-4 -0.060725436667297836 2.329726288985648E-4 0.611591021436655 -575.9194575722905 4.07411800000014E-6 -867.0376792689203
4.762281999999909E-6 2.1413022594700477 -5.839670276627752E-7 -860.1274955777917 4.3187967419367515E-4 -0.06024146077328246 2.342457033735991E-4 0.6079703148526591 -496.413296020989 4.762281999999909E-6 -860.1274955777917
5.566685000001417E-6 2.144122790547697 -6.772051059490775E-7 -853.1815411199641 4.3187967419420066E-4 -0.05975497956398654 2.329726288985645E-4 0.6113261499964336 -428.1610185695435 5.566685000001417E-6 -853.1815411199641
6.5069599999995065E-6 2.1460905804269013 -7.840219294605446E-7 -844.6320823738643 4.3187967419419703E-4 -0.05915619201723819 2.3297262889912987E-4 0.6115519785413371 -370.13480822455125 6.5069599999995065E-6 -844.6320823738643
7.60605899999961E-6 2.1479433293213694 -9.074539855040187E-7 -836.5807121192047 4.318796741941725E-4 -0.05859228962459266 2.3297262889912987E-4 0.6113906326570624 -319.612327329967 7.60605899999961E-6 -836.5807121192047
8.890806999999057E-6 2.1509838339051615 -1.0506652672060376E-6 -828.5048761966464 4.3187967419369526E-4 -0.058026673703910334 2.3169955442353072E-4 0.614784919517836 -276.1083532194746 8.890806999999057E-6 -828.5048761966464
1.039255999999919E-5 2.1528361003329555 -1.2154480307299474E-6 -820.4027180678386 4.318796741936987E-4 -0.05745921422683771 2.3169955442409515E-4 0.6144505574863053 -238.41299204536264 1.039255999999919E-5 -820.4027180678386
1.2147980000001835E-5 2.155739655245803 -1.4074322181197836E-6 -812.7828746101295 4.3187967419419025E-4 -0.05692553513601463 2.304264799490604E-4 0.6177504317181298 -205.8421232209215 1.2147980000001835E-5 -812.7828746101295
1.4199909999998428E-5 2.1578240149662733 -1.6264945482930138E-6 -803.6243798011274 4.31879674193695E-4 -0.056284091881949994 2.304264799490604E-4 0.6176601282715819 -178.0781755789588 1.4199909999998428E-5 -803.6243798011274
1.6598439999994385E-5 2.159566278040602 -1.8822862248077617E-6 -795.9505088349106 4.3187967419420917E-4 -0.05574662880897821 2.304264799490604E-4 0.6173781278334268 -153.74384663241833 1.6598439999994385E-5 -795.9505088349106
1.9402099999996092E-5 2.1615416239051184 -2.1770955195409705E-6 -787.2564305112755 4.3187967419425677E-4 -0.055137712386868785 2.304264799490604E-4 0.6175500567362195 -133.01697561802325 1.9402099999996092E-5 -787.2564305112755
2.2679329999997222E-5 2.1645275449945784 -2.516728271728403E-6 -779.0332161494007 4.3187967419419535E-4 -0.05456177436548481 2.2915340547402676E-4 0.6205846664983665 -114.92344890268762 2.2679329999997222E-5 -779.0332161494007
2.6510119999996473E-5 2.165390529820792 -2.909030214619719E-6 -770.3013222397421 4.3187967419416504E-4 -0.05395020941290623 2.304264799496246E-4 0.6171103151644871 -99.4238011409914 2.6510119999996473E-5 -770.3013222397421
3.098798000000791E-5 2.1684730961262 -3.3614027269685204E-6 -761.5490721812239 4.3187967419363465E-4 -0.05333721875505214 2.2915340547458913E-4 0.6204018461341746 -86.01531108372033 3.098798000000791E-5 -761.5490721812239
3.622219999999121E-5 2.1713170803137527 -3.888053404113919E-6 -753.7372173955082 4.31879674193759E-4 -0.05279009156237145 2.278803309989931E-4 0.6236645701622999 -74.32427388040087 3.622219999999121E-5 -753.7372173955082
