# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
18.78087574597838 0.28361518441337635 10.435555198296843 18.18740698266278  -1184.4290745590995 -1184.4290745590995 -1184.4290745590995 0.0 0.0 0.0 2738.7868837819406 16.955343847569576 312.55709387858485 3.523777547760246E-4 1184.4290745590995 1.540175179842436 9.245563906344824E-8 18.78087574597838 2738.7868837819406
18.790465435889512 0.28347044176812936 10.444580750061602 18.21543455772543  -1186.5168870103914 -1186.5168870103914 -1186.5168870103914 0.0 0.0 0.0 2740.940686286652 16.982464672980107 312.64697761787096 3.523363347032001E-4 1186.5168870103914 1.5396711874138744 9.23408020757934E-8 18.790465435889512 2740.940686286652
18.80005512580086 0.28332584678596584 10.45360299244248 18.243461915118147  -1188.604701208275 -1188.604701208275 -1188.604701208275 0.0 0.0 0.0 2743.094377381189 17.009586873492744 312.7366947059336 3.522949146303746E-4 1188.604701208275 1.5391677754315396 9.22262121369521E-8 18.80005512580086 2743.094377381189
18.809644815712417 0.2831813992410373 10.462621926229003 18.27148905476011  -1190.692517149785 -1190.692517149785 -1190.692517149785 0.0 0.0 0.0 2745.2479567968658 17.03671044912766 312.82624553581405 3.5225349455754825E-4 1190.692517149785 1.5386649430310189 9.21118684698243E-8 18.809644815712417 2745.2479567968658
18.819234505624184 0.28303709890795575 10.471637552216265 18.299515976570902  -1192.780334831968 -1192.780334831968 -1192.780334831968 0.0 0.0 0.0 2747.401424265987 17.063835399904256 312.91563049948286 3.5221207448472104E-4 1192.780334831968 1.5381626893496714 9.199777030054694E-8 18.819234505624184 2747.401424265987
18.828824195536164 0.28289294556179206 10.480649871204887 18.327542680470525  -1194.868154251881 -1194.868154251881 -1194.868154251881 0.0 0.0 0.0 2749.554779521841 17.090961725841208 313.004849987843 3.5217065441189285E-4 1194.868154251881 1.5376610135266262 9.18839168584774E-8 18.828824195536164 2749.554779521841
18.838413885448354 0.28274893897807546 10.489658884000978 18.35556916637934  -1196.955975406588 -1196.955975406588 -1196.955975406588 0.0 0.0 0.0 2751.7080222986997 17.11808942695634 313.09390439073326 3.521292343390638E-4 1196.955975406588 1.5371599147027744 9.177030737617667E-8 18.838413885448354 2751.7080222986997
18.848003575360753 0.2826050789327917 10.498664591416109 18.38359543421811  -1199.0437982931644 -1199.0437982931644 -1199.0437982931644 0.0 0.0 0.0 2753.8611523318145 17.145218503266747 313.182794096932 3.5208781426623376E-4 1199.0437982931644 1.5366593920207685 9.165694108939278E-8 18.848003575360753 2753.8611523318145
18.857593265273362 0.2824613652023824 10.507666994267282 18.411621483907975  -1201.1316229086924 -1201.1316229086924 -1201.1316229086924 0.0 0.0 0.0 2756.0141693574146 17.17234895478875 313.27151949416 3.520463941934029E-4 1201.1316229086924 1.5361594446250135 9.15438172370443E-8 18.857593265273362 2756.0141693574146
18.867182955186184 0.28231779756374353 10.5166660933769 18.439647315370493  -1203.219449250267 -1203.219449250267 -1203.219449250267 0.0 0.0 0.0 2758.1670731127065 17.199480781537893 313.36008096908427 3.520049741205711E-4 1203.219449250267 1.5356600716616673 9.143093506120383E-8 18.867182955186184 2758.1670731127065
18.876772645099212 0.28217437579422466 10.525661889572717 18.467672928527566  -1205.307277314988 -1205.307277314988 -1205.307277314988 0.0 0.0 0.0 2760.319863335866 17.226613983528946 313.4484789073209 3.519635540477384E-4 1205.307277314988 1.5351612722786323 9.131829380708204E-8 18.876772645099212 2760.319863335866
18.88636233501245 0.28203109967162737 10.534654383687831 18.495698323301504  -1207.3951070999678 -1207.3951070999678 -1207.3951070999678 0.0 0.0 0.0 2762.4725397660422 17.253748560775932 313.5367136934392 3.519221339749048E-4 1207.3951070999678 1.534663045625553 9.120589272301095E-8 18.88636233501245 2762.4725397660422
18.8959520249259 0.2818879689742043 10.543643576560642 18.523723499615024  -1209.482938602328 -1209.482938602328 -1209.482938602328 0.0 0.0 0.0 2764.6251021433527 17.28088451329211 313.6247857109644 3.5188071390207027E-4 1209.482938602328 1.5341653908538118 9.109373106042828E-8 18.8959520249259 2764.6251021433527
18.905541714839558 0.2817449834806582 10.552629469034807 18.551748457391163  -1211.5707718191966 -1211.5707718191966 -1211.5707718191966 0.0 0.0 0.0 2766.7775502088775 17.308021841089968 313.71269534238104 3.5183929382923487E-4 1211.5707718191966 1.5336683071165225 9.098180807386116E-8 18.905541714839558 2766.7775502088775
18.915131404753424 0.28160214297014036 10.561612061959234 18.5797731965534  -1213.658606747713 -1213.658606747713 -1213.658606747713 0.0 0.0 0.0 2768.9298837046636 17.335160544181242 313.8004429691362 3.5179787375639855E-4 1213.658606747713 1.5331717935685287 9.08701230209105E-8 18.915131404753424 2768.9298837046636
18.9247210946675 0.28145944722224986 10.570591356188034 18.60779771702557  -1215.7464433850253 -1215.7464433850253 -1215.7464433850253 0.0 0.0 0.0 2771.0821023737153 17.36230062257693 313.88802897164356 3.517564536835613E-4 1215.7464433850253 1.532675849366397 9.075867516223485E-8 18.9247210946675 2771.0821023737153
18.934310784581783 0.28131689601703225 10.579567352580488 18.635822018731872  -1217.8342817282899 -1217.8342817282899 -1217.8342817282899 0.0 0.0 0.0 2773.234205959998 17.389442076287263 313.97545372928545 3.517150336107232E-4 1217.8342817282899 1.5321804736684146 9.064746376153503E-8 18.934310784581783 2773.234205959998
18.943900474496274 0.28117448913497844 10.588540052001033 18.66384610159692  -1219.922121774673 -1219.922121774673 -1219.922121774673 0.0 0.0 0.0 2775.386194208432 17.416584905321724 314.0627176204171 3.516736135378842E-4 1219.922121774673 1.5316856656345832 9.053648808553826E-8 18.943900474496274 2775.386194208432
18.953490164410972 0.28103222635702363 10.597509455319209 18.691869965545674  -1222.00996352135 -1222.00996352135 -1222.00996352135 0.0 0.0 0.0 2777.5380668648895 17.443729109689066 314.14982102236957 3.516321934650443E-4 1222.00996352135 1.5311914244266165 9.04257474039828E-8 18.953490164410972 2777.5380668648895
18.963079854325876 0.2808901074645462 10.606475563409647 18.719893610503487  -1224.0978069655046 -1224.0978069655046 -1224.0978069655046 0.0 0.0 0.0 2779.6898236761976 17.47087468939727 314.23676431145293 3.515907733922035E-4 1224.0978069655046 1.5306977492079334 9.031524098960244E-8 18.963079854325876 2779.6898236761976
18.972669544240986 0.2807481322393663 10.615438377152032 18.74791703639608  -1226.1856521043298 -1226.1856521043298 -1226.1856521043298 0.0 0.0 0.0 2781.841464390129 17.49802164445361 314.32354786295963 3.515493533193618E-4 1226.1856521043298 1.5302046391436575 9.020496811811125E-8 18.972669544240986 2781.841464390129
18.982259234156302 0.28060630046374524 10.624397897431068 18.77594024314954  -1228.273498935028 -1228.273498935028 -1228.273498935028 0.0 0.0 0.0 2783.992988755405 17.525169974864607 314.41017205116754 3.515079332465192E-4 1228.273498935028 1.5297120934006083 9.009492806818835E-8 18.982259234156302 2783.992988755405
18.991848924071828 0.2804646119203839 10.63335412513646 18.80396323069038  -1230.361347454811 -1230.361347454811 -1230.361347454811 0.0 0.0 0.0 2786.1443965216895 17.552319680636046 314.49663724934334 3.5146651317367574E-4 1230.361347454811 1.5292201111472996 8.998512012146261E-8 18.991848924071828 2786.1443965216895
19.001438613987556 0.28032306639242205 10.642307061162862 18.831985998945402  -1232.4491976608972 -1232.4491976608972 -1232.4491976608972 0.0 0.0 0.0 2788.2956874395877 17.57947076177297 314.5829438297456 3.514250931008314E-4 1232.4491976608972 1.5287286915539358 8.987554356249797E-8 19.001438613987556 2788.2956874395877
19.01102830390349 0.28018166366343683 10.651256706409876 18.860008547841836  -1234.5370495505172 -1234.5370495505172 -1234.5370495505172 0.0 0.0 0.0 2790.446861260646 17.60662321827971 314.6690921636284 3.5138367302798613E-4 1234.5370495505172 1.5282378337924056 8.976619767877792E-8 19.01102830390349 2790.446861260646
19.020617993819627 0.28004040351744197 10.660203061781997 18.888030877307266  -1236.6249031209072 -1236.6249031209072 -1236.6249031209072 0.0 0.0 0.0 2792.5979177373465 17.633777050159857 314.75508262124345 3.5134225295514E-4 1236.6249031209072 1.527747537036279 8.965708176069138E-8 19.020617993819627 2792.5979177373465
19.03020768373597 0.2798992857388864 10.669146128188606 18.91605298726965  -1238.712758369315 -1238.712758369315 -1238.712758369315 0.0 0.0 0.0 2794.7488566231073 17.660932257416288 314.8409155718445 3.51300832882293E-4 1238.712758369315 1.527257800460803 8.954819510151721E-8 19.03020768373597 2794.7488566231073
19.03979737365252 0.27975831011265345 10.67808590654392 18.944074877657325  -1240.8006152929963 -1240.8006152929963 -1240.8006152929963 0.0 0.0 0.0 2796.8996776722774 17.68808884005114 314.9265913836898 3.512594128094451E-4 1240.8006152929963 1.5267686232428972 8.943953699740993E-8 19.03979737365252 2796.8996776722774
19.04938706356927 0.2796174764240596 10.687022397766972 18.972096548398962  -1242.8884738892152 -1242.8884738892152 -1242.8884738892152 0.0 0.0 0.0 2799.0503806401357 17.715246798065845 315.01211042404555 3.512179927365963E-4 1242.8884738892152 1.5262800045611487 8.933110674738504E-8 19.04938706356927 2799.0503806401357
19.058976753486224 0.2794767844588533 10.695955602781584 19.000117999423622  -1244.976334155244 -1244.976334155244 -1244.976334155244 0.0 0.0 0.0 2801.2009652828892 17.7424061314611 315.0974730591881 3.5117657266374664E-4 1244.976334155244 1.5257919435958105 8.922290365330469E-8 19.058976753486224 2801.2009652828892
19.068566443403384 0.2793362340032142 10.70488552251634 19.02813923066074  -1247.0641960883665 -1247.0641960883665 -1247.0641960883665 0.0 0.0 0.0 2803.3514313576716 17.76956684023692 315.1826796544089 3.511351525908961E-4 1247.0641960883665 1.525304439528794 8.911492701986279E-8 19.068566443403384 2803.3514313576716
19.078156133320746 0.27919582484375166 10.713812157904547 19.056160242040093  -1249.1520596858727 -1249.1520596858727 -1249.1520596858727 0.0 0.0 0.0 2805.5017786225367 17.79672892439256 315.26773057401584 3.510937325180447E-4 1249.1520596858727 1.5248174915436679 8.900717615457127E-8 19.078156133320746 2805.5017786225367
19.08774582323831 0.279055556767504 10.722735509884215 19.084181033491838  -1251.239924945062 -1251.239924945062 -1251.239924945062 0.0 0.0 0.0 2807.6520068364607 17.8238923839266 315.3526261813374 3.510523124451924E-4 1251.239924945062 1.5243310988256513 8.889965036774535E-8 19.08774582323831 2807.6520068364607
19.09733551315608 0.2789154295619372 10.731655579398026 19.112201604946478  -1253.3277918632427 -1253.3277918632427 -1253.3277918632427 0.0 0.0 0.0 2809.802115759339 17.851057218836907 315.4373668387252 3.5101089237233923E-4 1253.3277918632427 1.5238452605616122 8.87923489724898E-8 19.09733551315608 2809.802115759339
19.106925203074045 0.278775443014944 10.740572367393304 19.140221956334887  -1255.4156604377308 -1255.4156604377308 -1255.4156604377308 0.0 0.0 0.0 2811.952105151981 17.878223429120613 315.52195290755725 3.509694722994852E-4 1255.4156604377308 1.523359975940061 8.868527128468454E-8 19.106925203074045 2811.952105151981
19.116514892992218 0.27863559691484263 10.749485874821996 19.168242087588315  -1257.503530665855 -1257.503530665855 -1257.503530665855 0.0 0.0 0.0 2814.1019747761125 17.905391014774207 315.6063847482413 3.5092805222663027E-4 1257.503530665855 1.5228752441511473 8.857841662297072E-8 19.116514892992218 2814.1019747761125
19.12610458291059 0.2784958910503761 10.758396102640628 19.196261998638338  -1259.5914025449463 -1259.5914025449463 -1259.5914025449463 0.0 0.0 0.0 2816.251724394368 17.932559975793406 315.69066272021706 3.5088663215377455E-4 1259.5914025449463 1.5223910643866565 8.847178430873713E-8 19.12610458291059 2816.251724394368
19.135694272829166 0.2783563252107105 10.767303051810293 19.22428168941693  -1261.679276072351 -1261.679276072351 -1261.679276072351 0.0 0.0 0.0 2818.4013537702945 17.959730312173292 315.77478718196056 3.5084521208091784E-4 1261.679276072351 1.5219074358400055 8.836537366610585E-8 19.135694272829166 2818.4013537702945
19.145283962747943 0.2782168991854348 10.776206723296609 19.252301159856376  -1263.7671512454183 -1263.7671512454183 -1263.7671512454183 0.0 0.0 0.0 2820.5508626683427 17.9869020239082 315.85875849098585 3.508037920080603E-4 1263.7671512454183 1.5214243577062376 8.825918402191907E-8 19.145283962747943 2820.5508626683427
19.154873652666918 0.27807761276455906 10.785107118069698 19.280320409889356  -1265.8550280615088 -1265.8550280615088 -1265.8550280615088 0.0 0.0 0.0 2822.7002508538694 18.014075110991797 315.94257700384867 3.5076237193520194E-4 1265.8550280615088 1.5209418291820194 8.81532147057251E-8 19.154873652666918 2822.7002508538694
19.164463342586096 0.2779384657385136 10.79400423710417 19.308339439448893  -1267.9429065179925 -1267.9429065179925 -1267.9429065179925 0.0 0.0 0.0 2824.849518093134 18.041249573417073 316.02624307614974 3.507209518623427E-4 1267.9429065179925 1.5204598494656358 8.804746504976481E-8 19.164463342586096 2824.849518093134
19.17405303250547 0.2777994578981483 10.802898081379071 19.336358248468333  -1270.0307866122453 -1270.0307866122453 -1270.0307866122453 0.0 0.0 0.0 2826.998664153295 18.06842541117627 316.1097570625371 3.506795317894826E-4 1270.0307866122453 1.519978417756988 8.794193438895833E-8 19.17405303250547 2826.998664153295
19.183642722425045 0.27766058903473084 10.811788651877883 19.364376836881444  -1272.1186683416545 -1272.1186683416545 -1272.1186683416545 0.0 0.0 0.0 2829.1476888024113 18.095602624261033 316.1931193167094 3.5063811171662164E-4 1272.1186683416545 1.519497533257586 8.783662206089142E-8 19.183642722425045 2829.1476888024113
19.19323241234482 0.27752185893994635 10.820675949588473 19.392395204622286  -1274.2065517036142 -1274.2065517036142 -1274.2065517036142 0.0 0.0 0.0 2831.2965918094346 18.12278121266225 316.27633019141894 3.5059669164375974E-4 1274.2065517036142 1.5190171951705493 8.773152740580247E-8 19.19323241234482 2831.2965918094346
19.202822102264793 0.27738326740589603 10.82955997550308 19.4204133516253  -1276.2944366955276 -1276.2944366955276 -1276.2944366955276 0.0 0.0 0.0 2833.4453729442116 18.14996117637015 316.35939003847477 3.5055527157089707E-4 1276.2944366955276 1.5185374027005978 8.762664976656882E-8 19.202822102264793 2833.4453729442116
19.21241179218497 0.277244814225096 10.838440730618291 19.448431277825275  -1278.382323314807 -1278.382323314807 -1278.382323314807 0.0 0.0 0.0 2835.5940319774804 18.177142515374314 316.4422992087451 3.5051385149803354E-4 1278.382323314807 1.5180581550540508 8.752198848869393E-8 19.21241179218497 2835.5940319774804
19.222001482105338 0.27710649919047675 10.847318215934992 19.47644898315732  -1280.47021155887 -1280.47021155887 -1280.47021155887 0.0 0.0 0.0 2837.7425686808656 18.204325229663567 316.52505805216083 3.504724314251691E-4 1280.47021155887 1.5175794514388246 8.741754292029431E-8 19.222001482105338 2837.7425686808656
19.231591172025908 0.2769683220953814 10.856192432458377 19.50446646755694  -1282.558101425148 -1282.558101425148 -1282.558101425148 0.0 0.0 0.0 2839.890982826882 18.231509319226156 316.6076669177183 3.504310113523038E-4 1282.558101425148 1.5171012910644233 8.731331241208616E-8 19.231591172025908 2839.890982826882
19.241180861946678 0.27683028273356536 10.86506338119789 19.532483730959964  -1284.6459929110765 -1284.6459929110765 -1284.6459929110765 0.0 0.0 0.0 2842.039274188927 18.258694784049595 316.6901261534819 3.503895912794377E-4 1284.6459929110765 1.5166236731419391 8.720929631737283E-8 19.241180861946678 2842.039274188927
19.250770551867646 0.27669238089919485 10.873931063167218 19.560500773302564  -1286.7338860141015 -1286.7338860141015 -1286.7338860141015 0.0 0.0 0.0 2844.1874425412802 18.285881624120755 316.7724361065876 3.503481712065707E-4 1286.7338860141015 1.5161465968840484 8.710549399203177E-8 19.250770551867646 2844.1874425412802
19.26036024178881 0.27655461638684603 10.882795479384248 19.588517594521246  -1288.8217807316755 -1288.8217807316755 -1288.8217807316755 0.0 0.0 0.0 2846.335487659102 18.313069839425797 316.85459712324507 3.5030675113370286E-4 1288.8217807316755 1.5156700615050052 8.700190479450187E-8 19.26036024178881 2846.335487659102
19.269949931710173 0.2764169889915041 10.891656630871063 19.616534194552898  -1290.9096770612623 -1290.9096770612623 -1290.9096770612623 0.0 0.0 0.0 2848.48340931843 18.340259429950272 316.9366095487415 3.502653310608342E-4 1290.9096770612623 1.5151940662206387 8.689852808577047E-8 19.269949931710173 2848.48340931843
19.27953962163173 0.276279498508562 10.900514518653896 19.644550573334715  -1292.997575000331 -1292.997575000331 -1292.997575000331 0.0 0.0 0.0 2850.6312072961778 18.367450395679036 317.01847372744356 3.502239109879646E-4 1292.997575000331 1.5147186102483507 8.679536322936127E-8 19.27953962163173 2850.6312072961778
19.289129311553488 0.27614214473381965 10.909369143763117 19.672566730804256  -1295.085474546361 -1295.085474546361 -1295.085474546361 0.0 0.0 0.0 2852.778881370133 18.3946427365963 317.10019000280096 3.501824909150942E-4 1295.085474546361 1.5142436928071088 8.669240959132117E-8 19.289129311553488 2852.778881370133
19.29871900147544 0.27600492746348276 10.9182205072332 19.700582666899415  -1297.1733756968392 -1297.1733756968392 -1297.1733756968392 0.0 0.0 0.0 2854.9264313189533 18.421836452685593 317.18175871734894 3.50141070842223E-4 1297.1733756968392 1.513769313117445 8.658966654020825E-8 19.29871900147544 2854.9264313189533
19.30830869139759 0.27586784649416213 10.9270686101027 19.728598381558424  -1299.261278449261 -1299.261278449261 -1299.261278449261 0.0 0.0 0.0 2857.0738569221667 18.449031543929813 317.2631802127113 3.500996507693509E-4 1299.261278449261 1.5132954704014498 8.648713344707912E-8 19.30830869139759 2857.0738569221667
19.317898381319928 0.2757309016228721 10.935913453414226 19.756613874719854  -1301.3491828011295 -1301.3491828011295 -1301.3491828011295 0.0 0.0 0.0 2859.2211579601667 18.47622801031118 317.34445482960314 3.5005823069647797E-4 1301.3491828011295 1.512822163882771 8.638480968547675E-8 19.317898381319928 2859.2211579601667
19.327488071242463 0.27559409264703016 10.944755038214428 19.784629146322626  -1303.4370887499572 -1303.4370887499572 -1303.4370887499572 0.0 0.0 0.0 2861.3683342142126 18.503425851811297 317.4255829078338 3.500168106236042E-4 1303.4370887499572 1.5123493927866067 8.628269463141802E-8 19.327488071242463 2861.3683342142126
19.337077761165197 0.2754574193644554 10.953593365553958 19.812644196306007  -1305.5249962932653 -1305.5249962932653 -1305.5249962932653 0.0 0.0 0.0 2863.5153854664277 18.5306250684111 317.50656478630935 3.499753905507296E-4 1305.5249962932653 1.5118771563397035 8.618078766338177E-8 19.337077761165197 2863.5153854664277
19.346667451088123 0.275320881573368 10.96242843648744 19.84065902460956  -1307.612905428581 -1307.612905428581 -1307.612905428581 0.0 0.0 0.0 2865.662311499793 18.55782566009087 317.5874008030359 3.4993397047785414E-4 1307.612905428581 1.5114054537703532 8.607908816229652E-8 19.346667451088123 2865.662311499793
19.35625714101125 0.27518447907238774 10.971260252073465 19.86867363117324  -1309.700816153442 -1309.700816153442 -1309.700816153442 0.0 0.0 0.0 2867.80911209815 18.58502762683026 317.66809129512217 3.498925504049778E-4 1309.700816153442 1.5109342843083855 8.597759551152839E-8 19.35625714101125 2867.80911209815
19.36584683093456 0.2750482116605337 10.980088813374545 19.89668801593728  -1311.7887284653916 -1311.7887284653916 -1311.7887284653916 0.0 0.0 0.0 2869.955787046194 18.612230968608248 317.7486365987821 3.498511303321007E-4 1311.7887284653916 1.5104636471851698 8.587630909686951E-8 19.36584683093456 2869.955787046194
19.37543652085807 0.27491207913722254 10.988914121457109 19.924702178842292  -1313.8766423619836 -1313.8766423619836 -1313.8766423619836 0.0 0.0 0.0 2872.1023361294765 18.639435685403214 317.82903704933796 3.4980971025922277E-4 1313.8766423619836 1.509993541633606 8.577522830652552E-8 19.37543652085807 2872.1023361294765
19.385026210781778 0.27477608130226777 10.997736177391467 19.952716119829216  -1315.9645578407803 -1315.9645578407803 -1315.9645578407803 0.0 0.0 0.0 2874.2487591344016 18.666641777192893 317.9092929812228 3.497682901863439E-4 1315.9645578407803 1.5095239668881235 8.567435253110417E-8 19.385026210781778 2874.2487591344016
19.394615900705677 0.2746402179558791 11.006554982251778 19.9807298388393  -1318.0524748993494 -1318.0524748993494 -1318.0524748993494 0.0 0.0 0.0 2876.3950558482197 18.693849243954354 317.98940472798347 3.4972687011346426E-4 1318.0524748993494 1.509054922184677 8.557368116360353E-8 19.394615900705677 2876.3950558482197
19.40420559062977 0.274504488898661 11.015370537116043 20.008743335814138  -1320.1403935352685 -1320.1403935352685 -1320.1403935352685 0.0 0.0 0.0 2878.541226059031 18.72105808566405 318.0693726222833 3.496854500405838E-4 1320.1403935352685 1.5085864067607428 8.547321359940012E-8 19.40420559062977 2878.541226059031
19.41379528055405 0.27436889393161207 11.02418284306607 20.03675661069565  -1322.2283137461227 -1322.2283137461227 -1322.2283137461227 0.0 0.0 0.0 2880.687269555781 18.748268302297816 318.14919699590473 3.496440299677025E-4 1322.2283137461227 1.508118419855315 8.537294923623743E-8 19.41379528055405 2880.687269555781
19.423384970478526 0.2742334328561237 11.032991901187453 20.064769663426095  -1324.3162355295058 -1324.3162355295058 -1324.3162355295058 0.0 0.0 0.0 2882.8331861282577 18.775479893830838 318.22887817975203 3.496026098948204E-4 1324.3162355295058 1.5076509607089015 8.527288747421437E-8 19.423384970478526 2882.8331861282577
19.432974660403193 0.2740981054739795 11.041797712569549 20.092782493948054  -1326.4041588830198 -1326.4041588830198 -1326.4041588830198 0.0 0.0 0.0 2884.9789755670927 18.802692860237688 318.3084165038545 3.495611898219374E-4 1326.4041588830198 1.5071840285635199 8.517302771577357E-8 19.432974660403193 2884.9789755670927
19.442564350328055 0.273962911587354 11.050600278305456 20.120795102204458  -1328.492083804275 -1328.492083804275 -1328.492083804275 0.0 0.0 0.0 2887.1246376637546 18.829907201492315 318.38781229736827 3.4951976974905357E-4 1328.492083804275 1.5067176226626942 8.507336936569029E-8 19.442564350328055 2887.1246376637546
19.45215404025311 0.2738278509988119 11.059399599491982 20.148807488138527  -1330.5800102908875 -1330.5800102908875 -1330.5800102908875 0.0 0.0 0.0 2889.27017221055 18.857122917568045 318.46706588857995 3.4947834967616895E-4 1330.5800102908875 1.5062517422514523 8.497391183106082E-8 19.45215404025311 2889.27017221055
19.461743730178352 0.2736929235113072 11.068195677229623 20.176819651693815  -1332.6679383404828 -1332.6679383404828 -1332.6679383404828 0.0 0.0 0.0 2891.415579000619 18.884340008437565 318.5461776049086 3.4943692960328346E-4 1332.6679383404828 1.5057863865763208 8.487465452129139E-8 19.461743730178352 2891.415579000619
19.471333420103782 0.2735581289281818 11.076988512622547 20.204831592814223  -1334.755867950695 -1334.755867950695 -1334.755867950695 0.0 0.0 0.0 2893.5608578279357 18.91155847407295 318.62514777290903 3.493955095303972E-4 1334.755867950695 1.5053215548853214 8.477559684808673E-8 19.471333420103782 2893.5608578279357
19.48092311002941 0.27342346705316495 11.085778106778575 20.232843311443972  -1336.8437991191665 -1336.8437991191665 -1336.8437991191665 0.0 0.0 0.0 2895.7060084873065 18.93877831444571 318.7039767182739 3.493540894575101E-4 1336.8437991191665 1.504857246427967 8.4676738225439E-8 19.48092311002941 2895.7060084873065
19.490512799955223 0.27328893769037227 11.094564460809133 20.26085480752759  -1338.9317318435458 -1338.9317318435458 -1338.9317318435458 0.0 0.0 0.0 2897.851030774363 18.965999529526666 318.78266476583667 3.493126693846222E-4 1338.9317318435458 1.5043934604552593 8.457807806961681E-8 19.490512799955223 2897.851030774363
19.50010248988123 0.2731545406443045 11.10334757582926 20.28886608100995  -1341.0196661214902 -1341.0196661214902 -1341.0196661214902 0.0 0.0 0.0 2899.9959244855672 18.993222119286074 318.8612122395743 3.4927124931173343E-4 1341.0196661214902 1.5039301962196852 8.447961579915415E-8 19.50010248988123 2899.9959244855672
19.509692179807423 0.273020275719847 11.112127452957559 20.316877131836215  -1343.1076019506654 -1343.1076019506654 -1343.1076019506654 0.0 0.0 0.0 2902.140689418203 19.020446083693564 318.93961946260987 3.492298292388439E-4 1343.1076019506654 1.5034674529752106 8.438135083483925E-8 19.509692179807423 2902.140689418203
19.519281869733806 0.2728861427222684 11.120904093316192 20.344887959951894  -1345.1955393287442 -1345.1955393287442 -1345.1955393287442 0.0 0.0 0.0 2904.2853253703765 19.047671422718164 319.0178867572151 3.4918840916595346E-4 1345.1955393287442 1.5030052299772798 8.428328259970388E-8 19.519281869733806 2904.2853253703765
19.528871559660384 0.2727521414572198 11.129677498030855 20.37289856530283  -1347.2834782534092 -1347.2834782534092 -1347.2834782534092 0.0 0.0 0.0 2906.429832141018 19.07489813632832 319.09601444481297 3.491469890930623E-4 1347.2834782534092 1.5025435264828098 8.418541051901248E-8 19.528871559660384 2906.429832141018
19.538461249587144 0.27261827173073405 11.138447668230736 20.400908947835127  -1349.3714187223463 -1349.3714187223463 -1349.3714187223463 0.0 0.0 0.0 2908.5742095298706 19.10212622449181 319.17400284598045 3.4910556902017023E-4 1349.3714187223463 1.5020823417501883 8.408773402025137E-8 19.538461249587144 2908.5742095298706
19.5480509395141 0.27248453334922434 11.14721460504853 20.428919107495283  -1351.4593607332554 -1351.4593607332554 -1351.4593607332554 0.0 0.0 0.0 2910.718457337499 19.1293556871759 319.25185228045115 3.490641489472774E-4 1351.4593607332554 1.5016216750392688 8.3990252533118E-8 19.5480509395141 2910.718457337499
19.557640629441238 0.2723509261194838 11.155978309620375 20.456929044230044  -1353.5473042838387 -1353.5473042838387 -1353.5473042838387 0.0 0.0 0.0 2912.8625753652786 19.15658652434718 319.3295630671178 3.4902272887438375E-4 1353.5473042838387 1.501161525611368 8.389296548951032E-8 19.557640629441238 2912.8625753652786
19.567230319368566 0.27221744984868423 11.164738783085859 20.48493875798652  -1355.6352493718096 -1355.6352493718096 -1355.6352493718096 0.0 0.0 0.0 2915.006563415399 19.183818735971688 319.40713552403486 3.489813088014893E-4 1355.6352493718096 1.5007018927292612 8.379587232351628E-8 19.567230319368566 2915.006563415399
19.576820009296082 0.27208410434437513 11.173496026587989 20.512948248712117  -1357.7231959948876 -1357.7231959948876 -1357.7231959948876 0.0 0.0 0.0 2917.1504212908585 19.211052322014858 319.48456996842117 3.48939888728594E-4 1357.7231959948876 1.50024277565718 8.369897247140313E-8 19.576820009296082 2917.1504212908585
19.586409699223786 0.27195088941448303 11.182250041273166 20.54095751635456  -1359.8111441508013 -1359.8111441508013 -1359.8111441508013 0.0 0.0 0.0 2919.2941487954654 19.23828728244153 319.5618667166623 3.4889846865569795E-4 1359.8111441508013 1.4997841736608064 8.360226537160715E-8 19.586409699223786 2919.2941487954654
19.59599938915168 0.27181780486731044 11.191000828291166 20.568966560861885  -1361.899093837286 -1361.899093837286 -1361.899093837286 0.0 0.0 0.0 2921.4377457338323 19.26552361721596 319.63902608431357 3.4885704858280103E-4 1361.899093837286 1.4993260860072732 8.350575046472305E-8 19.59599938915168 2921.4377457338323
19.60558907907976 0.2716848505115349 11.199748388795118 20.596975382182446  -1363.9870450520855 -1363.9870450520855 -1363.9870450520855 0.0 0.0 0.0 2923.5812119113784 19.2927613263018 319.71604838610193 3.4881562850990334E-4 1363.9870450520855 1.4988685119651564 8.34094271934939E-8 19.60558907907976 2923.5812119113784
19.615178769008025 0.27155202615620816 11.208492723941479 20.62498398026489  -1366.0749977929497 -1366.0749977929497 -1366.0749977929497 0.0 0.0 0.0 2925.7245471343213 19.32000040966213 319.7929339359292 3.487742084370048E-4 1366.0749977929497 1.4984114508044744 8.33132950028005E-8 19.615178769008025 2925.7245471343213
19.624768458936483 0.27141933161075493 11.217233834890024 20.652992355058217  -1368.162952057639 -1368.162952057639 -1368.162952057639 0.0 0.0 0.0 2927.8677512096833 19.347240867259462 319.86968304687434 3.487327883641055E-4 1368.162952057639 1.4979549017966824 8.321735333965134E-8 19.624768458936483 2927.8677512096833
