# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
16.1075159185644 0.7041732865828676 1.1563611564774459 0.42161066618387777  -43.72987345809482 -43.72987345809482 -43.72987345809482 0.0 0.0 0.0 688.1643412882377 0.21765288287898052 18.88835615720157 1.2564210737863094E-4 43.72987345809482 2.1393296487152553 8.834667107230982E-7 16.1075159185644 688.1643412882377
16.116024907032386 0.7038014950021544 1.1586567164488488 0.42296374980957635  -43.844541811966614 -43.844541811966614 -43.844541811966614 0.0 0.0 0.0 688.9421344292056 0.21877687782924382 18.89825536611237 1.2563862765802873E-4 43.844541811966614 2.1384850621772578 8.821648755870072E-7 16.116024907032386 688.9421344292056
16.12453389550058 0.7034300958135836 1.1609516651109884 0.4243168481901901  -43.959211571967565 -43.959211571967565 -43.959211571967565 0.0 0.0 0.0 689.720088097628 0.21990104522132736 18.908134827142742 1.2563514793742641E-4 43.959211571967565 2.1376413827992464 8.80866601752238E-7 16.12453389550058 689.720088097628
16.133042883968983 0.7030590883962815 1.1632460017555306 0.4256699612798982  -44.07388273679599 -44.07388273679599 -44.07388273679599 0.0 0.0 0.0 690.4982019421145 0.2210253852263697 18.917994586566966 1.25631668216824E-4 44.07388273679599 2.136798609147151 8.795718747795038E-7 16.133042883968983 690.4982019421145
16.141551872437596 0.7026884721306836 1.165539725679121 0.42702308903295166  -44.18855530515184 -44.18855530515184 -44.18855530515184 0.0 0.0 0.0 691.2764756118144 0.2221498980151519 18.927834690530243 1.2562818849622153E-4 44.18855530515184 2.135956739789925 8.782806803073322E-7 16.141551872437596 691.2764756118144
16.150060860906414 0.7023182463985315 1.167832836183358 0.42837623140367376  -44.303229275736726 -44.303229275736726 -44.303229275736726 0.0 0.0 0.0 692.0549087564164 0.22327458375809814 18.9376551850491 1.2562470877561897E-4 44.303229275736726 2.1351157732995416 8.769930040515445E-7 16.150060860906414 692.0549087564164
16.15856984937544 0.7019484105828685 1.1701253325747731 0.42972938834646096  -44.417904647254005 -44.417904647254005 -44.417904647254005 0.0 0.0 0.0 692.833501026148 0.2243994426252775 18.947456116011814 1.2562122905501632E-4 44.417904647254005 2.1342757082509776 8.757088318047313E-7 16.15856984937544 692.833501026148
16.167078837844674 0.701578964068037 1.1724172141648035 0.4310825598157826  -44.53258141840877 -44.53258141840877 -44.53258141840877 0.0 0.0 0.0 693.6122520717751 0.22552447478640428 18.957237529178883 1.2561774933441357E-4 44.53258141840877 2.1334365432222135 8.744281494357404E-7 16.167078837844674 693.6122520717751
16.175587826314114 0.701209906239675 1.1747084802697667 0.4324357457661794  -44.64725958790768 -44.64725958790768 -44.64725958790768 0.0 0.0 0.0 694.3911615446003 0.2266496804108374 18.966999470183335 1.2561426961381076E-4 44.64725958790768 2.132598276794219 8.731509428891681E-7 16.175587826314114 694.3911615446003
16.18409681478376 0.7008412364847126 1.176999130210839 0.4337889461522646  -44.76193915445917 -44.76193915445917 -44.76193915445917 0.0 0.0 0.0 695.1702290964636 0.22777505966758207 18.97674198453125 1.2561078989320785E-4 44.76193915445917 2.1317609075509503 8.718771981848485E-7 16.18409681478376 695.1702290964636
16.19260580325361 0.7004729541913682 1.1792891633140288 0.43514216092872343  -44.8766201167733 -44.8766201167733 -44.8766201167733 0.0 0.0 0.0 695.9494543797402 0.22890061272528972 18.98646511760213 1.2560731017260485E-4 44.8766201167733 2.1309244340793407 8.706069014173543E-7 16.19260580325361 695.9494543797402
16.20111479172367 0.7001050587491455 1.1815785789101574 0.43649539005031474  -44.99130247356195 -44.99130247356195 -44.99130247356195 0.0 0.0 0.0 696.7288370473416 0.23002633975226042 18.99616891464931 1.256038304520018E-4 44.99130247356195 2.130088854969289 8.693400387554945E-7 16.20111479172367 696.7288370473416
16.20962378019393 0.6997375495488304 1.183867376334828 0.43784863347186703  -45.1059862235385 -45.1059862235385 -45.1059862235385 0.0 0.0 0.0 697.5083767527127 0.23115224091644004 19.00585342080038 1.2560035073139864E-4 45.1059862235385 2.129254168813659 8.680765964418237E-7 16.20962378019393 697.5083767527127
16.218132768664397 0.699370425982487 1.1861555549284086 0.4392018911482824  -45.220671365418156 -45.220671365418156 -45.220671365418156 0.0 0.0 0.0 698.2880731498332 0.23227831638542426 19.01551868105759 1.255968710107954E-4 45.220671365418156 2.1284203742082655 8.668165607921494E-7 16.218132768664397 698.2880731498332
16.226641757135067 0.6990036874434546 1.1884431140360041 0.4405551630345336  -45.335357897917696 -45.335357897917696 -45.335357897917696 0.0 0.0 0.0 699.0679258932153 0.2334045663264568 19.025164740298273 1.2559339129019208E-4 45.335357897917696 2.12758746975187 8.655599181950449E-7 16.226641757135067 699.0679258932153
16.235150745605942 0.6986373333263446 1.1907300530074365 0.44190844908566623  -45.45004581975568 -45.45004581975568 -45.45004581975568 0.0 0.0 0.0 699.8479346379044 0.23453099090643162 19.034791643275227 1.2558991156958865E-4 45.45004581975568 2.1267554540461697 8.643066551113665E-7 16.235150745605942 699.8479346379044
16.24365973407702 0.6982713630270365 1.1930163711972177 0.4432617492567964  -45.56473512965225 -45.56473512965225 -45.56473512965225 0.0 0.0 0.0 700.6280990394771 0.23565759029189196 19.044399434617134 1.2558643184898516E-4 45.56473512965225 2.125924325695793 8.630567580737769E-7 16.24365973407702 700.6280990394771
16.252168722548305 0.6979057759426751 1.1953020679645303 0.44461506350311264  -45.67942582632929 -45.67942582632929 -45.67942582632929 0.0 0.0 0.0 701.4084187540415 0.23678436464903274 19.053988158828968 1.255829521283816E-4 45.67942582632929 2.1250940833082916 8.618102136862662E-7 16.252168722548305 701.4084187540415
16.26067771101979 0.6975405714716674 1.1975871426732008 0.4459683917798739  -45.79411790851034 -45.79411790851034 -45.79411790851034 0.0 0.0 0.0 702.1888934382355 0.23791131414369912 19.06355786029241 1.2557947240777795E-4 45.79411790851034 2.1242647254941307 8.605670086236832E-7 16.26067771101979 702.1888934382355
16.26918669949148 0.6971757490136785 1.199871594691679 0.447321734042411  -45.90881137492055 -45.90881137492055 -45.90881137492055 0.0 0.0 0.0 702.9695227492275 0.2390384389413883 19.0731085832662 1.255759926871742E-4 45.90881137492055 2.1234362508666837 8.593271296312666E-7 16.26918669949148 702.9695227492275
16.277695687963373 0.6968113079696291 1.202155423393015 0.4486750902461259  -46.02350622428681 -46.02350622428681 -46.02350622428681 0.0 0.0 0.0 703.7503063447144 0.2401657392072502 19.082640371886594 1.2557251296657038E-4 46.02350622428681 2.122608658042222 8.580905635241813E-7 16.277695687963373 703.7503063447144
16.286204676435467 0.6964472477416918 1.204438628154836 0.4500284603464918  -46.13820245533766 -46.13820245533766 -46.13820245533766 0.0 0.0 0.0 704.5312438829217 0.24129321510608767 19.09215327016774 1.2556903324596646E-4 46.13820245533766 2.121781945639911 8.568572971870575E-7 16.286204676435467 704.5312438829217
16.294713664907764 0.6960835677332875 1.206721208359324 0.45138184429905265  -46.252900066803306 -46.252900066803306 -46.252900066803306 0.0 0.0 0.0 705.3123350226022 0.2424208668023568 19.10164732200205 1.255655535253625E-4 46.252900066803306 2.1209561122817977 8.556273175735342E-7 16.294713664907764 705.3123350226022
16.303222653380264 0.6957202673490834 1.209003163393193 0.4527352420594235  -46.3675990574156 -46.3675990574156 -46.3675990574156 0.0 0.0 0.0 706.0935794230357 0.2435486944601682 19.111122571160653 1.255620738047584E-4 46.3675990574156 2.120131156592809 8.544006117058063E-7 16.303222653380264 706.0935794230357
16.311731641852965 0.6953573459949882 1.2112844926476674 0.45408865358329015  -46.48229942590808 -46.48229942590808 -46.48229942590808 0.0 0.0 0.0 706.874976744029 0.24467669824328675 19.120579061293714 1.2555859408415427E-4 46.48229942590808 2.1193070772007383 8.531771666741753E-7 16.311731641852965 706.874976744029
16.320240630325866 0.6949948030781501 1.2135651955184577 0.45544207882640875  -46.59700117101588 -46.59700117101588 -46.59700117101588 0.0 0.0 0.0 707.6565266459128 0.2458048783151326 19.130016835930903 1.2555511436355003E-4 46.59700117101588 2.1184838727362445 8.519569696366027E-7 16.320240630325866 707.6565266459128
16.32874961879897 0.6946326380069526 1.2158452714057422 0.45679551774460675  -46.711704291475904 -46.711704291475904 -46.711704291475904 0.0 0.0 0.0 708.4382287895443 0.2469332348387823 19.13943593848172 1.255516346429457E-4 46.711704291475904 2.117661541832837 8.507400078182673E-7 16.32874961879897 708.4382287895443
16.33725860727227 0.6942708501910122 1.21812471971414 0.4581489702937811  -46.82640878602653 -46.82640878602653 -46.82640878602653 0.0 0.0 0.0 709.2200828363038 0.24806176797696733 19.148836412235934 1.255481549223413E-4 46.82640878602653 2.116840083126875 8.495262685111272E-7 16.33725860727227 709.2200828363038
16.345767595745773 0.6939094390411741 1.2204035398526967 0.45950243642990135  -46.94111465340808 -46.94111465340808 -46.94111465340808 0.0 0.0 0.0 710.0020884480964 0.24919047789207882 19.158218300363938 1.255446752017368E-4 46.94111465340808 2.116019495257555 8.483157390734819E-7 16.345767595745773 710.0020884480964
16.354276584219473 0.6935484039695102 1.2226817312348521 0.4608559161090043  -47.055821892362204 -47.055821892362204 -47.055821892362204 0.0 0.0 0.0 710.7842452873477 0.2503193647461625 19.167581645917142 1.2554119548113227E-4 47.055821892362204 2.1151997768669086 8.471084069295447E-7 16.354276584219473 710.7842452873477
16.362785572693376 0.6931877443893152 1.2249592932784292 0.4622094092871998  -47.17053050163246 -47.17053050163246 -47.17053050163246 0.0 0.0 0.0 711.566553017008 0.25144842870092443 19.176926491828386 1.2553771576052762E-4 47.17053050163246 2.114380926599789 8.459042595690065E-7 16.362785572693376 711.566553017008
16.371294561167474 0.6928274597151034 1.2272362254056042 0.4635629159206657  -47.28524047996386 -47.28524047996386 -47.28524047996386 0.0 0.0 0.0 712.3490113005469 0.25257766991772757 19.186252880912278 1.2553423603992289E-4 47.28524047996386 2.11356294310387 8.447032845466182E-7 16.371294561167474 712.3490113005469
16.379803549641778 0.6924675493626056 1.2295125270428928 0.46491643596565235  -47.39995182610328 -47.39995182610328 -47.39995182610328 0.0 0.0 0.0 713.1316198019566 0.25370708855759644 19.195560855865615 1.2553075631931807E-4 47.39995182610328 2.1127458250296325 8.435054694817625E-7 16.379803549641778 713.1316198019566
16.388312538116278 0.6921080127487664 1.23178819762112 0.4662699693784773  -47.514664538799 -47.514664538799 -47.514664538799 0.0 0.0 0.0 713.9143781857475 0.2548366847812127 19.204850459267746 1.2552727659871318E-4 47.514664538799 2.111929571030363 8.423108020580387E-7 16.388312538116278 713.9143781857475
16.396821526590976 0.6917488492917406 1.234063236575407 0.46762351611552955  -47.6293786168011 -47.6293786168011 -47.6293786168011 0.0 0.0 0.0 714.6972861169503 0.25596645874892004 19.214121733580924 1.2552379687810823E-4 47.6293786168011 2.1111141797621413 8.411192700228461E-7 16.396821526590976 714.6972861169503
16.40533051506587 0.6913900584108901 1.2363376433451447 0.468977076133267  -47.744094058861215 -47.744094058861215 -47.744094058861215 0.0 0.0 0.0 715.4803432611141 0.2570964106207222 19.223374721150762 1.2552031715750315E-4 47.744094058861215 2.1102996498838387 8.399308611869697E-7 16.40533051506587 715.4803432611141
16.413839503540963 0.6910316395267806 1.2386114173739775 0.4703306493882185  -47.8588108637327 -47.8588108637327 -47.8588108637327 0.0 0.0 0.0 716.2635492843062 0.2582265405562855 19.23260946420652 1.2551683743689803E-4 47.8588108637327 2.1094859800571037 8.387455634241737E-7 16.413839503540963 716.2635492843062
16.42234849201625 0.690673592061179 1.2408845581097776 0.47168423583698116  -47.973529030170475 -47.973529030170475 -47.973529030170475 0.0 0.0 0.0 717.0469038531111 0.2593568487149374 19.24182600486154 1.2551335771629281E-4 47.973529030170475 2.1086731689463614 8.375633646707933E-7 16.42234849201625 717.0469038531111
16.43085748049174 0.6903159154370496 1.2431570650046282 0.4730378354362227  -48.08824855693118 -48.08824855693118 -48.08824855693118 0.0 0.0 0.0 717.8304066346295 0.26048733525566886 19.251024385113592 1.2550987799568754E-4 48.08824855693118 2.1078612152188025 8.36384252925333E-7 16.43085748049174 717.8304066346295
16.439366468967425 0.6899586090785519 1.2454289375148002 0.4743914481426797  -48.20296944277305 -48.20296944277305 -48.20296944277305 0.0 0.0 0.0 718.6140572964787 0.2616180003371335 19.260204646845263 1.2550639827508216E-4 48.20296944277305 2.1070501175443783 8.352082162480661E-7 16.439366468967425 718.6140572964787
16.447875457443306 0.6896016724110368 1.247700175100732 0.47574507391315757  -48.31769168645591 -48.31769168645591 -48.31769168645591 0.0 0.0 0.0 719.3978555067906 0.2627488441176484 19.269366831824318 1.255029185544767E-4 48.31769168645591 2.1062398745957918 8.340352427606389E-7 16.447875457443306 719.3978555067906
16.456384445919383 0.6892451048610435 1.24997077722701 0.47709871270453136  -48.432415286741225 -48.432415286741225 -48.432415286741225 0.0 0.0 0.0 720.1818009342119 0.2638798667551952 19.278510981704063 1.2549943883387115E-4 48.432415286741225 2.1054304850484913 8.328653206456757E-7 16.456384445919383 720.1818009342119
16.464893434395655 0.6888889058562969 1.2522407433623486 0.478452364473745  -48.54714024239213 -48.54714024239213 -48.54714024239213 0.0 0.0 0.0 720.9658932479028 0.26501106840742067 19.28763713802372 1.2549595911326555E-4 48.54714024239213 2.1046219475806627 8.316984381463897E-7 16.464893434395655 720.9658932479028
16.473402422872127 0.6885330748257041 1.2545091760041094 0.47980614944117744  -48.66185826424585 -48.66185826424585 -48.66185826424585 0.0 0.0 0.0 721.7462832947382 0.2661340390659547 19.26625206458064 1.2653460898971408E-4 48.66185826424585 2.0934914443996364 8.34641494508486E-7 16.473402422872127 721.7462832947382
16.481911411348793 0.6881776111993518 1.2567760748508399 0.48116015706963  -48.776580580712064 -48.776580580712064 -48.776580580712064 0.0 0.0 0.0 722.5268141809523 0.26725387430614 19.275311206657705 1.2653132466353782E-4 48.776580580712064 2.092692780979553 8.334787979943539E-7 16.481911411348793 722.5268141809523
16.490420399825652 0.687822514408503 1.2590423356577902 0.4825141776133173  -48.891304261236286 -48.891304261236286 -48.891304261236286 0.0 0.0 0.0 723.3074876619793 0.2683738872356399 19.284352600353614 1.265280403373615E-4 48.891304261236286 2.0918949564124314 8.323191048537769E-7 16.490420399825652 723.3074876619793
16.498929388302706 0.6874677838855934 1.26130795791732 0.48386821102991656  -49.00602930461009 -49.00602930461009 -49.00602930461009 0.0 0.0 0.0 724.0883034144214 0.2694940780133229 19.293376286418724 1.265247560111851E-4 49.00602930461009 2.0910979694015475 8.311624035963373E-7 16.498929388302706 724.0883034144214
16.507438376779955 0.6871134190642295 1.2635729411257801 0.48522225727717333  -49.12075570962663 -49.12075570962663 -49.12075570962663 0.0 0.0 0.0 724.869261115385 0.27061444679772123 19.302382305492138 1.2652147168500864E-4 49.12075570962663 2.0903018186528475 8.300086827900382E-7 16.507438376779955 724.869261115385
16.515947365257396 0.686759419379185 1.2658372847834922 0.48657631631290027  -49.23548347508055 -49.23548347508055 -49.23548347508055 0.0 0.0 0.0 725.6503604424806 0.27173499374703 19.311370698102014 1.265181873588321E-4 49.23548347508055 2.08950650287495 8.288579310609345E-7 16.515947365257396 725.6503604424806
16.524456353735033 0.6864057842663974 1.268100988394733 0.4879303880949792  -49.35021259976821 -49.35021259976821 -49.35021259976821 0.0 0.0 0.0 726.4316010738222 0.27285571901911015 19.32034150466598 1.2651490303265545E-4 49.35021259976821 2.0887120207791305 8.277101370927625E-7 16.524456353735033 726.4316010738222
16.532965342212865 0.6860525131629659 1.2703640514677115 0.4892844725813587  -49.46494308248748 -49.46494308248748 -49.46494308248748 0.0 0.0 0.0 727.2129826880257 0.27397662277148765 19.329294765491426 1.2651161870647876E-4 49.46494308248748 2.0879183710793163 8.265652896265768E-7 16.532965342212865 727.2129826880257
16.54147433069089 0.6856996055071476 1.2726264735145507 0.4906385697300552  -49.5796749220378 -49.5796749220378 -49.5796749220378 0.0 0.0 0.0 727.9945049642092 0.27509770516135373 19.338230520775912 1.26508334380302E-4 49.5796749220378 2.0871255524920844 8.254233774603878E-7 16.54147433069089 727.9945049642092
16.549983319169105 0.6853470607383549 1.2748882540512692 0.49199267949915293  -49.69440811722019 -49.69440811722019 -49.69440811722019 0.0 0.0 0.0 728.7761675819921 0.2762189663455661 19.347148810607482 1.2650505005412516E-4 49.69440811722019 2.0863335637366496 8.242843894488013E-7 16.549983319169105 728.7761675819921
16.558492307647512 0.6849948782971529 1.2771493925977617 0.4933468018468037  -49.80914266683728 -49.80914266683728 -49.80914266683728 0.0 0.0 0.0 729.5579702214941 0.27734040648064956 19.356049674965032 1.2650176572794825E-4 49.80914266683728 2.0855424035348595 8.231483145026617E-7 16.558492307647512 729.5579702214941
16.56700129612611 0.6846430576252553 1.2794098886777807 0.4947009367312267  -49.92387856969326 -49.92387856969326 -49.92387856969326 0.0 0.0 0.0 730.3399125633348 0.2784620257227965 19.364933153718663 1.2649848140177124E-4 49.92387856969326 2.0847520706111884 8.220151415886977E-7 16.56700129612611 730.3399125633348
16.575510284604906 0.6842915981655228 1.2816697418189174 0.49605508411070903  -50.03861582459396 -50.03861582459396 -50.03861582459396 0.0 0.0 0.0 731.1219942886329 0.27958382422786765 19.37379928663001 1.2649519707559417E-4 50.03861582459396 2.0839625636927286 8.208848597291725E-7 16.575510284604906 731.1219942886329
16.584019273083893 0.683940499361959 1.283928951552581 0.4974092439436039  -50.15335443034667 -50.15335443034667 -50.15335443034667 0.0 0.0 0.0 731.9042150790053 0.2807058021513917 19.382648113352598 1.2649191274941704E-4 50.15335443034667 2.083173881509185 8.197574580015333E-7 16.584019273083893 731.9042150790053
16.592528261563068 0.6835897606597087 1.2861875174139816 0.4987634161883318  -50.268094385760236 -50.268094385760236 -50.268094385760236 0.0 0.0 0.0 732.6865746165671 0.28182795964856583 19.391479673432205 1.264886284232398E-4 50.268094385760236 2.082386022792871 8.186329255380654E-7 16.592528261563068 732.6865746165671
16.601037250042435 0.6832393815050537 1.288445438942114 0.5001176008033812  -50.38283568964522 -50.38283568964522 -50.38283568964522 0.0 0.0 0.0 733.4690725839299 0.28295029687425893 19.400294006307153 1.2648534409706252E-4 50.38283568964522 2.081598986278696 8.175112515255494E-7 16.601037250042435 733.4690725839299
16.60954623852199 0.6828893613454107 1.290702715679735 0.5014717977473067  -50.49757834081361 -50.49757834081361 -50.49757834081361 0.0 0.0 0.0 734.2517086642023 0.28407281398300804 19.40909115130872 1.2648205977088515E-4 50.49757834081361 2.080812770704164 8.163924252049192E-7 16.60954623852199 734.2517086642023
16.618055227001737 0.682539699629328 1.2929593471733485 0.5028260069787304  -50.61232233807905 -50.61232233807905 -50.61232233807905 0.0 0.0 0.0 735.0344825409884 0.28519551112902275 19.417871147661426 1.2647877544470773E-4 50.61232233807905 2.080027374809362 8.152764358709234E-7 16.618055227001737 735.0344825409884
16.626564215481675 0.682190395806483 1.2952153329731853 0.504180228456341  -50.72706768025674 -50.72706768025674 -50.72706768025674 0.0 0.0 0.0 735.8173938983875 0.2863183884661833 19.426634034483417 1.264754911185302E-4 50.72706768025674 2.0792427973369607 8.141632728717903E-7 16.626564215481675 735.8173938983875
16.635073203961802 0.6818414493276789 1.2974706726331844 0.505534462138893  -50.841814366163355 -50.841814366163355 -50.841814366163355 0.0 0.0 0.0 736.6004424209926 0.2874414461480414 19.435379850786756 1.2647220679235264E-4 50.841814366163355 2.0784590370321983 8.130529256088944E-7 16.635073203961802 736.6004424209926
16.64358219244212 0.681492859644842 1.2997253657109775 0.506888707985209  -50.95656239461724 -50.95656239461724 -50.95656239461724 0.0 0.0 0.0 737.3836277938913 0.28856468432782234 19.444108635477804 1.2646892246617498E-4 50.95656239461724 2.0776760926428848 8.119453835364253E-7 16.64358219244212 737.3836277938913
16.652091180922625 0.6811446262110191 1.3019794117678671 0.5082429659541762  -51.07131176443818 -51.07131176443818 -51.07131176443818 0.0 0.0 0.0 738.1669497026629 0.28968810315842286 19.45282042735752 1.2646563813999725E-4 51.07131176443818 2.0768939629193848 8.108406361610586E-7 16.652091180922625 738.1669497026629
16.660600169403324 0.680796748480374 1.3042328103688154 0.5095972360047508  -51.18606247444768 -51.18606247444768 -51.18606247444768 0.0 0.0 0.0 738.9504078333813 0.2908117027924155 19.461515265121832 1.2646235381381945E-4 51.18606247444768 2.0761126466146176 8.097386730416302E-7 16.660600169403324 738.9504078333813
16.669109157884208 0.6804492259081852 1.3064855610824166 0.5109515180959523  -51.30081452346862 -51.30081452346862 -51.30081452346862 0.0 0.0 0.0 739.7340018726092 0.29193548338204467 19.470193187361946 1.2645906948764157E-4 51.30081452346862 2.075332142484051 8.086394837888142E-7 16.669109157884208 739.7340018726092
16.677618146365283 0.6801020579508429 1.308737663480889 0.5123058121868691  -51.415567910325564 -51.415567910325564 -51.415567910325564 0.0 0.0 0.0 740.5177315074027 0.29305944507923143 19.47885423256467 1.2645578516146363E-4 51.415567910325564 2.074552449285689 8.075430580647992E-7 16.677618146365283 740.5177315074027
16.686127134846544 0.6797552440658461 1.3109891171400494 0.5136601182366529  -51.530322633844506 -51.530322633844506 -51.530322633844506 0.0 0.0 0.0 741.3015964253062 0.29418358803557015 19.48749843911279 1.264525008352856E-4 51.530322633844506 2.0737735657800727 8.064493855829717E-7 16.686127134846544 741.3015964253062
16.694636123327996 0.6794087837117998 1.3132399216393031 0.5150144362045249  -51.64507869285317 -51.64507869285317 -51.64507869285317 0.0 0.0 0.0 742.0855963143558 0.29530791240233306 19.49612584528534 1.264492165091075E-4 51.64507869285317 2.072995490730268 8.053584561075985E-7 16.694636123327996 742.0855963143558
16.703145111809633 0.6790626763484123 1.3154900765616189 0.5163687660497687  -51.759836086180606 -51.759836086180606 -51.759836086180606 0.0 0.0 0.0 742.8697308630747 0.2964324183304669 19.504736489257994 1.2644593218292936E-4 51.759836086180606 2.0722182229018618 8.04270259453512E-7 16.703145111809633 742.8697308630747
16.71165410029146 0.678716921436492 1.3177395814935187 0.5177231077317366  -51.87459481265763 -51.87459481265763 -51.87459481265763 0.0 0.0 0.0 743.6539997604757 0.29755710597059704 19.51333040910332 1.264426478567511E-4 51.87459481265763 2.0714417610629554 8.03184785485801E-7 16.71165410029146 743.6539997604757
16.720163088773475 0.6783715184379454 1.3199884360250533 0.5190774612098443  -51.9893548711164 -51.9893548711164 -51.9893548711164 0.0 0.0 0.0 744.4384026960581 0.29868197547302444 19.521907642791195 1.264393635305728E-4 51.9893548711164 2.0706661039841583 8.021020241194984E-7 16.720163088773475 744.4384026960581
16.728672077255673 0.6780264668157735 1.322236639749791 0.5204318264435743  -52.10411626039069 -52.10411626039069 -52.10411626039069 0.0 0.0 0.0 745.2229393598087 0.2998070269877292 19.530468228189044 1.264360792043944E-4 52.10411626039069 2.069891250438581 8.010219653192761E-7 16.728672077255673 745.2229393598087
16.73718106573806 0.677681766034069 1.3244841922647994 0.5217862033924753  -52.21887897931591 -52.21887897931591 -52.21887897931591 0.0 0.0 0.0 746.0076094422009 0.3009322606643702 19.539012203062217 1.2643279487821595E-4 52.21887897931591 2.0691171992018296 7.99944599099139E-7 16.73718106573806 746.0076094422009
16.74569005422063 0.6773374155580145 1.3267310931706249 0.5231405920161603  -52.33364302672888 -52.33364302672888 -52.33364302672888 0.0 0.0 0.0 746.7924126341928 0.30205767665228445 19.547539605074306 1.2642951055203742E-4 52.33364302672888 2.0683439490519984 7.988699155221222E-7 16.74569005422063 746.7924126341928
16.754199042703387 0.6769934148538785 1.3289773420712794 0.5244949922743077  -52.448408401468 -52.448408401468 -52.448408401468 0.0 0.0 0.0 747.5773486272283 0.3031832751004892 19.556050471787454 1.2642622622585883E-4 52.448408401468 2.067571498769663 7.977979046999911E-7 16.754199042703387 747.5773486272283
16.76270803118633 0.6766497633890136 1.3312229385742234 0.5258494041266626  -52.56317510237327 -52.56317510237327 -52.56317510237327 0.0 0.0 0.0 748.362417113235 0.3043090561576825 19.564544840662684 1.2642294189968016E-4 52.56317510237327 2.0667998471378772 7.967285567929427E-7 16.76270803118633 748.362417113235
16.771217019669457 0.6763064606318533 1.3334678822903454 0.527203827533033  -52.67794312828607 -52.67794312828607 -52.67794312828607 0.0 0.0 0.0 749.1476177846241 0.3054350199722414 19.5730227490602 1.2641965757350144E-4 52.67794312828607 2.0660289929421634 7.95661862009311E-7 16.771217019669457 749.1476177846241
16.77972600815277 0.6759635060519089 1.3357121728339514 0.5285582624532944  -52.7927124780495 -52.7927124780495 -52.7927124780495 0.0 0.0 0.0 749.93295033429 0.3065611666922261 19.581484234239742 1.264163732473226E-4 52.7927124780495 2.065258934970508 7.94597810605271E-7 16.77972600815277 749.93295033429
16.788234996636266 0.6756208991197681 1.3379558098227413 0.5299127088473851  -52.90748315050799 -52.90748315050799 -52.90748315050799 0.0 0.0 0.0 750.718414455609 0.3076874964653769 19.58992933336086 1.2641308892114372E-4 52.90748315050799 2.0644896720133556 7.935363928845491E-7 16.788234996636266 750.718414455609
16.79674398511995 0.6752786393070901 1.3401987928778 0.5312671666753105  -53.02225514450772 -53.02225514450772 -53.02225514450772 0.0 0.0 0.0 751.5040098424394 0.30881400943911835 19.598358083483273 1.2640980459496478E-4 53.02225514450772 2.0637212028635985 7.924775991981307E-7 16.79674398511995 751.5040098424394
16.805252973603817 0.6749367260866054 1.342441121623574 0.532621635897139  -53.13702845889622 -53.13702845889622 -53.13702845889622 0.0 0.0 0.0 752.2897361891199 0.30994070576055627 19.60677052156716 1.2640652026878576E-4 53.13702845889622 2.062953526316578 7.914214199439754E-7 16.805252973603817 752.2897361891199
16.813761962087867 0.6745951589321112 1.344682795687858 0.533976116473004  -53.25180309252257 -53.25180309252257 -53.25180309252257 0.0 0.0 0.0 753.0755931904695 0.3110675855764801 19.615166684473454 1.2640323594260665E-4 53.25180309252257 2.062186641170072 7.903678455667317E-7 16.813761962087867 753.0755931904695
16.8222709505721 0.6742539373184694 1.3469238147017806 0.5353306083631045  -53.36657904423743 -53.36657904423743 -53.36657904423743 0.0 0.0 0.0 753.8615805417869 0.31219464903336425 19.623546608964187 1.2639995161642747E-4 53.36657904423743 2.061420546224291 7.89316866557451E-7 16.8222709505721 753.8615805417869
16.830779939056516 0.6739130607216041 1.3491641782997843 0.5366851115277028  -53.481356312892935 -53.481356312892935 -53.481356312892935 0.0 0.0 0.0 754.6476979388497 0.3133218962773664 19.631910331702812 1.2639666729024826E-4 53.481356312892935 2.0606552402818727 7.882684734533094E-7 16.830779939056516 754.6476979388497
16.839288927541116 0.6735725286184983 1.3514038861196136 0.538039625927127  -53.596134897342786 -53.596134897342786 -53.596134897342786 0.0 0.0 0.0 755.4339450779137 0.3144493274543304 19.64025788925447 1.2639338296406894E-4 53.596134897342786 2.059890722147874 7.872226568373256E-7 16.839288927541116 755.4339450779137
16.847797916025897 0.6732323404871919 1.3536429378022945 0.539394151521768  -53.71091479644213 -53.71091479644213 -53.71091479644213 0.0 0.0 0.0 756.2203216557122 0.31557694270978476 19.648589318086326 1.2639009863788956E-4 53.71091479644213 2.0591269906297667 7.861794073380868E-7 16.847797916025897 756.2203216557122
16.856306904510863 0.6728924958067787 1.3558813329921229 0.5407486882720829  -53.82569600904773 -53.82569600904773 -53.82569600904773 0.0 0.0 0.0 757.0068273694557 0.31670474218894507 19.65690465456788 1.263868143117101E-4 53.82569600904773 2.05836404453743 7.851387156294705E-7 16.856306904510863 757.0068273694557
16.86481589299601 0.6725529940574035 1.358119071336645 0.5421032361385908  -53.94047853401776 -53.94047853401776 -53.94047853401776 0.0 0.0 0.0 757.7934619168301 0.31783272603671253 19.665203934971252 1.263835299855306E-4 53.94047853401776 2.057601882683146 7.84100572430375E-7 16.86481589299601 757.7934619168301
