# Isentrope from stress.dstrain
# strain rate = 1.0
# isentrope compressing along x
# rho v/v0 up e tau T s csqv cv p gamma alphavol   state
12.720462023363378 0.7706245246434923 NaN 0.10622826859303748  -12.609832875860548 -12.609832875860548 -12.609832875860548 0.0 0.0 0.0 296.19592500966263 NaN 6.233101433762684 1.9184802897551193E-4 12.609832875860548 6.239427929392157 1.509715222786136E-5 12.720462023363378 296.19592500966263
12.725365825101404 0.7703275595161042 NaN 0.10660003004805821  -12.61871321872877 -12.61871321872877 -12.61871321872877 0.0 0.0 0.0 296.9102332522241 NaN 3.221442028653991 1.7003260599164795E-4 12.61871321872877 3.125431485168135 1.2963479860912386E-5 12.725365825101404 296.9102332522241
12.73026962683948 0.7700308231754003 NaN 0.10690880153469128  -12.622438772082333 -12.622438772082333 -12.622438772082333 0.0 0.0 0.0 297.2981903712468 NaN 3.8417909725571704 1.7352226386618556E-4 12.622438772082333 3.6479750397866333 1.2943023193477645E-5 12.73026962683948 297.2981903712468
12.735173428577598 0.7697343153570914 NaN 0.10723073248872735  -12.627722027415988 -12.627722027415988 -12.627722027415988 0.0 0.0 0.0 297.7451931865556 NaN 4.457291251214899 1.770119217407535E-4 12.627722027415988 4.14947354354458 1.293956392377735E-5 12.735173428577598 297.7451931865556
12.740077230315766 0.7694380357972945 NaN 0.10756605747191927  -12.634769876670465 -12.634769876670465 -12.634769876670465 0.0 0.0 0.0 298.2491165860857 NaN 5.068848919846875 1.8050157961535683E-4 12.634769876670465 4.63114809609096 1.2944589076032555E-5 12.740077230315766 298.2491165860857
12.744981032053978 0.7691419842325335 NaN 0.10791500992087114  -12.643780050248171 -12.643780050248171 -12.643780050248171 0.0 0.0 0.0 298.80799056574597 NaN 5.677331047230851 1.8399123748999178E-4 12.643780050248171 5.094127156688723 1.2953392029440834E-5 12.744981032053978 298.80799056574597
12.749884833792239 0.7688461603997369 NaN 0.10827782238334117  -12.654941947458386 -12.654941947458386 -12.654941947458386 0.0 0.0 0.0 299.41998705438647 NaN 6.283567971176845 1.8748089536466087E-4 12.654941947458386 5.539455165983438 1.296317820752623E-5 12.749884833792239 299.41998705438647
12.754788635530543 0.7685505640362382 NaN 0.10865472673570668  -12.668437384098736 -12.668437384098736 -12.668437384098736 0.0 0.0 0.0 300.0834080846377 NaN 6.888355457275227 1.9097055323936155E-4 12.668437384098736 5.968100222480717 1.2972201856617219E-5 12.754788635530543 300.0834080846377
12.759692437268898 0.7682551948797743 NaN 0.10904163649705789  -12.68294696518764 -12.68294696518764 -12.68294696518764 0.0 0.0 0.0 300.79667515066564 NaN 6.238161995010607 1.934610781700468E-4 12.68294696518764 6.2740824349249635 1.5249196814587173E-5 12.759692437268898 300.79667515066564
12.764596239007295 0.767960052668486 NaN 0.10942070932831975  -12.694201876852622 -12.694201876852622 -12.694201876852622 0.0 0.0 0.0 301.52298729889486 NaN 6.24554434587515 1.9318890429680596E-4 12.694201876852622 6.278931205998661 1.5215650557788354E-5 12.764596239007295 301.52298729889486
12.769500040745742 0.767665137140915 NaN 0.10979989225218759  -12.705438227534943 -12.705438227534943 -12.705438227534943 0.0 0.0 0.0 302.25133711746224 NaN 6.16250218913272 1.9338894882536822E-4 12.705438227534943 6.192794130740116 1.5219041988335985E-5 12.769500040745742 302.25133711746224
12.774403842484235 0.7673704480360056 NaN 0.11017728778592162  -12.716448856106888 -12.716448856106888 -12.716448856106888 0.0 0.0 0.0 302.97114065654716 NaN 6.170005518162885 1.9314594096458566E-4 12.716448856106888 6.1975750342191915 1.5187321450117544E-5 12.774403842484235 302.97114065654716
12.779307644222772 0.7670759850931026 NaN 0.11055471833103823  -12.727487749488864 -12.727487749488864 -12.727487749488864 0.0 0.0 0.0 303.6929392260376 NaN 6.177538537951663 1.929029331038009E-4 12.727487749488864 6.2023702965311776 1.5155620907596368E-5 12.779307644222772 303.6929392260376
12.784211445961354 0.7667817480519504 NaN 0.11093218388836865  -12.738555013852755 -12.738555013852755 -12.738555013852755 0.0 0.0 0.0 304.41674037942664 NaN 6.1851013832439605 1.9265992524301393E-4 12.738555013852755 6.207179969344255 1.512394039012196E-5 12.784211445961354 304.41674037942664
12.789115247699986 0.7664877366526924 NaN 0.11130968445879186  -12.749650755910542 -12.749650755910542 -12.749650755910542 0.0 0.0 0.0 305.1425517086126 NaN 6.192694189618687 1.924169173822245E-4 12.749650755910542 6.212004104591707 1.5092279927095327E-5 12.789115247699986 305.1425517086126
12.794019049438662 0.766193950635871 NaN 0.1116872200432337  -12.760775082917696 -12.760775082917696 -12.760775082917696 0.0 0.0 0.0 305.87038084414047 NaN 6.200317093494891 1.9217390952143288E-4 12.760775082917696 6.2168427544735865 1.5060639547969242E-5 12.794019049438662 305.87038084414047
12.798922851177386 0.7659003897424258 NaN 0.11206479064266858  -12.771928102676688 -12.771928102676688 -12.771928102676688 0.0 0.0 0.0 306.6002354554506 NaN 6.207970232138006 1.9193090166063888E-4 12.771928102676688 6.22169597145841 1.5029019282248188E-5 12.798922851177386 306.6002354554506
12.803826652916156 0.7656070537136935 NaN 0.11244239625811854  -12.78310992354043 -12.78310992354043 -12.78310992354043 0.0 0.0 0.0 307.3321232511247 NaN 6.215653743666072 1.9168789379984258E-4 12.78310992354043 6.226563808284837 1.499741915948867E-5 12.803826652916156 307.3321232511247
12.80873045465497 0.7653139422914069 NaN 0.1128212009239629  -12.794423219753442 -12.794423219753442 -12.794423219753442 0.0 0.0 0.0 308.06669995735456 NaN 6.22971835867599 1.9296510411996468E-4 12.794423219753442 6.237156938694771 1.5083111813153904E-5 12.80873045465497 308.06669995735456
12.81363425639383 0.765021055217694 NaN 0.1132001856735779  -12.80577954819883 -12.80577954819883 -12.80577954819883 0.0 0.0 0.0 308.80337879752744 NaN 6.238584939649745 1.927609737150149E-4 12.80577954819883 6.242474408894832 1.5052806050932964E-5 12.81363425639383 308.80337879752744
12.818538058132734 0.7647283922350776 NaN 0.11357927581732963  -12.81717241446325 -12.81717241446325 -12.81717241446325 0.0 0.0 0.0 309.54216689140145 NaN 6.247485709702165 1.925568433100632E-4 12.81717241446325 6.247804139420508 1.5022513247331047E-5 12.818538058132734 309.54216689140145
12.823441859871686 0.764435953086474 NaN 0.11395847158279422  -12.828601957594266 -12.828601957594266 -12.828601957594266 0.0 0.0 0.0 310.2830721373033 NaN 6.256420819293195 1.9235271290510956E-4 12.828601957594266 6.253146168172296 1.4992233469917776E-5 12.823441859871686 310.2830721373033
12.828345661610685 0.7641437375151929 NaN 0.11433777319835084  -12.840068317307669 -12.840068317307669 -12.840068317307669 0.0 0.0 0.0 311.0261024713017 NaN 6.265390419746465 1.9214858250015394E-4 12.840068317307669 6.258500533213479 1.4961966786320704E-5 12.828345661610685 311.0261024713017
12.833249463349727 0.7638517452649366 NaN 0.11471718089318465  -12.851571633991377 -12.851571633991377 -12.851571633991377 0.0 0.0 0.0 311.7712658674265 NaN 6.274394663255146 1.919444520951965E-4 12.851571633991377 6.263867272770992 1.493171326422492E-5 12.833249463349727 311.7712658674265
12.838153265088813 0.7635599760797984 NaN 0.1150966948972917  -12.86311204870938 -12.86311204870938 -12.86311204870938 0.0 0.0 0.0 312.51857033789116 NaN 6.283433702887803 1.9174032169023728E-4 12.86311204870938 6.269246425236286 1.4901472971372711E-5 12.838153265088813 312.51857033789116
12.84305706682795 0.7632684297042625 NaN 0.11547981617473192  -12.875082657587326 -12.875082657587326 -12.875082657587326 0.0 0.0 0.0 313.2784029725396 NaN 6.375909946849034 1.9440834444649766E-4 12.875082657587326 6.358926977993718 1.5096913022421076E-5 12.84305706682795 313.2784029725396
12.84796086856713 0.7629771058832037 NaN 0.1158636175857101  -12.88717030640977 -12.88717030640977 -12.88717030640977 0.0 0.0 0.0 314.0398356871579 NaN 6.378270997919669 1.9421199043791372E-4 12.88717030640977 6.359186705472671 1.5070943533194014E-5 12.84796086856713 314.0398356871579
12.852864670306353 0.7626860043618858 NaN 0.11624742924912243  -12.899268993971644 -12.899268993971644 -12.899268993971644 0.0 0.0 0.0 314.8028589754937 NaN 6.3806778319017505 1.9401543238966058E-4 12.899268993971644 6.359441994363726 1.5044873291399017E-5 12.852864670306353 314.8028589754937
12.857768472045622 0.7623951248859614 NaN 0.11663125304713694  -12.911378489916789 -12.911378489916789 -12.911378489916789 0.0 0.0 0.0 315.5674695622335 NaN 6.3828960874953635 1.9381713428197862E-4 12.911378489916789 6.359619973201162 1.5018963336266913E-5 12.857768472045622 315.5674695622335
12.86267227378494 0.7621044672014706 NaN 0.11701508073900634  -12.923498246007847 -12.923498246007847 -12.923498246007847 0.0 0.0 0.0 316.3336664384252 NaN 6.385118979222257 1.9361883617429476E-4 12.923498246007847 6.359803146924556 1.499308764883941E-5 12.86267227378494 316.3336664384252
12.8675760755243 0.7618140310548411 NaN 0.11739891203354266  -12.935628269384273 -12.935628269384273 -12.935628269384273 0.0 0.0 0.0 317.10145297747954 NaN 6.387346520650781 1.9342053806660917E-4 12.935628269384273 6.359991525983436 1.4967246173848891E-5 12.8675760755243 317.10145297747954
12.872479877263707 0.7615238161928867 NaN 0.11778274663891095  -12.947768567220402 -12.947768567220402 -12.947768567220402 0.0 0.0 0.0 317.87083256330385 NaN 6.3895787254311625 1.9322223995892166E-4 12.947768567220402 6.360185120878657 1.4941438856070397E-5 12.872479877263707 317.87083256330385
12.877383679003158 0.761233822362807 NaN 0.11816955389314923  -12.960235472697732 -12.960235472697732 -12.960235472697732 0.0 0.0 0.0 318.6483008486961 NaN 6.448726721224762 1.962779067103148E-4 12.960235472697732 6.415209583324545 1.5162843694533111E-5 12.877383679003158 318.6483008486961
12.882287480742654 0.7609440493121864 NaN 0.11855737963321561  -12.972839347095734 -12.972839347095734 -12.972839347095734 0.0 0.0 0.0 319.42771386210137 NaN 6.456103633170692 1.9618070175556407E-4 12.972839347095734 6.417945053976502 1.5138707526507396E-5 12.882287480742654 319.42771386210137
12.887191282482195 0.7606544967889937 NaN 0.11894543469458664  -12.985482613842736 -12.985482613842736 -12.985482613842736 0.0 0.0 0.0 320.2090691446018 NaN 6.463505594077586 1.9608349680081243E-4 12.985482613842736 6.42068357419531 1.5114573848460444E-5 12.887191282482195 320.2090691446018
12.892095084221783 0.7603651645415808 NaN 0.11933371954398994  -12.99816538794555 -12.99816538794555 -12.99816538794555 0.0 0.0 0.0 320.99237196759714 NaN 6.4709326786429155 1.9598629184605987E-4 12.99816538794555 6.423425148133277 1.5090442750203046E-5 12.892095084221783 320.99237196759714
12.896998885961414 0.7600760523186827 NaN 0.1197222346492762  -13.010887784780529 -13.010887784780529 -13.010887784780529 0.0 0.0 0.0 321.7776276186843 NaN 6.478384961838691 1.9588908689130647E-4 13.010887784780529 6.426169779951532 1.5066314321562445E-5 12.896998885961414 321.7776276186843
12.90190268770109 0.7597871598694163 NaN 0.12011098043414382  -13.023650010689234 -13.023650010689234 -13.023650010689234 0.0 0.0 0.0 322.56484117045414 NaN 6.485858480445349 1.9579188193655228E-4 13.023650010689234 6.428877097742827 1.5042103547714085E-5 12.90190268770109 322.56484117045414
12.906806489440811 0.7594984869432797 NaN 0.12049995556413647  -13.03645178920968 -13.03645178920968 -13.03645178920968 0.0 0.0 0.0 323.35400872140355 NaN 6.493252212966504 1.9569467698179736E-4 13.03645178920968 6.431550883292532 1.5018053657750664E-5 12.906806489440811 323.35400872140355
12.911710291180578 0.7592100332901516 NaN 0.12088566000214164  -13.048804827854921 -13.048804827854921 -13.048804827854921 0.0 0.0 0.0 324.1299776256239 NaN 6.376853369492026 1.9476062342977925E-4 13.048804827854921 6.311564902930553 1.4929594248349415E-5 12.911710291180578 324.1299776256239
12.916614092920389 0.7589217986602906 NaN 0.12127149668490096  -13.061150594811142 -13.061150594811142 -13.061150594811142 0.0 0.0 0.0 324.9079708538761 NaN 6.385633293229678 1.946653643483272E-4 13.061150594811142 6.315426073082013 1.4905230053793688E-5 12.916614092920389 324.9079708538761
12.921517894660246 0.7586337828043342 NaN 0.12165758372960558  -13.073541310291901 -13.073541310291901 -13.073541310291901 0.0 0.0 0.0 325.68801261770955 NaN 6.394443434416282 1.9457010526687427E-4 13.073541310291901 6.319290437278986 1.4880863971815133E-5 12.921517894660246 325.68801261770955
12.926421696400144 0.7583459854732989 NaN 0.122043921726456  -13.085977119372428 -13.085977119372428 -13.085977119372428 0.0 0.0 0.0 326.4701089622537 NaN 6.403283898167828 1.9447484618542052E-4 13.085977119372428 6.3231580008831205 1.4856496111110214E-5 12.926421696400144 326.4701089622537
12.93132549814009 0.7580584064185779 NaN 0.12243051126727271  -13.09845816764165 -13.09845816764165 -13.09845816764165 0.0 0.0 0.0 327.25426595281914 NaN 6.412154790010533 1.9437958710396587E-4 13.09845816764165 6.327028769265571 1.4832126580474212E-5 12.93132549814009 327.25426595281914
12.936229299880079 0.7577710453919422 NaN 0.12281735294549935  -13.110984601204125 -13.110984601204125 -13.110984601204125 0.0 0.0 0.0 328.0404896749694 NaN 6.421056215882578 1.9428432802251036E-4 13.110984601204125 6.330902747807001 1.4807755488799493E-5 12.936229299880079 328.0404896749694
12.941133101620114 0.7574839021455385 NaN 0.1232044473562097  -13.123556566682128 -13.123556566682128 -13.123556566682128 0.0 0.0 0.0 328.8287862346016 NaN 6.429988282135958 1.9418906894105398E-4 13.123556566682128 6.3347799418976365 1.4783382945073506E-5 12.941133101620114 328.8287862346016
12.946036903360191 0.7571969764318895 NaN 0.12358827256339294  -13.135588626396043 -13.135588626396043 -13.135588626396043 0.0 0.0 0.0 329.59949579044877 NaN 6.275542127047694 1.94491583395983E-4 13.135588626396043 6.179601398493958 1.4793576601443365E-5 12.946036903360191 329.59949579044877
12.950940705100315 0.7569102680038925 NaN 0.12397220416270253  -13.147630812931903 -13.147630812931903 -13.147630812931903 0.0 0.0 0.0 330.37183313743424 NaN 6.279653528744401 1.9434005193498557E-4 13.147630812931903 6.180692022975911 1.4769385299131646E-5 12.950940705100315 330.37183313743424
12.95584450684048 0.7566237766148189 NaN 0.1243562230755414  -13.15969335687419 -13.15969335687419 -13.15969335687419 0.0 0.0 0.0 331.14582375730964 NaN 6.283592324233796 1.9418841220555382E-4 13.15969335687419 6.18178631687889 1.4745638140191572E-5 12.95584450684048 331.14582375730964
12.960748308580692 0.7563375020183133 NaN 0.12474032879158284  -13.171776250286209 -13.171776250286209 -13.171776250286209 0.0 0.0 0.0 331.92147147883935 NaN 6.287542893894552 1.9403677247612064E-4 13.171776250286209 6.182885147543304 1.4721910852404255E-5 12.960748308580692 331.92147147883935
12.965652110320946 0.7560514439683935 NaN 0.12512452130159318  -13.183879535474217 -13.183879535474217 -13.183879535474217 0.0 0.0 0.0 332.6987801425138 NaN 6.291505265880795 1.9388513274668615E-4 13.183879535474217 6.18398852240447 1.4698203438091918E-5 12.965652110320946 332.6987801425138
12.970555912061245 0.7557656022194489 NaN 0.12550880059626707  -13.196003254871798 -13.196003254871798 -13.196003254871798 0.0 0.0 0.0 333.47775360047433 NaN 6.295479468465901 1.9373349301725023E-4 13.196003254871798 6.185096448925833 1.4674515899547004E-5 12.970555912061245 333.47775360047433
12.97545971380159 0.7554799765262402 NaN 0.12589321303350187  -13.208149017960832 -13.208149017960832 -13.208149017960832 0.0 0.0 0.0 334.2583957165547 NaN 6.270776056575025 1.9511741136050322E-4 13.208149017960832 6.158020624579455 1.4767028722190687E-5 12.97545971380159 334.2583957165547
12.980363515541978 0.755194566643899 NaN 0.1262781835735874  -13.220298641826638 -13.220298641826638 -13.220298641826638 0.0 0.0 0.0 335.03710739320326 NaN 6.274291445086015 1.9498910082020937E-4 13.220298641826638 6.158592740711591 1.4744847294786553E-5 12.980363515541978 335.03710739320326
12.985267317282407 0.7549093723279265 NaN 0.126663264452524  -13.232468531143489 -13.232468531143489 -13.232468531143489 0.0 0.0 0.0 335.81741083534075 NaN 6.277817013101168 1.9486079027991444E-4 13.232468531143489 6.159168240498424 1.4722683621953497E-5 12.985267317282407 335.81741083534075
12.990171119022882 0.7546243933341932 NaN 0.12704845569459786  -13.244658722956752 -13.244658722956752 -13.244658722956752 0.0 0.0 0.0 336.5993093141563 NaN 6.281352779625152 1.9473247973961832E-4 13.244658722956752 6.159747127647809 1.4700537710960598E-5 12.990171119022882 336.5993093141563
12.995074920763402 0.754339629418938 NaN 0.1274337595563388  -13.256869254404782 -13.256869254404782 -13.256869254404782 0.0 0.0 0.0 337.38280610925716 NaN 6.284875912125122 1.9460487682638726E-4 13.256869254404782 6.1603070055397415 1.4678462939269376E-5 12.995074920763402 337.38280610925716
12.999978722503968 0.7540550803387677 NaN 0.12781917849333174  -13.26910005709701 -13.26910005709701 -13.26910005709701 0.0 0.0 0.0 338.1678977275715 NaN 6.288369195086604 1.9447851038518292E-4 13.26910005709701 6.160831074490282 1.4656499152904688E-5 12.999978722503968 338.1678977275715
13.004882524244575 0.7537707458506563 NaN 0.12820470939046033  -13.281351150838269 -13.281351150838269 -13.281351150838269 0.0 0.0 0.0 338.95458633676554 NaN 6.291872517874277 1.943521439439775E-4 13.281351150838269 6.161358450106341 1.4634553047407665E-5 13.004882524244575 338.95458633676554
13.009786325985226 0.7534866257119441 NaN 0.1285904906961354  -13.293631966694512 -13.293631966694512 -13.293631966694512 0.0 0.0 0.0 339.7428751809751 NaN 6.29067917104187 1.9517665204851095E-4 13.293631966694512 6.157284199653491 1.468416864189533E-5 13.009786325985226 339.7428751809751
13.01469012772592 0.7532027196803373 NaN 0.128976883413411  -13.305965031240383 -13.305965031240383 -13.305965031240383 0.0 0.0 0.0 340.53215887465205 NaN 6.293906606028533 1.95056117904591E-4 13.305965031240383 6.1575423263464035 1.4662663091613823E-5 13.01469012772592 340.53215887465205
13.019593929466659 0.7529190275139067 NaN 0.12936339164636454  -13.318317701141577 -13.318317701141577 -13.318317701141577 0.0 0.0 0.0 341.3230112246959 NaN 6.297143060572516 1.9493558376066996E-4 13.318317701141577 6.157803445650863 1.464117549349584E-5 13.019593929466659 341.3230112246959
13.02449773120744 0.7526355489710879 NaN 0.12975001541209327  -13.33069000862629 -13.33069000862629 -13.33069000862629 0.0 0.0 0.0 342.11543523050085 NaN 6.300388548983929 1.948150496167479E-4 13.33069000862629 6.15806756010003 1.4619705852725615E-5 13.02449773120744 342.11543523050085
13.029401532948265 0.7523522838106799 NaN 0.13013675472761968  -13.343081985995441 -13.343081985995441 -13.343081985995441 0.0 0.0 0.0 342.90943389850514 NaN 6.303643085628765 1.946945154728247E-4 13.343081985995441 6.158334672237897 1.4598254174438197E-5 13.029401532948265 342.90943389850514
13.034305334689135 0.7520692317918446 NaN 0.13052360960989154  -13.355493665622898 -13.355493665622898 -13.355493665622898 0.0 0.0 0.0 343.7050102422123 NaN 6.3069066849290625 1.9457398132890043E-4 13.355493665622898 6.158604784619299 1.4576820463719526E-5 13.034305334689135 343.7050102422123
13.039209136430049 0.7517863926741066 NaN 0.13091058007578169  -13.367925079955707 -13.367925079955707 -13.367925079955707 0.0 0.0 0.0 344.5021672822133 NaN 6.310179361363102 1.9445344718497506E-4 13.367925079955707 6.158877899809945 1.4555404725606485E-5 13.039209136430049 344.5021672822133
13.044112938171002 0.7515037662173522 NaN 0.1313091235908988  -13.382535555346339 -13.382535555346339 -13.382535555346339 0.0 0.0 0.0 345.28973129446325 NaN 6.825331333312278 1.9610900861683335E-4 13.382535555346339 6.0994847824892044 1.3435455879625597E-5 13.044112938171002 345.28973129446325
13.049016739912004 0.7512213521818276 NaN 0.13170798936253952  -13.397130900334586 -13.397130900334586 -13.397130900334586 0.0 0.0 0.0 346.0744365162639 NaN 6.617250891527449 1.9295962673948361E-4 13.397130900334586 5.978207124119399 1.335924820291235E-5 13.049016739912004 346.0744365162639
13.053920541653044 0.7509391503281407 NaN 0.13209914774406648  -13.410651563330237 -13.410651563330237 -13.410651563330237 0.0 0.0 0.0 346.844576047427 NaN 6.406180176577477 1.898102448621088E-4 13.410651563330237 5.85307358947166 1.3285059988821166E-5 13.053920541653044 346.844576047427
13.05882434339413 0.7506571604172578 NaN 0.13248262272781003  -13.423113091877854 -13.423113091877854 -13.423113091877854 0.0 0.0 0.0 347.59954115597486 NaN 6.192017610675264 1.8666086298470432E-4 13.423113091877854 5.723888813829604 1.3213205680537101E-5 13.05882434339413 347.59954115597486
13.06372814513526 0.7503753822105048 NaN 0.1328584407841165  -13.434531994072882 -13.434531994072882 -13.434531994072882 0.0 0.0 0.0 348.3386948255882 NaN 5.974652251653523 1.8351148110727245E-4 13.434531994072882 5.590444021554698 1.3144067376484566E-5 13.06372814513526 348.3386948255882
13.068631946876431 0.7500938154695656 NaN 0.1332266309801202  -13.444925793093706 -13.444925793093706 -13.444925793093706 0.0 0.0 0.0 349.06136994469665 NaN 5.753962841636937 1.8036209922981321E-4 13.444925793093706 5.452515855215303 1.3078111585002402E-5 13.068631946876431 349.06136994469665
13.073535748617648 0.7498124599564815 NaN 0.1335872251059763  -13.454313085854022 -13.454313085854022 -13.454313085854022 0.0 0.0 0.0 349.76686734457365 NaN 5.529816745558885 1.772127173523255E-4 13.454313085854022 5.309865079865501 1.3015911081234106E-5 13.073535748617648 349.76686734457365
13.078439550358908 0.749531315433651 NaN 0.13394335608422994  -13.463240073266682 -13.463240073266682 -13.463240073266682 0.0 0.0 0.0 350.4544536708532 NaN 6.3656602221215985 2.0013131500876615E-4 13.463240073266682 6.182171557516631 1.4861297174671168E-5 13.078439550358908 350.4544536708532
13.08334335210021 0.7492503816638288 NaN 0.1343376297746922  -13.476409203196416 -13.476409203196416 -13.476409203196416 0.0 0.0 0.0 351.26760705429524 NaN 6.370244883391422 2.0010798581961728E-4 13.476409203196416 6.1822085136468266 1.4843393570163713E-5 13.08334335210021 351.26760705429524
13.088247153841557 0.7489696584101249 NaN 0.13475020073562805  -13.492722219920166 -13.492722219920166 -13.492722219920166 0.0 0.0 0.0 352.0823463102726 NaN 9.434369933150412 1.9838952886243194E-4 13.492722219920166 6.122026776413853 9.836024048773842E-6 13.088247153841557 352.0823463102726
13.093150955582948 0.7486891454360043 NaN 0.1352201149899981  -13.519433120183255 -13.519433120183255 -13.519433120183255 0.0 0.0 0.0 352.8705833795911 NaN 8.891492168239955 1.9002990275064668E-4 13.519433120183255 5.810505484781369 9.484556680112578E-6 13.093150955582948 352.8705833795911
13.098054757324379 0.7484088425052865 NaN 0.1356692948861797  -13.543333723656906 -13.543333723656906 -13.543333723656906 0.0 0.0 0.0 353.61723068553744 NaN 8.329429646425899 1.8167027663879175E-4 13.543333723656906 5.470769587622045 9.10982922110933E-6 13.098054757324379 353.61723068553744
13.102958559065852 0.7481287493821444 NaN 0.1360980487038137  -13.564554513142866 -13.564554513142866 -13.564554513142866 0.0 0.0 0.0 354.31804876000956 NaN 7.745349698348144 1.7331065052686415E-4 13.564554513142866 5.09873576143276 8.707176736299632E-6 13.102958559065852 354.31804876000956
13.107862360807369 0.7478488658311033 NaN 0.13650672680142084  -13.583244250081668 -13.583244250081668 -13.583244250081668 0.0 0.0 0.0 354.96819381860377 NaN 7.1357491294775555 1.6495102441486386E-4 13.583244250081668 4.6894929213022 8.270075151003039E-6 13.107862360807369 354.96819381860377
13.11276616254893 0.7475691916170416 NaN 0.13689572773180048  -13.599573259630837 -13.599573259630837 -13.599573259630837 0.0 0.0 0.0 355.5620955068161 NaN 6.496260037800372 1.565913983027879E-4 13.599573259630837 4.237081270845285 7.788915260529711E-6 13.11276616254893 355.5620955068161
13.117669964290533 0.7472897265051887 NaN 0.13723923155139692  -13.611921811904555 -13.611921811904555 -13.611921811904555 0.0 0.0 0.0 355.9447987614114 NaN 4.507968554190373 1.3048407311827307E-4 13.611921811904555 2.4476782803482697 5.401001042743086E-6 13.117669964290533 355.9447987614114
13.122573766032177 0.7470104702611251 NaN 0.13755798201477798  -13.622182516612375 -13.622182516612375 -13.622182516612375 0.0 0.0 0.0 356.2085820255392 NaN 3.3965527359949648 1.1954268340674671E-4 13.622182516612375 1.4734211435742681 3.951777764820304E-6 13.122573766032177 356.2085820255392
13.127477567773862 0.7467314226507817 NaN 0.13785556564262616  -13.631390945536213 -13.631390945536213 -13.631390945536213 0.0 0.0 0.0 356.33061260857966 NaN 2.1357994594276155 1.086012936951292E-4 13.631390945536213 0.30384005370477857 1.176896485139673E-6 13.127477567773862 356.33061260857966
13.132381369515596 0.7464525834404385 NaN 0.13813370689891935  -13.640389146543086 -13.640389146543086 -13.640389146543086 0.0 0.0 0.0 356.28090430450203 NaN 0.6690334444667742 9.76599039834047E-5 13.640389146543086 -1.1267159483491191 -1.2523895060910746E-5 13.132381369515596 356.28090430450203
13.137285171257368 0.7461739523967252 NaN 0.13844770300491063  -13.658358020708361 -13.658358020708361 -13.658358020708361 0.0 0.0 0.0 356.05499033464076 NaN 3.0665885161115876 9.525636514489404E-5 13.658358020708361 -1.4838614399396366 -3.508538305593935E-6 13.137285171257368 356.05499033464076
13.142188972999184 0.7458955292866194 NaN 0.1387974393035456  -13.681195194202937 -13.681195194202937 -13.681195194202937 0.0 0.0 0.0 355.88558082023053 NaN 3.4763890340764627 9.801892996021449E-5 13.681195194202937 -1.0725079765345673 -2.3009882926976794E-6 13.142188972999184 355.88558082023053
13.147092774741042 0.7456173138774465 NaN 0.1391515999849098  -13.70382311398715 -13.70382311398715 -13.70382311398715 0.0 0.0 0.0 355.7693595648938 NaN 3.8686808006972084 1.0078149477555792E-4 13.70382311398715 -0.683974196939207 -1.3552764374392985E-6 13.147092774741042 355.7693595648938
13.151996576482944 0.7453393059368786 NaN 0.13951029335605503  -13.726315045622153 -13.726315045622153 -13.726315045622153 0.0 0.0 0.0 355.7033326880736 NaN 6.1624646006834 1.2000149000763567E-4 13.726315045622153 1.520707418945665 2.2515737590322105E-6 13.151996576482944 355.7033326880736
13.156900378224885 0.7450615052329347 NaN 0.13987343814506686  -13.748707081009726 -13.748707081009726 -13.748707081009726 0.0 0.0 0.0 355.68475667534074 NaN 6.163740959097046 1.2000149000763622E-4 13.748707081009726 1.5200174912352475 2.2492475661992462E-6 13.156900378224885 355.68475667534074
13.16180417996687 0.7447839115339789 NaN 0.14024190807926795  -13.771194906629203 -13.771194906629203 -13.771194906629203 0.0 0.0 0.0 355.71114331648346 NaN 4.954790230484119 1.0906918922173238E-4 13.771194906629203 0.3620514956441972 6.055245184142423E-7 13.16180417996687 355.71114331648346
13.166707981708894 0.7445065246087212 NaN 0.1406150189807814  -13.793703269387318 -13.793703269387318 -13.793703269387318 0.0 0.0 0.0 355.780168105338 NaN 5.290639669883826 1.118317540371699E-4 13.793703269387318 0.675792177884472 1.084907995011184E-6 13.166707981708894 355.780168105338
13.171611783450965 0.7442293442262151 NaN 0.14099315525194542  -13.816336840603714 -13.816336840603714 -13.816336840603714 0.0 0.0 0.0 355.8897184524178 NaN 5.61514059622402 1.1459431885263343E-4 13.816336840603714 0.9741714711793171 1.5093812044391155E-6 13.171611783450965 355.8897184524178
13.176515585193078 0.7439523701558586 NaN 0.14137642334957315  -13.839149606103263 -13.839149606103263 -13.839149606103263 0.0 0.0 0.0 356.0378395799266 NaN 5.929194721230361 1.17356883668121E-4 13.839149606103263 1.2582744460740842 1.8901124901323357E-6 13.176515585193078 356.0378395799266
13.181419386935232 0.7436756021673925 NaN 0.1417650115409605  -13.862178289982905 -13.862178289982905 -13.862178289982905 0.0 0.0 0.0 356.22272559138395 NaN 6.155291474840539 1.2000149000763373E-4 13.862178289982905 1.5177530223347075 2.2447963305725444E-6 13.181419386935232 356.22272559138395
13.186323188677427 0.7433990400309003 NaN 0.14215795328223016  -13.885018257920784 -13.885018257920784 -13.885018257920784 0.0 0.0 0.0 356.42383709827243 NaN 6.156595107658096 1.2000149000763429E-4 13.885018257920784 1.5170657327658128 2.2424704481558347E-6 13.186323188677427 356.42383709827243
