#           USTAR            CLAG         DENSITY          STRESS
  2.35813823e+02  1.03303358e+04  3.66965688e+03  8.16154436e+09
  2.36365383e+02  1.03304903e+04  3.66985773e+03  8.18194266e+09
  2.36916944e+02  1.03284301e+04  3.67005862e+03  8.20233908e+09
  2.37468505e+02  1.03250148e+04  3.67025958e+03  8.22273010e+09
  2.38020065e+02  1.03183918e+04  3.67046066e+03  8.24311120e+09
  2.38571626e+02  1.03323104e+04  3.67066170e+03  8.26349951e+09
  2.39123187e+02  1.03369021e+04  3.67086258e+03  8.28390609e+09
  2.39674747e+02  1.03391983e+04  3.67106341e+03  8.30431947e+09
  2.40226308e+02  1.03400224e+04  3.67126423e+03  8.32473593e+09
  2.40777869e+02  1.03395529e+04  3.67146507e+03  8.34515274e+09
  2.41329429e+02  1.03584954e+04  3.67166576e+03  8.36558779e+09
  2.41880990e+02  1.03653284e+04  3.67186621e+03  8.38604829e+09
  2.42432551e+02  1.03696961e+04  3.67206658e+03  8.40651985e+09
  2.42984111e+02  1.03707126e+04  3.67226692e+03  8.42699672e+09
  2.43535672e+02  1.03656577e+04  3.67246732e+03  8.44746961e+09
  2.44087233e+02  1.03563729e+04  3.67266789e+03  8.46792833e+09
  2.44638793e+02  1.03755357e+04  3.67286837e+03  8.48839681e+09
  2.45190354e+02  1.03803570e+04  3.67306865e+03  8.50888897e+09
  2.45741915e+02  1.03809279e+04  3.67326890e+03  8.52938646e+09
  2.46293475e+02  1.03925167e+04  3.67346905e+03  8.54989595e+09
  2.46845036e+02  1.03875653e+04  3.67366916e+03  8.57041199e+09
  2.47396597e+02  1.04094747e+04  3.67386913e+03  8.59094477e+09
  2.47948157e+02  1.04269188e+04  3.67406874e+03  8.61151641e+09
  2.48499718e+02  1.04274190e+04  3.67426821e+03  8.63210576e+09
  2.49051279e+02  1.04272261e+04  3.67446769e+03  8.65269542e+09
  2.49602839e+02  1.04346712e+04  3.67466712e+03  8.67329224e+09
  2.50154400e+02  1.04670223e+04  3.67486620e+03  8.69392835e+09
