#           USTAR            CLAG         DENSITY          STRESS
  5.70185148e+01  8.90882426e+03  3.60620145e+03  1.61927641e+09
  5.76181420e+01  8.91033333e+03  3.60644595e+03  1.63840229e+09
  5.82177692e+01  8.91288133e+03  3.60669042e+03  1.65753253e+09
  5.88173965e+01  8.91776650e+03  3.60693482e+03  1.67667075e+09
  5.94170237e+01  8.92443461e+03  3.60717910e+03  1.69582137e+09
  6.00166510e+01  8.89807915e+03  3.60742368e+03  1.71495086e+09
  6.06162782e+01  8.91812250e+03  3.60766839e+03  1.73407357e+09
  6.12159054e+01  8.93538963e+03  3.60791261e+03  1.75323633e+09
  6.18155327e+01  8.95121620e+03  3.60815641e+03  1.77243461e+09
  6.24151599e+01  8.96832772e+03  3.60839980e+03  1.79166824e+09
  6.30147872e+01  8.98190685e+03  3.60864281e+03  1.81093482e+09
  6.36144144e+01  8.99571900e+03  3.60888548e+03  1.83023079e+09
  6.42140416e+01  9.01170291e+03  3.60912778e+03  1.84955875e+09
  6.48136689e+01  9.01715728e+03  3.60936982e+03  1.86890972e+09
  6.54132961e+01  9.02510958e+03  3.60961172e+03  1.88827507e+09
  6.60129233e+01  9.02463419e+03  3.60985355e+03  1.90764845e+09
  6.66125506e+01  9.03881639e+03  3.61009522e+03  1.92703655e+09
  6.72121778e+01  9.04553985e+03  3.61033665e+03  1.94644708e+09
  6.78118051e+01  9.05045959e+03  3.61057796e+03  1.96587011e+09
  6.84114323e+01  9.05915113e+03  3.61081912e+03  1.98530775e+09
  6.90110595e+01  9.06181765e+03  3.61106016e+03  2.00475757e+09
  6.96106868e+01  9.05684084e+03  3.61130126e+03  2.02420492e+09
  7.02103140e+01  9.08960658e+03  3.61154203e+03  2.04368210e+09
  7.08099413e+01  9.08772009e+03  3.61178241e+03  2.06319242e+09
  7.14095685e+01  9.10261981e+03  3.61202266e+03  2.08271671e+09
  7.20091957e+01  9.10686080e+03  3.61226269e+03  2.10226154e+09
  7.26088230e+01  9.10902811e+03  3.61250266e+03  2.12181325e+09
  7.32084502e+01  9.12866805e+03  3.61274238e+03  2.14138837e+09
  7.38080775e+01  9.15799832e+03  3.61298149e+03  2.16101605e+09
  7.44077047e+01  9.15008735e+03  3.61322035e+03  2.18066671e+09
  7.50073319e+01  9.16147821e+03  3.61345920e+03  2.20032112e+09
  7.56069592e+01  9.16258167e+03  3.61369792e+03  2.21998893e+09
  7.62065864e+01  9.18399469e+03  3.61393637e+03  2.23968091e+09
  7.68062137e+01  9.18645248e+03  3.61417455e+03  2.25939851e+09
  7.74058409e+01  9.16300711e+03  3.61441303e+03  2.27909359e+09
  7.80054681e+01  9.18455213e+03  3.61465157e+03  2.29878663e+09
  7.86050954e+01  9.20418904e+03  3.61488960e+03  2.31852387e+09
  7.92047226e+01  9.20399109e+03  3.61512741e+03  2.33828197e+09
  7.98043499e+01  9.22122370e+03  3.61536504e+03  2.35805836e+09
  8.04039771e+01  9.24172619e+03  3.61560221e+03  2.37787524e+09
  8.10036043e+01  9.23983034e+03  3.61583917e+03  2.39771210e+09
  8.16032316e+01  9.21696576e+03  3.61607648e+03  2.41752239e+09
  8.22028588e+01  9.21524435e+03  3.61631414e+03  2.43730628e+09
  8.28024861e+01  9.23917238e+03  3.61655155e+03  2.45711401e+09
  8.34021133e+01  9.24320463e+03  3.61678862e+03  2.47695175e+09
  8.40017405e+01  9.24516037e+03  3.61702565e+03  2.49679592e+09
  8.46013678e+01  9.24674653e+03  3.61726267e+03  2.51664389e+09
  8.52009950e+01  9.24857810e+03  3.61749967e+03  2.53649553e+09
  8.58006222e+01  9.27241719e+03  3.61773638e+03  2.55637472e+09
  8.64002495e+01  9.29332332e+03  3.61797255e+03  2.57630194e+09
  8.69998767e+01  9.29387194e+03  3.61820847e+03  2.59625218e+09
  8.75995040e+01  9.29233692e+03  3.61844444e+03  2.61620137e+09
  8.81991312e+01  9.29147744e+03  3.61868047e+03  2.63614799e+09
  8.87987584e+01  9.29251039e+03  3.61891653e+03  2.65609479e+09
  8.93983857e+01  9.31517211e+03  3.61915231e+03  2.67606702e+09
  8.99980129e+01  9.33832183e+03  3.61938755e+03  2.69608843e+09
  9.05976402e+01  9.33777811e+03  3.61962254e+03  2.71613410e+09
  9.11972674e+01  9.33499038e+03  3.61985760e+03  2.73617619e+09
  9.17968946e+01  9.35632095e+03  3.62009245e+03  2.75623819e+09
  9.23965219e+01  9.37764478e+03  3.62032680e+03  2.77634597e+09
  9.29961491e+01  9.37653739e+03  3.62056093e+03  2.79647545e+09
  9.35957764e+01  9.37317625e+03  3.62079515e+03  2.81660013e+09
  9.41954036e+01  9.37118001e+03  3.62102946e+03  2.83671906e+09
  9.47950308e+01  9.39356895e+03  3.62126354e+03  2.85685988e+09
  9.53946581e+01  9.41847762e+03  3.62149707e+03  2.87705147e+09
  9.59942853e+01  9.41931247e+03  3.62173031e+03  2.89727068e+09
  9.65939126e+01  9.41707672e+03  3.62196360e+03  2.91748840e+09
  9.71935398e+01  9.41580429e+03  3.62219696e+03  2.93770235e+09
  9.77931670e+01  9.41539030e+03  3.62243037e+03  2.95791448e+09
  9.83927943e+01  9.43782706e+03  3.62266354e+03  2.97815026e+09
  9.89924215e+01  9.46270305e+03  3.62289616e+03  2.99843682e+09
  9.95920488e+01  9.44339485e+03  3.62312874e+03  3.01872935e+09
  1.00191676e+02  9.42103470e+03  3.62336186e+03  3.03897716e+09
  1.00791303e+02  9.42187937e+03  3.62359527e+03  3.05920188e+09
  1.01390930e+02  9.44685881e+03  3.62382840e+03  3.07945431e+09
  1.01990558e+02  9.47274660e+03  3.62406093e+03  3.09976135e+09
  1.02590185e+02  9.47445353e+03  3.62429315e+03  3.12009800e+09
  1.03189812e+02  9.47227891e+03  3.62452541e+03  3.14043415e+09
  1.03789439e+02  9.49152229e+03  3.62475749e+03  3.16078861e+09
  1.04389067e+02  9.51353232e+03  3.62498909e+03  3.18118736e+09
  1.04988694e+02  9.51348287e+03  3.62522046e+03  3.20160968e+09
  1.05588321e+02  9.51040242e+03  3.62545189e+03  3.22202864e+09
  1.06187948e+02  9.52899112e+03  3.62568316e+03  3.24246425e+09
  1.06787576e+02  9.54984331e+03  3.62591399e+03  3.26294218e+09
  1.07387203e+02  9.54908424e+03  3.62614460e+03  3.28344169e+09
  1.07986830e+02  9.54632190e+03  3.62637528e+03  3.30393741e+09
  1.08586457e+02  9.54388148e+03  3.62660606e+03  3.32442755e+09
  1.09186085e+02  9.54270963e+03  3.62683691e+03  3.34491382e+09
  1.09785712e+02  9.54244220e+03  3.62706781e+03  3.36539854e+09
  1.10385339e+02  9.54352826e+03  3.62729872e+03  3.38588413e+09
  1.10984966e+02  9.56793506e+03  3.62752936e+03  3.40639709e+09
  1.11584594e+02  9.59404618e+03  3.62775942e+03  3.42696427e+09
  1.12184221e+02  9.59619339e+03  3.62798917e+03  3.44756179e+09
  1.12783848e+02  9.59430713e+03  3.62821894e+03  3.46815958e+09
  1.13383475e+02  9.61437516e+03  3.62844853e+03  3.48877689e+09
  1.13983102e+02  9.63786163e+03  3.62867762e+03  3.50944094e+09
  1.14582730e+02  9.64003737e+03  3.62890644e+03  3.53013255e+09
  1.15182357e+02  9.63987623e+03  3.62913527e+03  3.55082631e+09
  1.15781984e+02  9.66016639e+03  3.62936388e+03  3.57154168e+09
  1.16381611e+02  9.68082942e+03  3.62959204e+03  3.59230100e+09
  1.16981239e+02  9.67947414e+03  3.62982000e+03  3.61308105e+09
  1.17580866e+02  9.65576932e+03  3.63004828e+03  3.63383420e+09
  1.18180493e+02  9.65389350e+03  3.63027690e+03  3.65455989e+09
  1.18780120e+02  9.67575761e+03  3.63050531e+03  3.67530704e+09
  1.19379748e+02  9.67687940e+03  3.63073347e+03  3.69607886e+09
  1.19979375e+02  9.67725881e+03  3.63096165e+03  3.71685229e+09
  1.20579002e+02  9.67877062e+03  3.63118983e+03  3.73762775e+09
  1.21178629e+02  9.70075523e+03  3.63141777e+03  3.75842843e+09
  1.21778257e+02  9.72382200e+03  3.63164520e+03  3.77927747e+09
  1.22377884e+02  9.72491497e+03  3.63187238e+03  3.80015243e+09
  1.22977511e+02  9.72590043e+03  3.63209957e+03  3.82102963e+09
  1.23577138e+02  9.76487874e+03  3.63232632e+03  3.84194972e+09
  1.24176766e+02  9.77897845e+03  3.63255248e+03  3.86292678e+09
  1.24776393e+02  9.78593756e+03  3.63277842e+03  3.88392645e+09
  1.25376020e+02  9.76765196e+03  3.63300452e+03  3.90491396e+09
  1.25975647e+02  9.78522808e+03  3.63323066e+03  3.92590070e+09
  1.26575275e+02  9.80788327e+03  3.63345637e+03  3.94693063e+09
  1.27174902e+02  9.80788272e+03  3.63368184e+03  3.96798488e+09
  1.27774529e+02  9.80584187e+03  3.63390736e+03  3.98903693e+09
  1.28374156e+02  9.82447545e+03  3.63413272e+03  4.01010679e+09
  1.28973783e+02  9.82198714e+03  3.63435792e+03  4.03119398e+09
  1.29573411e+02  9.82030070e+03  3.63458320e+03  4.05227669e+09
  1.30173038e+02  9.84317167e+03  3.63480826e+03  4.07338214e+09
  1.30772665e+02  9.85861334e+03  3.63503291e+03  4.09452871e+09
  1.31372292e+02  9.88777298e+03  3.63525709e+03  4.11572316e+09
  1.31971920e+02  9.88881222e+03  3.63548095e+03  4.13695001e+09
  1.32571547e+02  9.91502201e+03  3.63570453e+03  4.15820612e+09
  1.33171174e+02  9.93494907e+03  3.63592761e+03  4.17951174e+09
  1.33770801e+02  9.94886522e+03  3.63615035e+03  4.20085369e+09
  1.34370429e+02  9.95520765e+03  3.63637288e+03  4.22221739e+09
  1.34970056e+02  9.92920418e+03  3.63659566e+03  4.24355998e+09
  1.35569683e+02  9.92901951e+03  3.63681876e+03  4.26487446e+09
  1.36169310e+02  9.91283412e+03  3.63704208e+03  4.28617137e+09
  1.36768938e+02  9.91187509e+03  3.63726561e+03  4.30744988e+09
  1.37368565e+02  9.93710326e+03  3.63748890e+03  4.32875444e+09
  1.37968192e+02  9.91924193e+03  3.63771214e+03  4.35006690e+09
  1.38567819e+02  9.89777873e+03  3.63793584e+03  4.37133716e+09
  1.39167447e+02  9.92138183e+03  3.63815955e+03  4.39260972e+09
  1.39767074e+02  9.95042822e+03  3.63838269e+03  4.41393878e+09
  1.40366701e+02  9.96472989e+03  3.63860537e+03  4.43531437e+09
  1.40966328e+02  9.96135910e+03  3.63882796e+03  4.45670170e+09
  1.41565956e+02  9.95643726e+03  3.63905067e+03  4.47808012e+09
  1.42165583e+02  9.93564137e+03  3.63927369e+03  4.49943094e+09
  1.42765210e+02  9.93961847e+03  3.63949693e+03  4.52076371e+09
  1.43364837e+02  9.96801051e+03  3.63971984e+03  4.54213122e+09
  1.43964464e+02  9.94936081e+03  3.63994266e+03  4.56350918e+09
  1.44564092e+02  9.94711411e+03  3.64016574e+03  4.58486472e+09
  1.45163719e+02  9.94869972e+03  3.64038886e+03  4.60621955e+09
  1.45763346e+02  9.95032812e+03  3.64061197e+03  4.62757783e+09
  1.46362973e+02  9.95142043e+03  3.64083508e+03  4.64893903e+09
  1.46962601e+02  9.92890623e+03  3.64105845e+03  4.67027723e+09
  1.47562228e+02  9.93389064e+03  3.64128205e+03  4.69159662e+09
  1.48161855e+02  9.94445334e+03  3.64150551e+03  4.71293270e+09
  1.48761482e+02  9.94819952e+03  3.64172882e+03  4.73428414e+09
  1.49361110e+02  9.94422471e+03  3.64195217e+03  4.75563533e+09
  1.49960737e+02  9.93950768e+03  3.64217564e+03  4.77697719e+09
  1.50560364e+02  9.94924521e+03  3.64239909e+03  4.79832444e+09
  1.51159991e+02  9.95986522e+03  3.64262233e+03  4.81969354e+09
  1.51759619e+02  9.96337490e+03  3.64284544e+03  4.84107781e+09
  1.52359246e+02  9.95959947e+03  3.64306859e+03  4.86246179e+09
  1.52958873e+02  9.95538501e+03  3.64329185e+03  4.88383719e+09
  1.53558500e+02  9.96585507e+03  3.64351506e+03  4.90521931e+09
  1.54158128e+02  9.97604117e+03  3.64373808e+03  4.92662360e+09
  1.54757755e+02  9.97584129e+03  3.64396100e+03  4.94803861e+09
  1.55357382e+02  9.97432042e+03  3.64418398e+03  4.96945177e+09
  1.55957009e+02  9.97495877e+03  3.64440699e+03  4.99086399e+09
  1.56556636e+02  9.98321632e+03  3.64462993e+03  5.01228575e+09
  1.57156264e+02  9.98994067e+03  3.64485273e+03  5.03372360e+09
  1.57755891e+02  9.98801526e+03  3.64507550e+03  5.05516659e+09
  1.58355518e+02  9.98631939e+03  3.64529835e+03  5.07660570e+09
  1.58955145e+02  9.99061287e+03  3.64552119e+03  5.09804759e+09
  1.59554773e+02  9.99705273e+03  3.64574393e+03  5.11950101e+09
  1.60154400e+02  1.00028300e+04  3.64596657e+03  5.14096754e+09
  1.60754027e+02  1.00068422e+04  3.64618913e+03  5.16244458e+09
  1.61353654e+02  1.00145371e+04  3.64641158e+03  5.18393418e+09
  1.61953282e+02  1.00232899e+04  3.64663388e+03  5.20544143e+09
  1.62552909e+02  1.00242722e+04  3.64685610e+03  5.22695914e+09
  1.63152536e+02  1.00271481e+04  3.64707830e+03  5.24848099e+09
  1.63752163e+02  1.00299616e+04  3.64730046e+03  5.27000894e+09
  1.64351791e+02  1.00338968e+04  3.64752258e+03  5.29154414e+09
  1.64951418e+02  1.00391744e+04  3.64774462e+03  5.31308922e+09
  1.65551045e+02  1.00433434e+04  3.64796659e+03  5.33464444e+09
  1.66150672e+02  1.00458530e+04  3.64818851e+03  5.35620684e+09
  1.66750300e+02  1.00484802e+04  3.64841040e+03  5.37777474e+09
  1.67349927e+02  1.00523220e+04  3.64863224e+03  5.39934959e+09
  1.67949554e+02  1.00529228e+04  3.64885406e+03  5.42092921e+09
  1.68549181e+02  1.00524670e+04  3.64907591e+03  5.44250898e+09
  1.69148809e+02  1.00521284e+04  3.64929780e+03  5.46408790e+09
  1.69748436e+02  1.00568087e+04  3.64951966e+03  5.48567149e+09
  1.70348063e+02  1.00630280e+04  3.64974143e+03  5.50726677e+09
  1.70947690e+02  1.00683934e+04  3.64996310e+03  5.52887448e+09
  1.71547317e+02  1.00725385e+04  3.65018469e+03  5.55049240e+09
  1.72146945e+02  1.00767390e+04  3.65040621e+03  5.57211928e+09
  1.72746572e+02  1.00813076e+04  3.65062767e+03  5.59375557e+09
  1.73346199e+02  1.00858399e+04  3.65084905e+03  5.61540163e+09
  1.73945826e+02  1.00900091e+04  3.65107037e+03  5.63705703e+09
  1.74545454e+02  1.00936223e+04  3.65129162e+03  5.65872079e+09
  1.75145081e+02  1.00971803e+04  3.65151283e+03  5.68039224e+09
  1.75744708e+02  1.01009059e+04  3.65173398e+03  5.70207150e+09
  1.76344335e+02  1.01045997e+04  3.65195508e+03  5.72375873e+09
  1.76943963e+02  1.01080899e+04  3.65217612e+03  5.74545368e+09
  1.77543590e+02  1.01114489e+04  3.65239712e+03  5.76715597e+09
  1.78143217e+02  1.01148909e+04  3.65261807e+03  5.78886556e+09
  1.78742844e+02  1.01184177e+04  3.65283897e+03  5.81058264e+09
  1.79342472e+02  1.01221677e+04  3.65305982e+03  5.83230752e+09
  1.79942099e+02  1.01261492e+04  3.65328061e+03  5.85404070e+09
  1.80541726e+02  1.01304398e+04  3.65350133e+03  5.87578276e+09
  1.81141353e+02  1.01352937e+04  3.65372199e+03  5.89753464e+09
  1.81740981e+02  1.01400331e+04  3.65394256e+03  5.91929681e+09
  1.82340608e+02  1.01407917e+04  3.65416311e+03  5.94106488e+09
  1.82940235e+02  1.01413097e+04  3.65438366e+03  5.96283433e+09
  1.83539862e+02  1.01422369e+04  3.65460423e+03  5.98460532e+09
  1.84139490e+02  1.01459362e+04  3.65482477e+03  6.00638128e+09
  1.84739117e+02  1.01533805e+04  3.65504522e+03  6.02816920e+09
  1.85338744e+02  1.01602352e+04  3.65526554e+03  6.04997247e+09
  1.85938371e+02  1.01664791e+04  3.65548574e+03  6.07178980e+09
  1.86537998e+02  1.01726885e+04  3.65570584e+03  6.09362050e+09
  1.87137626e+02  1.01765126e+04  3.65592585e+03  6.11546196e+09
  1.87737253e+02  1.01791603e+04  3.65614582e+03  6.13731037e+09
  1.88336880e+02  1.01780116e+04  3.65636580e+03  6.15916039e+09
  1.88936507e+02  1.01772662e+04  3.65658583e+03  6.18100838e+09
  1.89536135e+02  1.01794806e+04  3.65680587e+03  6.20285794e+09
  1.90135762e+02  1.01825230e+04  3.65702587e+03  6.22471315e+09
  1.90735389e+02  1.01890047e+04  3.65724581e+03  6.24657857e+09
  1.91335016e+02  1.01956536e+04  3.65746562e+03  6.26845810e+09
  1.91934644e+02  1.02018380e+04  3.65768533e+03  6.29035139e+09
  1.92534271e+02  1.02017028e+04  3.65790499e+03  6.31225118e+09
  1.93133898e+02  1.02013780e+04  3.65812469e+03  6.33415048e+09
  1.93733525e+02  1.02018364e+04  3.65834441e+03  6.35604991e+09
  1.94333153e+02  1.02029423e+04  3.65856414e+03  6.37795103e+09
  1.94932780e+02  1.02101042e+04  3.65878381e+03  6.39986102e+09
  1.95532407e+02  1.02177265e+04  3.65900335e+03  6.42178688e+09
  1.96132034e+02  1.02250495e+04  3.65922275e+03  6.44372878e+09
  1.96731662e+02  1.02316911e+04  3.65944203e+03  6.46568567e+09
  1.97331289e+02  1.02376534e+04  3.65966119e+03  6.48765609e+09
  1.97930916e+02  1.02430876e+04  3.65988027e+03  6.50963874e+09
  1.98530543e+02  1.02445607e+04  3.66009929e+03  6.53162881e+09
  1.99130170e+02  1.02459859e+04  3.66031832e+03  6.55362198e+09
  1.99729798e+02  1.02479664e+04  3.66053733e+03  6.57561881e+09
  2.00329425e+02  1.02505335e+04  3.66075632e+03  6.59762052e+09
  2.00929052e+02  1.02571078e+04  3.66097523e+03  6.61963205e+09
  2.01528679e+02  1.02637801e+04  3.66119404e+03  6.64165779e+09
  2.02128307e+02  1.02698082e+04  3.66141273e+03  6.66369716e+09
  2.02727934e+02  1.02753246e+04  3.66163132e+03  6.68574892e+09
  2.03327561e+02  1.02809471e+04  3.66184983e+03  6.70781264e+09
  2.03927188e+02  1.02867271e+04  3.66206824e+03  6.72988860e+09
  2.04526816e+02  1.02888505e+04  3.66228659e+03  6.75197304e+09
  2.05126443e+02  1.02910081e+04  3.66250492e+03  6.77406208e+09
  2.05726070e+02  1.02938603e+04  3.66272322e+03  6.79615649e+09
  2.06325697e+02  1.02973795e+04  3.66294149e+03  6.81825775e+09
  2.06925325e+02  1.03060846e+04  3.66315965e+03  6.84037212e+09
  2.07524952e+02  1.03148126e+04  3.66337765e+03  6.86250520e+09
  2.08124579e+02  1.03226892e+04  3.66359550e+03  6.88465611e+09
  2.08724206e+02  1.03299006e+04  3.66381322e+03  6.90682321e+09
  2.09323834e+02  1.03366643e+04  3.66403081e+03  6.92900531e+09
  2.09923461e+02  1.03434627e+04  3.66424829e+03  6.95120197e+09
  2.10523088e+02  1.03489740e+04  3.66446567e+03  6.97341184e+09
  2.11122715e+02  1.03543213e+04  3.66468296e+03  6.99563337e+09
  2.11722343e+02  1.03596931e+04  3.66490016e+03  7.01786640e+09
  2.12321970e+02  1.03616528e+04  3.66511731e+03  7.04010729e+09
  2.12921597e+02  1.03636203e+04  3.66533445e+03  7.06235241e+09
  2.13521224e+02  1.03657026e+04  3.66555156e+03  7.08460187e+09
  2.14120851e+02  1.03680033e+04  3.66576866e+03  7.10685604e+09
  2.14720479e+02  1.03743675e+04  3.66598569e+03  7.12911950e+09
  2.15320106e+02  1.03813588e+04  3.66620261e+03  7.15139730e+09
  2.15919733e+02  1.03882830e+04  3.66641941e+03  7.17369004e+09
  2.16519360e+02  1.03951784e+04  3.66663609e+03  7.19599761e+09
  2.17118988e+02  1.04021556e+04  3.66685266e+03  7.21832007e+09
  2.17718615e+02  1.04090248e+04  3.66706910e+03  7.24065739e+09
  2.18318242e+02  1.04154329e+04  3.66728543e+03  7.26300896e+09
  2.18917869e+02  1.04214472e+04  3.66750166e+03  7.28537387e+09
  2.19517497e+02  1.04279549e+04  3.66771778e+03  7.30775222e+09
  2.20117124e+02  1.04418682e+04  3.66793372e+03  7.33015248e+09
  2.20716751e+02  1.04551980e+04  3.66814940e+03  7.35258199e+09
  2.21316378e+02  1.04599804e+04  3.66836492e+03  7.37503093e+09
  2.21916006e+02  1.04639838e+04  3.66858037e+03  7.39748931e+09
  2.22515633e+02  1.04686649e+04  3.66879576e+03  7.41995701e+09
  2.23115260e+02  1.04737548e+04  3.66901108e+03  7.44243519e+09
  2.23714887e+02  1.04789738e+04  3.66922631e+03  7.46492444e+09
  2.24314515e+02  1.04844297e+04  3.66944146e+03  7.48742515e+09
  2.24914142e+02  1.04904581e+04  3.66965652e+03  7.50993818e+09
  2.25513769e+02  1.04967033e+04  3.66987147e+03  7.53246439e+09
  2.26113396e+02  1.05033170e+04  3.67008632e+03  7.55500440e+09
